bourse_en,bourse_vi,created,data_index_id,foreign_ownership,fund_id,id,market_value,modified,per_nav,sector_en,sector_vi,shares,stock
,,2022-11-30 00:00:00,5643,100.00,5,6890,530.80,2022-12-19 04:41:05,7.00,,,31593669,VPB
,,2022-11-30 00:00:00,5643,55.80,5,6891,503.80,2022-12-19 04:41:05,6.70,,,6084729,VNM
,,2022-11-30 00:00:00,5643,100.00,5,6892,500.60,2022-12-19 04:41:05,6.60,,,6710133,FPT
,,2022-11-30 00:00:00,5643,25.60,5,6893,480.00,2022-12-19 04:41:05,6.40,,,6896041,VIC
,,2022-11-30 00:00:00,5643,61.50,5,6894,469.40,2022-12-19 04:41:05,6.20,,,4601612,MSN
,,2022-11-30 00:00:00,5643,100.00,5,6895,459.50,2022-12-19 04:41:05,6.10,,,20792671,ACB
,,2022-11-30 00:00:00,5643,47.20,5,6896,427.90,2022-12-19 04:41:05,5.70,,,7851126,VHM
,,2022-11-30 00:00:00,5643,100.00,5,6897,426.70,2022-12-19 04:41:05,5.70,,,16476775,TCB
,,2022-11-30 00:00:00,5643,41.00,5,6898,424.70,2022-12-19 04:41:05,5.60,,,23082133,HPG
,,2022-11-30 00:00:00,5643,100.00,5,6899,349.30,2022-12-19 04:41:05,4.60,,,7920216,MWG
,,2022-11-30 00:00:00,5643,100.00,5,6900,313.50,2022-12-19 04:41:05,4.20,,,18014539,MBB
,,2022-11-30 00:00:00,5643,78.60,5,6901,303.50,2022-12-19 04:41:05,4.00,,,3746719,VCB
,,2022-11-30 00:00:00,5643,79.70,5,6902,271.60,2022-12-19 04:41:05,3.60,,,13580141,STB
,,2022-11-30 00:00:00,5643,55.20,5,6903,204.00,2022-12-19 04:41:05,2.70,,,1981056,VJC
,,2022-11-30 00:00:00,5643,65.70,5,6904,200.00,2022-12-19 04:41:05,2.70,,,6547123,VRE
,,2022-11-30 00:00:00,5643,100.00,5,6905,198.00,2022-12-19 04:41:05,2.60,,,12732727,HDB
,,2022-11-30 00:00:00,5643,100.00,5,6906,169.10,2022-12-19 04:41:05,2.20,,,8348350,VIB
,,2022-11-30 00:00:00,5643,38.20,5,6907,144.30,2022-12-19 04:41:05,1.90,,,7496870,SSI
,,2022-11-30 00:00:00,5643,91.30,5,6908,143.20,2022-12-19 04:41:05,1.90,,,5253253,CTG
,,2022-11-30 00:00:00,5643,100.00,5,6909,138.00,2022-12-19 04:41:05,1.80,,,6271607,TPB
,,2022-11-30 00:00:00,5643,10.20,5,6910,131.90,2022-12-19 04:41:05,1.70,,,5647241,NVL
,,2022-11-30 00:00:00,5643,72.60,5,6911,93.40,2022-12-19 04:41:05,1.20,,,3407564,KDH
,,2022-11-30 00:00:00,5643,62.70,5,6912,87.60,2022-12-19 04:41:05,1.20,,,486700,SAB
,,2022-11-30 00:00:00,5643,6.10,5,6913,79.50,2022-12-19 04:41:05,1.10,,,721340,GAS
,,2022-11-30 00:00:00,5643,57.20,5,6914,62.00,2022-12-19 04:41:05,0.80,,,1509421,BID
,,2022-11-30 00:00:00,5643,9.00,5,6915,39.20,2022-12-19 04:41:05,0.50,,,3364000,POW
,,2022-11-30 00:00:00,5643,87.40,5,6916,26.50,2022-12-19 04:41:05,0.40,,,897540,PLX
,,2022-11-30 00:00:00,5643,54.10,5,6917,24.60,2022-12-19 04:41:05,0.30,,,508200,BVH
,,2022-11-30 00:00:00,5643,12.40,5,6918,22.90,2022-12-19 04:41:05,0.30,,,1681315,PDR
,,2022-11-30 00:00:00,5643,4.20,5,6919,16.30,2022-12-19 04:41:05,0.20,,,1145900,GVR
,,2022-10-31 00:00:00,5493,100.00,5,6761,447.50,2022-11-21 07:03:33,6.80,,,27370669,VPB
,,2022-10-31 00:00:00,5493,100.00,5,6762,410.90,2022-11-21 07:03:33,6.20,,,5435533,FPT
,,2022-10-31 00:00:00,5493,55.40,5,6763,384.50,2022-11-21 07:03:33,5.80,,,4897929,VNM
,,2022-10-31 00:00:00,5493,100.00,5,6764,376.60,2022-11-21 07:03:33,5.70,,,16812571,ACB
,,2022-10-31 00:00:00,5493,45.80,5,6765,340.90,2022-11-21 07:03:33,5.10,,,7575426,VHM
,,2022-10-31 00:00:00,5493,100.00,5,6766,329.40,2022-11-21 07:03:33,5.00,,,13390975,TCB
,,2022-10-31 00:00:00,5493,60.20,5,6767,322.80,2022-11-21 07:03:33,4.90,,,3775812,MSN
,,2022-10-31 00:00:00,5493,10.70,5,6768,314.20,2022-11-21 07:03:33,4.70,,,4488041,NVL
,,2022-10-31 00:00:00,5493,100.00,5,6769,310.60,2022-11-21 07:03:33,4.70,,,6018716,MWG
,,2022-10-31 00:00:00,5493,25.10,5,6770,305.00,2022-11-21 07:03:33,4.60,,,5504541,VIC
,,2022-10-31 00:00:00,5493,40.60,5,6771,293.90,2022-11-21 07:03:33,4.40,,,18780733,HPG
,,2022-10-31 00:00:00,5493,100.00,5,6772,258.20,2022-11-21 07:03:33,3.90,,,14589339,MBB
,,2022-10-31 00:00:00,5493,78.60,5,6773,223.10,2022-11-21 07:03:33,3.40,,,3034819,VCB
,,2022-10-31 00:00:00,5493,68.00,5,6774,179.30,2022-11-21 07:03:33,2.70,,,11101341,STB
,,2022-10-31 00:00:00,5493,54.30,5,6775,170.20,2022-11-21 07:03:33,2.60,,,1581356,VJC
,,2022-10-31 00:00:00,5493,100.00,5,6776,167.40,2022-11-21 07:03:33,2.50,,,10209827,HDB
,,2022-10-31 00:00:00,5493,100.00,5,6777,133.50,2022-11-21 07:03:33,2.00,,,6812350,VIB
,,2022-10-31 00:00:00,5493,64.40,5,6778,128.60,2022-11-21 07:03:33,1.90,,,5227423,VRE
,,2022-10-31 00:00:00,5493,89.50,5,6779,103.50,2022-11-21 07:03:33,1.60,,,4206853,CTG
,,2022-10-31 00:00:00,5493,34.40,5,6780,100.40,2022-11-21 07:03:33,1.50,,,6159070,SSI
,,2022-10-31 00:00:00,5493,100.00,5,6781,96.10,2022-11-21 07:03:33,1.50,,,4644807,TPB
,,2022-10-31 00:00:00,5493,62.70,5,6782,75.20,2022-11-21 07:03:33,1.10,,,405600,SAB
,,2022-10-31 00:00:00,5493,5.40,5,6783,69.80,2022-11-21 07:03:33,1.10,,,1596315,PDR
,,2022-10-31 00:00:00,5493,56.80,5,6784,63.90,2022-11-21 07:03:33,1.00,,,2815464,KDH
,,2022-10-31 00:00:00,5493,6.10,5,6785,62.80,2022-11-21 07:03:33,0.90,,,565640,GAS
,,2022-10-31 00:00:00,5493,56.50,5,6786,39.80,2022-11-21 07:03:33,0.60,,,1152021,BID
,,2022-10-31 00:00:00,5493,5.90,5,6787,35.60,2022-11-21 07:03:33,0.50,,,3436600,POW
,,2022-10-31 00:00:00,5493,53.90,5,6788,23.30,2022-11-21 07:03:33,0.40,,,443000,BVH
,,2022-10-31 00:00:00,5493,86.10,5,6789,21.70,2022-11-21 07:03:33,0.30,,,763140,PLX
,,2022-10-31 00:00:00,5493,3.90,5,6790,13.60,2022-11-21 07:03:33,0.20,,,942400,GVR
,,2022-09-30 00:00:00,5344,100.00,5,6574,460.30,2022-10-17 08:09:00,6.70,,,25572469,VPB
,,2022-09-30 00:00:00,5344,100.00,5,6575,412.80,2022-10-17 08:09:00,6.10,,,5128133,FPT
,,2022-09-30 00:00:00,5344,100.00,5,6576,406.10,2022-10-17 08:09:00,6.00,,,12496375,TCB
,,2022-09-30 00:00:00,5344,43.00,5,6577,376.00,2022-10-17 08:09:00,5.50,,,17734233,HPG
,,2022-09-30 00:00:00,5344,11.30,5,6578,368.00,2022-10-17 08:09:00,5.40,,,4335041,NVL
,,2022-09-30 00:00:00,5344,46.20,5,6579,367.60,2022-10-17 08:09:00,5.40,,,7249526,VHM
,,2022-09-30 00:00:00,5344,100.00,5,6580,360.90,2022-10-17 08:09:00,5.30,,,5639016,MWG
,,2022-09-30 00:00:00,5344,59.00,5,6581,353.90,2022-10-17 08:09:00,5.20,,,3574512,MSN
,,2022-09-30 00:00:00,5344,100.00,5,6582,349.70,2022-10-17 08:09:00,5.10,,,15750771,ACB
,,2022-09-30 00:00:00,5344,55.00,5,6583,335.60,2022-10-17 08:09:00,4.90,,,4642329,VNM
,,2022-09-30 00:00:00,5344,25.10,5,6584,291.40,2022-10-17 08:09:00,4.30,,,5297441,VIC
,,2022-09-30 00:00:00,5344,100.00,5,6585,272.70,2022-10-17 08:09:00,4.00,,,13633239,MBB
,,2022-09-30 00:00:00,5344,72.60,5,6586,215.50,2022-10-17 08:09:00,3.20,,,10462941,STB
,,2022-09-30 00:00:00,5344,78.40,5,6587,210.50,2022-10-17 08:09:00,3.10,,,2875519,VCB
,,2022-09-30 00:00:00,5344,99.80,5,6588,184.10,2022-10-17 08:09:00,2.70,,,9611327,HDB
,,2022-09-30 00:00:00,5344,54.00,5,6589,168.60,2022-10-17 08:09:00,2.50,,,1520656,VJC
,,2022-09-30 00:00:00,5344,63.90,5,6590,141.20,2022-10-17 08:09:00,2.10,,,5042123,VRE
,,2022-09-30 00:00:00,5344,100.00,5,6591,140.10,2022-10-17 08:09:00,2.10,,,6368550,VIB
,,2022-09-30 00:00:00,5344,34.40,5,6592,115.00,2022-10-17 08:09:00,1.70,,,5810170,SSI
,,2022-09-30 00:00:00,5344,100.00,5,6593,108.60,2022-10-17 08:09:00,1.60,,,4345107,TPB
,,2022-09-30 00:00:00,5344,89.20,5,6594,92.40,2022-10-17 08:09:00,1.40,,,3983653,CTG
,,2022-09-30 00:00:00,5344,5.30,5,6595,77.00,2022-10-17 08:09:00,1.10,,,1506515,PDR
,,2022-09-30 00:00:00,5344,59.10,5,6596,73.50,2022-10-17 08:09:00,1.10,,,2620464,KDH
,,2022-09-30 00:00:00,5344,62.80,5,6597,72.70,2022-10-17 08:09:00,1.10,,,393200,SAB
,,2022-09-30 00:00:00,5344,6.10,5,6598,59.10,2022-10-17 08:09:00,0.90,,,537140,GAS
,,2022-09-30 00:00:00,5344,5.50,5,6599,40.10,2022-10-17 08:09:00,0.60,,,3249100,POW
,,2022-09-30 00:00:00,5344,56.30,5,6600,36.50,2022-10-17 08:09:00,0.50,,,1077821,BID
,,2022-09-30 00:00:00,5344,85.50,5,6601,23.90,2022-10-17 08:09:00,0.30,,,725340,PLX
,,2022-09-30 00:00:00,5344,53.80,5,6602,22.70,2022-10-17 08:09:00,0.30,,,424100,BVH
,,2022-09-30 00:00:00,5344,3.60,5,6603,18.50,2022-10-17 08:09:00,0.30,,,883600,GVR
,,2022-08-31 00:00:00,5216,100.00,5,6474,546.90,2022-09-19 06:18:31,7.10,,,17199113,VPB
,,2022-08-31 00:00:00,5216,100.00,5,6475,491.00,2022-09-19 06:18:31,6.40,,,12605175,TCB
,,2022-08-31 00:00:00,5216,100.00,5,6476,448.00,2022-09-19 06:18:31,5.80,,,5173182,FPT
,,2022-08-31 00:00:00,5216,46.30,5,6477,441.10,2022-09-19 06:18:31,5.70,,,7230726,VHM
,,2022-08-31 00:00:00,5216,100.00,5,6478,421.00,2022-09-19 06:18:31,5.50,,,5689216,MWG
,,2022-08-31 00:00:00,5216,59.00,5,6479,408.20,2022-09-19 06:18:31,5.30,,,3565112,MSN
,,2022-08-31 00:00:00,5216,41.80,5,6480,406.90,2022-09-19 06:18:31,5.30,,,17690433,HPG
,,2022-08-31 00:00:00,5216,100.00,5,6481,391.70,2022-09-19 06:18:31,5.10,,,15890771,ACB
,,2022-08-31 00:00:00,5216,11.80,5,6482,354.10,2022-09-19 06:18:31,4.60,,,4324141,NVL
,,2022-08-31 00:00:00,5216,54.90,5,6483,349.70,2022-09-19 06:18:31,4.50,,,4631329,VNM
,,2022-08-31 00:00:00,5216,25.10,5,6484,336.60,2022-09-19 06:18:31,4.40,,,5283441,VIC
,,2022-08-31 00:00:00,5216,100.00,5,6485,326.60,2022-09-19 06:18:31,4.20,,,13753639,MBB
,,2022-08-31 00:00:00,5216,76.40,5,6486,258.80,2022-09-19 06:18:31,3.40,,,10436141,STB
,,2022-08-31 00:00:00,5216,78.40,5,6487,240.90,2022-09-19 06:18:31,3.10,,,2868019,VCB
,,2022-08-31 00:00:00,5216,98.90,5,6488,207.10,2022-09-19 06:18:31,2.70,,,7755862,HDB
,,2022-08-31 00:00:00,5216,55.20,5,6489,184.40,2022-09-19 06:18:31,2.40,,,1516656,VJC
,,2022-08-31 00:00:00,5216,100.00,5,6490,160.60,2022-09-19 06:18:31,2.10,,,6424750,VIB
,,2022-08-31 00:00:00,5216,63.80,5,6491,139.30,2022-09-19 06:18:31,1.80,,,5029323,VRE
,,2022-08-31 00:00:00,5216,35.50,5,6492,139.10,2022-09-19 06:18:31,1.80,,,5795370,SSI
,,2022-08-31 00:00:00,5216,100.00,5,6493,122.80,2022-09-19 06:18:31,1.60,,,4383982,TPB
,,2022-08-31 00:00:00,5216,89.50,5,6494,112.30,2022-09-19 06:18:31,1.50,,,3973453,CTG
,,2022-08-31 00:00:00,5216,63.80,5,6495,96.70,2022-09-19 06:18:32,1.30,,,2614064,KDH
,,2022-08-31 00:00:00,5216,5.30,5,6496,82.90,2022-09-19 06:18:32,1.10,,,1502515,PDR
,,2022-08-31 00:00:00,5216,62.80,5,6497,73.70,2022-09-19 06:18:32,1.00,,,392400,SAB
,,2022-08-31 00:00:00,5216,6.10,5,6498,62.70,2022-09-19 06:18:32,0.80,,,535540,GAS
,,2022-08-31 00:00:00,5216,5.00,5,6499,45.40,2022-09-19 06:18:32,0.60,,,3241100,POW
,,2022-08-31 00:00:00,5216,56.40,5,6500,43.00,2022-09-19 06:18:32,0.60,,,1074621,BID
,,2022-08-31 00:00:00,5216,86.20,5,6501,30.50,2022-09-19 06:18:32,0.40,,,723740,PLX
,,2022-08-31 00:00:00,5216,54.00,5,6502,24.80,2022-09-19 06:18:32,0.30,,,423300,BVH
,,2022-08-31 00:00:00,5216,3.60,5,6503,23.20,2022-09-19 06:18:32,0.30,,,881200,GVR
,,2022-07-31 00:00:00,5089,100.00,5,6364,545.10,2022-08-09 08:28:42,7.30,,,18994613,VPB
,,2022-07-31 00:00:00,5089,100.00,5,6365,528.00,2022-08-09 08:28:42,7.00,,,13930475,TCB
,,2022-07-31 00:00:00,5089,100.00,5,6366,475.30,2022-08-09 08:28:42,6.30,,,5691812,FPT
,,2022-07-31 00:00:00,5089,46.30,5,6367,445.70,2022-08-09 08:28:42,5.90,,,7440826,VHM
,,2022-07-31 00:00:00,5089,100.00,5,6368,431.10,2022-08-09 08:28:42,5.80,,,17523523,ACB
,,2022-07-31 00:00:00,5089,41.70,5,6369,419.70,2022-08-09 08:28:42,5.60,,,19522033,HPG
,,2022-07-31 00:00:00,5089,100.00,5,6370,381.60,2022-08-09 08:28:42,5.10,,,6255862,MWG
,,2022-07-31 00:00:00,5089,25.00,5,6371,372.50,2022-08-09 08:28:42,5.00,,,5820441,VIC
,,2022-07-31 00:00:00,5089,54.70,5,6372,371.50,2022-08-09 08:28:42,5.00,,,5103029,VNM
,,2022-07-31 00:00:00,5089,58.90,5,6373,368.80,2022-08-09 08:28:43,4.90,,,3475912,MSN
,,2022-07-31 00:00:00,5089,100.00,5,6374,325.40,2022-08-09 08:28:43,4.30,,,12684881,MBB
,,2022-07-31 00:00:00,5089,11.90,5,6375,311.70,2022-08-09 08:28:43,4.20,,,4184541,NVL
,,2022-07-31 00:00:00,5089,73.40,5,6376,284.20,2022-08-09 08:28:43,3.80,,,11507241,STB
,,2022-07-31 00:00:00,5089,78.20,5,6377,237.30,2022-08-09 08:28:43,3.20,,,3177319,VCB
,,2022-07-31 00:00:00,5089,56.10,5,6378,207.80,2022-08-09 08:28:43,2.80,,,1653356,VJC
,,2022-07-31 00:00:00,5089,94.20,5,6379,205.60,2022-08-09 08:28:43,2.70,,,8512862,HDB
,,2022-07-31 00:00:00,5089,63.50,5,6380,144.70,2022-08-09 08:28:43,1.90,,,5169423,VRE
,,2022-07-31 00:00:00,5089,33.60,5,6381,135.90,2022-08-09 08:28:43,1.80,,,6363070,SSI
,,2022-07-31 00:00:00,5089,100.00,5,6382,128.40,2022-08-09 08:28:43,1.70,,,4827702,TPB
,,2022-07-31 00:00:00,5089,88.70,5,6383,119.70,2022-08-09 08:28:43,1.60,,,4400053,CTG
,,2022-07-31 00:00:00,5089,63.60,5,6384,105.20,2022-08-09 08:28:43,1.40,,,2805864,KDH
,,2022-07-31 00:00:00,5089,5.10,5,6385,86.30,2022-08-09 08:28:43,1.20,,,1640115,PDR
,,2022-07-31 00:00:00,5089,62.70,5,6386,77.40,2022-08-09 08:28:43,1.00,,,430100,SAB
,,2022-07-31 00:00:00,5089,6.00,5,6387,62.40,2022-08-09 08:28:43,0.80,,,580740,GAS
,,2022-07-31 00:00:00,5089,4.60,5,6388,47.60,2022-08-09 08:28:43,0.60,,,3569100,POW
,,2022-07-31 00:00:00,5089,56.20,5,6389,46.20,2022-08-09 08:28:43,0.60,,,1237921,BID
,,2022-07-31 00:00:00,5089,86.30,5,6390,32.00,2022-08-09 08:28:43,0.40,,,779140,PLX
,,2022-07-31 00:00:00,5089,54.30,5,6391,26.70,2022-08-09 08:28:43,0.40,,,461100,BVH
,,2022-07-31 00:00:00,5089,3.40,5,6392,23.00,2022-08-09 08:28:43,0.30,,,964100,GVR
,,2022-07-31 00:00:00,5089,100.00,5,6393,0.00,2022-08-09 08:28:43,0.00,,,84,PNJ
,,2022-06-30 00:00:00,5004,25.20,5,6294,560.90,2022-07-12 08:22:20,7.30,,,7631141,VIC
,,2022-06-30 00:00:00,5004,100.00,5,6295,559.10,2022-07-12 08:22:20,7.30,,,19278682,VPB
,,2022-06-30 00:00:00,5004,100.00,5,6296,503.30,2022-07-12 08:22:20,6.50,,,14158675,TCB
,,2022-06-30 00:00:00,5004,100.00,5,6297,495.20,2022-07-12 08:22:20,6.40,,,5744757,FPT
,,2022-06-30 00:00:00,5004,46.70,5,6298,466.10,2022-07-12 08:22:20,6.10,,,7506026,VHM
,,2022-06-30 00:00:00,5004,99.80,5,6299,452.80,2022-07-12 08:22:20,5.90,,,6333262,MWG
,,2022-06-30 00:00:00,5004,42.20,5,6300,441.30,2022-07-12 08:22:20,5.70,,,19788833,HPG
,,2022-06-30 00:00:00,5004,100.00,5,6301,428.60,2022-07-12 08:22:20,5.60,,,17857870,ACB
,,2022-06-30 00:00:00,5004,58.80,5,6302,393.50,2022-07-12 08:22:20,5.10,,,3513712,MSN
,,2022-06-30 00:00:00,5004,54.40,5,6303,372.90,2022-07-12 08:22:20,4.80,,,5165229,VNM
,,2022-06-30 00:00:00,5004,12.30,5,6304,312.40,2022-07-12 08:22:20,4.10,,,4193141,NVL
,,2022-06-30 00:00:00,5004,100.00,5,6305,310.80,2022-07-12 08:22:20,4.00,,,12843498,MBB
,,2022-06-30 00:00:00,5004,78.50,5,6306,240.10,2022-07-12 08:22:20,3.10,,,3209719,VCB
,,2022-06-30 00:00:00,5004,71.70,5,6307,238.20,2022-07-12 08:22:20,3.10,,,11080041,STB
,,2022-06-30 00:00:00,5004,56.20,5,6308,215.50,2022-07-12 08:22:20,2.80,,,1658056,VJC
,,2022-06-30 00:00:00,5004,93.70,5,6309,207.50,2022-07-12 08:22:20,2.70,,,8647662,HDB
,,2022-06-30 00:00:00,5004,100.00,5,6310,168.20,2022-07-12 08:22:20,2.20,,,1309164,PNJ
,,2022-06-30 00:00:00,5004,63.50,5,6311,148.70,2022-07-12 08:22:20,1.90,,,5206723,VRE
,,2022-06-30 00:00:00,5004,100.00,5,6312,147.10,2022-07-12 08:22:20,1.90,,,5416271,TPB
,,2022-06-30 00:00:00,5004,88.30,5,6313,117.20,2022-07-12 08:22:20,1.50,,,4480453,CTG
,,2022-06-30 00:00:00,5004,64.40,5,6314,100.40,2022-07-12 08:22:20,1.30,,,2582259,KDH
,,2022-06-30 00:00:00,5004,4.90,5,6315,89.20,2022-07-12 08:22:20,1.20,,,1722515,PDR
,,2022-06-30 00:00:00,5004,34.10,5,6316,81.50,2022-07-12 08:22:20,1.10,,,4334047,SSI
,,2022-06-30 00:00:00,5004,62.70,5,6317,70.10,2022-07-12 08:22:20,0.90,,,453500,SAB
,,2022-06-30 00:00:00,5004,6.00,5,6318,67.50,2022-07-12 08:22:20,0.90,,,584140,GAS
,,2022-06-30 00:00:00,5004,4.60,5,6319,48.60,2022-07-12 08:22:20,0.60,,,3574300,POW
,,2022-06-30 00:00:00,5004,56.30,5,6320,42.10,2022-07-12 08:22:20,0.50,,,1256521,BID
,,2022-06-30 00:00:00,5004,86.40,5,6321,31.80,2022-07-12 08:22:20,0.40,,,788440,PLX
,,2022-06-30 00:00:00,5004,54.10,5,6322,25.20,2022-07-12 08:22:20,0.30,,,480500,BVH
,,2022-06-30 00:00:00,5004,3.70,5,6323,22.40,2022-07-12 08:22:20,0.30,,,992800,GVR
