symbol,number_of_dates,percentage
TKA,0,-1
TPS,0,-1
TQN,0,-1
TQW,0,-1
TRT,0,-1
TVH,0,-1
UDL,0,-1
UMC,0,-1
UPC,0,-1
VBG,0,-1
VCE,0,-1
VDB,0,-1
VDN,0,-1
VHF,0,-1
VKP,0,-1
VLP,0,-1
VLW,0,-1
VMA,0,-1
VPR,0,-1
VTM,0,-1
VTQ,0,-1
VVS,0,-1
VXP,0,-1
VXT,0,-1
X77,0,-1
XDH,0,-1
XMD,0,-1
BDW,1,0.0
BEL,1,0.0
BHT,1,0.0
BMG,1,0.0
CCA,2,0.0
CCM,10,0.0
CE1,4,0.0
CEG,1,0.0
CMF,1,0.0
CMW,1,0.0
DAS,1,0.0
DCG,1,0.0
DNA,6,0.0
DNL,1,0.0
DNT,3,0.0
DUS,1,0.0
EPC,3,0.0
EPH,3,0.0
FRC,9,0.0
GCB,1,0.0
GER,3,0.0
HES,1,0.0
HHC,5,0.0
HNP,2,0.0
HPB,2,0.0
HSA,2,0.0
IBD,1,0.0
IME,1,0.0
KGM,2,0.0
KLM,1,0.0
LAI,1,0.0
LBC,1,0.0
NSG,2,0.0
NTF,2,0.0
ONW,1,0.0
PLE,1,0.0
PRC,1,0.0
PTD,1,0.0
QST,1,0.0
SAL,3,0.0
SEP,1,0.0
SGH,1,0.0
SIV,1,0.0
SPD,6,0.0
SPH,1,0.0
TAG,1,0.0
THU,1,0.0
TMW,1,0.0
TNM,2,0.0
TNP,1,0.0
TSG,1,0.0
TUG,2,0.0
TVG,2,0.0
UEM,1,0.0
VDT,1,0.0
VGL,1,0.0
VNX,1,0.0
VPW,1,0.0
VTG,1,0.0
VVN,1,0.0
X26,1,0.0
XHC,1,0.0
YTC,2,0.0
GMA,19,0.16
DLT,2,0.23
SBM,5,0.25
VE4,4,0.41
BDB,6,0.46
SMB,19,0.48
L10,4,0.56
VCW,2,0.61
TOW,4,0.62
DRL,16,0.65
FT1,17,0.66
PTP,9,0.66
PMC,13,0.71
VES,3,0.71
IMP,18,0.73
NDP,5,0.74
DOP,6,0.79
DHN,5,0.84
PDN,12,0.95
HRC,10,0.97
KDC,19,1.0
HPM,8,1.03
CAP,17,1.1
DOC,8,1.11
SBA,19,1.14
VDP,18,1.2
SKN,5,1.22
CTF,19,1.28
NCT,19,1.3
TYA,19,1.36
SBH,10,1.4
DNM,19,1.42
DMC,19,1.44
ND2,10,1.45
TV1,4,1.46
BTG,3,1.47
PSL,18,1.48
PVA,4,1.52
NAP,6,1.55
KCE,2,1.56
DNW,19,1.57
HC3,16,1.57
TKG,19,1.58
BLT,12,1.59
PID,3,1.59
KSV,17,1.64
CLC,19,1.65
QPH,12,1.66
GGG,4,1.7
NET,19,1.76
VTS,9,1.78
SZE,19,1.8
NXT,19,1.81
TCL,19,1.83
HND,19,1.86
VEA,19,1.86
VJC,19,1.86
HVN,19,1.89
SDK,8,1.89
DSN,19,1.9
NGC,3,1.9
SGN,19,1.9
VCF,8,1.9
BDG,13,1.91
ILB,19,1.91
BT6,4,1.92
LIX,19,1.92
S4A,19,1.92
MCM,19,1.93
DNH,3,1.95
CHP,19,1.99
TDF,5,1.99
VCA,19,1.99
DWS,8,2.02
VCM,15,2.03
BAB,19,2.05
AMC,10,2.06
HTI,19,2.06
BSA,19,2.08
VSH,19,2.1
SP2,4,2.11
TEL,3,2.13
TLT,12,2.13
NAS,11,2.16
TVT,19,2.18
XMP,17,2.18
AST,19,2.19
HPP,19,2.19
ASG,19,2.2
TCW,19,2.2
DHT,19,2.28
CAV,16,2.31
MCC,2,2.31
SHN,19,2.32
DBD,19,2.33
UDJ,19,2.33
SKH,19,2.34
THP,14,2.36
VTC,15,2.36
HGM,7,2.37
DPC,7,2.39
KOS,19,2.4
PGI,19,2.4
TV4,19,2.41
VNC,10,2.45
CTB,11,2.47
DBC,19,2.47
ACG,19,2.48
APF,19,2.48
SCD,19,2.48
NHV,19,2.49
HMG,5,2.52
ACB,19,2.54
PLX,19,2.54
VTL,3,2.54
EID,19,2.55
DPP,5,2.57
DVP,19,2.57
GLT,18,2.57
VTB,19,2.57
CKD,5,2.59
MWG,19,2.59
ADG,19,2.6
SAS,19,2.6
CLH,19,2.62
SMN,14,2.62
FRM,2,2.63
GTT,4,2.63
ACV,19,2.65
BRS,8,2.65
FOX,19,2.66
NCS,19,2.7
IBC,19,2.73
BWS,12,2.74
PGV,14,2.76
HUB,19,2.77
TVP,9,2.77
CTR,19,2.78
ISG,2,2.78
SCO,3,2.78
WSB,19,2.78
VTE,19,2.81
INN,19,2.85
TLG,19,2.85
PNJ,19,2.89
UIC,19,2.89
CNG,19,2.92
EVS,19,2.93
QNS,19,2.93
PTE,3,2.94
BMP,19,2.95
BSC,5,2.95
VIM,12,2.95
VTZ,19,2.97
MA1,6,2.98
PMG,19,3.02
HCT,3,3.03
TDM,19,3.03
BSP,7,3.04
OPC,18,3.04
PVI,19,3.05
MQN,12,3.06
NBT,15,3.06
PAC,19,3.07
MEC,4,3.08
SJD,19,3.11
CNC,15,3.14
GDT,19,3.14
VGG,19,3.16
CDC,18,3.17
BTD,19,3.18
VTK,19,3.18
KHL,4,3.2
TCB,19,3.2
MCH,19,3.22
DTP,18,3.23
SCS,19,3.24
VTR,4,3.24
VIC,19,3.25
A32,14,3.28
HVT,19,3.29
NHT,19,3.31
BAX,18,3.32
TIX,18,3.32
APT,3,3.33
HBH,17,3.33
HAX,19,3.35
CFM,19,3.37
MTV,9,3.38
TRA,19,3.4
DAD,16,3.41
PVV,4,3.41
ATG,4,3.43
PJC,12,3.43
FOC,19,3.45
SGD,13,3.46
CVT,16,3.47
HU1,15,3.49
CAD,4,3.51
NTH,15,3.51
ILS,14,3.52
PTI,19,3.53
VSM,9,3.55
ABB,19,3.58
TMS,19,3.58
VIH,2,3.59
SJ1,16,3.6
SGI,19,3.61
NFC,8,3.65
HDB,19,3.66
VCP,18,3.66
SHP,19,3.67
MLS,19,3.7
TEG,19,3.73
VC6,16,3.74
GIL,19,3.76
RAL,19,3.76
WCS,15,3.76
GMX,19,3.79
PHH,3,3.79
HAD,18,3.8
HPW,6,3.8
SIP,19,3.8
DHP,12,3.81
SRF,19,3.81
BTP,19,3.84
IST,12,3.84
PGC,19,3.84
TMG,4,3.84
INC,13,3.92
DHM,19,3.93
TH1,4,3.94
TVM,3,3.94
MSH,19,3.96
PJT,19,3.96
HTV,19,3.97
HWS,13,3.97
BWE,19,3.98
KHS,12,3.98
USD,5,4.0
VNG,19,4.0
HPX,19,4.01
NTC,19,4.02
NTW,17,4.02
VTD,19,4.08
BSR,19,4.09
EIB,19,4.09
SKV,19,4.09
KHA,13,4.1
DNP,19,4.11
MSN,19,4.11
QSP,14,4.11
TBD,10,4.11
VNI,4,4.12
SGB,19,4.13
SBR,9,4.14
VST,4,4.15
GMC,13,4.16
SEB,3,4.17
LKW,14,4.18
SJS,19,4.19
GHC,19,4.2
PVS,19,4.2
ICT,19,4.21
GAS,19,4.22
CIA,19,4.23
HNA,18,4.24
STH,19,4.25
TCM,19,4.25
VAF,18,4.25
HEV,2,4.27
PET,19,4.27
PSB,19,4.27
TV3,19,4.27
AAM,19,4.31
NNT,8,4.32
DTT,5,4.33
CAT,17,4.34
TTT,4,4.35
DHA,19,4.36
GAB,19,4.37
SAB,19,4.37
SIG,18,4.38
TSD,9,4.38
NAB,19,4.4
DCL,19,4.41
LPB,19,4.42
BTW,9,4.43
LM7,19,4.43
OCB,19,4.43
UNI,19,4.43
MFS,19,4.44
PGT,19,4.46
PHN,7,4.46
TTD,16,4.46
ABI,19,4.47
HDA,19,4.47
PPC,19,4.47
STG,19,4.48
NAG,19,4.49
VNM,19,4.49
SWC,19,4.5
ALV,4,4.51
NTP,19,4.52
SDC,13,4.53
NSL,8,4.54
VPI,19,4.55
DND,9,4.56
VIF,11,4.56
TBC,19,4.57
PTS,19,4.58
VPB,19,4.58
HSM,5,4.59
KCB,19,4.59
SBV,19,4.59
MIM,10,4.6
HTG,19,4.61
PCC,13,4.61
BVH,19,4.62
DDG,19,4.62
IDV,19,4.63
THT,19,4.63
PGD,19,4.65
VAB,19,4.67
HAM,6,4.68
EBS,14,4.69
FPT,19,4.69
DHD,11,4.7
GND,17,4.71
HAS,19,4.74
TRS,9,4.74
VPG,19,4.75
ADP,17,4.79
DTB,4,4.79
DTL,17,4.8
SVT,19,4.81
TMC,18,4.82
VGI,19,4.82
VPS,19,4.84
TTS,9,4.85
NVL,19,4.86
SJC,4,4.86
CAN,11,4.87
BTT,14,4.88
VCS,19,4.9
VIB,19,4.9
VSI,7,4.92
BLI,17,4.93
CHS,19,4.93
THG,19,4.96
BRC,18,4.97
SED,16,4.98
VHC,19,4.99
VSA,14,4.99
KKC,11,5.0
BSQ,17,5.01
REE,19,5.01
PPH,19,5.03
VBB,19,5.03
SID,19,5.07
BCA,19,5.08
TRC,18,5.08
PGN,19,5.09
TCT,19,5.09
VOC,19,5.09
SB1,12,5.1
D2D,19,5.11
MVB,18,5.11
ONE,19,5.11
TDS,19,5.13
NUE,14,5.14
PPS,19,5.14
PTB,19,5.14
DFF,19,5.15
PVM,19,5.15
CTA,4,5.17
FIR,19,5.2
HJS,7,5.2
PNG,3,5.22
SAV,19,5.23
TVD,19,5.24
SFI,19,5.25
C12,4,5.26
EME,2,5.27
PDR,19,5.28
LM8,19,5.31
BDT,12,5.33
HTC,10,5.33
SFC,15,5.34
PDV,19,5.35
C21,19,5.38
MVN,19,5.38
TDW,7,5.38
BIC,19,5.39
STC,12,5.39
COM,13,5.41
CTG,19,5.42
HDO,4,5.42
NBE,18,5.42
CCI,17,5.43
SAC,16,5.43
ATS,11,5.44
HAT,8,5.45
CLX,19,5.46
FMC,19,5.46
SDV,11,5.46
SBL,6,5.47
PIC,16,5.5
SC5,16,5.5
STP,19,5.5
VC3,19,5.5
WTC,18,5.5
HLD,19,5.51
CPC,14,5.52
SPI,19,5.52
BNA,19,5.54
DTV,5,5.54
POT,19,5.54
TMT,19,5.57
CMC,19,5.58
MSB,19,5.59
KTT,15,5.6
HMH,19,5.61
PGS,19,5.62
GVT,10,5.67
GIC,19,5.68
TFC,14,5.7
DZM,19,5.71
MML,19,5.71
PVH,4,5.71
TTL,19,5.71
VPD,19,5.71
HLC,19,5.72
DNC,4,5.73
HCD,19,5.74
HUG,13,5.76
LGC,10,5.76
DHG,19,5.77
GE2,10,5.77
KDH,19,5.79
STB,19,5.82
CLW,7,5.83
CSM,19,5.83
STT,4,5.83
HBD,4,5.86
PXM,4,5.86
SEA,19,5.86
MGG,9,5.94
NSC,19,5.94
BBT,15,5.96
CLL,19,5.96
DXL,2,5.97
PCM,17,5.98
TN1,19,5.99
PTH,3,6.0
SGS,15,6.0
SII,18,6.0
SSH,19,6.0
DP3,14,6.01
TNC,7,6.01
SSC,14,6.02
LMH,19,6.04
AIC,19,6.05
TMP,17,6.08
VNF,19,6.09
SPB,2,6.1
HMC,19,6.12
ISH,11,6.12
MEL,19,6.12
ORS,19,6.12
VSC,19,6.14
BWA,3,6.15
GTA,19,6.15
VDS,19,6.16
VNL,19,6.16
EMS,11,6.18
VHM,19,6.18
AFX,19,6.19
BXH,5,6.19
TDG,19,6.2
VTA,18,6.2
PSH,19,6.22
EVF,13,6.23
TMX,16,6.24
DXS,19,6.25
LO5,4,6.25
PVX,4,6.25
UCT,2,6.25
HOT,4,6.28
MPC,19,6.28
CTT,7,6.29
AVC,14,6.31
VNP,19,6.35
CTD,19,6.36
LTG,19,6.36
MDG,18,6.38
VSN,19,6.39
ABT,17,6.4
PBC,19,6.4
PCN,4,6.4
TPP,18,6.4
CCP,6,6.41
PCT,19,6.41
CLG,4,6.43
DC2,19,6.43
PVP,19,6.43
TTN,19,6.45
BSD,2,6.46
APL,2,6.48
VHL,13,6.49
BTS,19,6.5
MED,18,6.51
SGO,4,6.52
VTI,4,6.52
HAH,19,6.54
ACS,11,6.56
CMI,4,6.57
PVB,19,6.57
SHG,4,6.59
DBM,6,6.63
VSF,4,6.63
FRT,19,6.67
PLO,2,6.67
HUT,19,6.68
QTP,19,6.68
ACL,19,6.7
HTN,19,6.74
TPB,19,6.74
AG1,19,6.79
FDC,15,6.8
PHR,19,6.8
BTH,5,6.81
GMD,19,6.81
API,19,6.83
NT2,19,6.84
SSB,19,6.84
VTP,19,6.84
HPT,18,6.85
TTP,6,6.85
DAT,18,6.87
DPR,19,6.89
VTO,19,6.91
CPI,4,6.92
SZL,19,6.92
DSV,4,6.93
PNP,4,6.93
HIG,19,6.94
KSD,19,6.94
CBI,19,6.95
PIA,15,6.95
MKV,18,6.97
PXA,4,6.97
STK,19,6.97
CRC,19,6.98
QNC,19,6.98
BCF,9,6.99
VCR,19,6.99
ACE,19,7.0
MTC,2,7.0
HDM,10,7.01
MBB,19,7.02
PVT,19,7.02
HMS,19,7.03
PMJ,4,7.03
VNS,19,7.04
CMV,15,7.07
HDG,19,7.07
DAE,15,7.08
NAV,18,7.12
VGV,19,7.12
CQT,18,7.13
HTL,12,7.13
QCC,14,7.13
PVD,19,7.14
DBT,19,7.16
GTS,4,7.16
MIG,19,7.17
SDY,4,7.18
LMI,5,7.2
DVN,19,7.22
THI,18,7.23
VNY,4,7.23
APH,19,7.24
RCD,4,7.25
THB,7,7.25
AGP,19,7.26
ICC,8,7.27
TST,6,7.29
ICN,10,7.32
PPP,19,7.32
MDC,19,7.33
SHI,19,7.34
SJE,17,7.36
BVL,14,7.37
TA9,19,7.37
TTA,19,7.37
VIR,2,7.37
GSP,19,7.39
MPT,4,7.42
PPE,15,7.42
TTC,18,7.42
VRE,19,7.42
PDC,15,7.44
HPD,18,7.47
TNW,7,7.47
DST,19,7.48
HEM,10,7.48
HLA,4,7.5
CDR,12,7.52
PTV,19,7.52
BTB,19,7.53
VMS,17,7.53
CYC,4,7.54
SD5,19,7.55
HNM,4,7.56
EFI,4,7.57
SLS,19,7.57
SMA,19,7.57
AGF,4,7.6
LEC,18,7.6
VCB,19,7.6
VIW,13,7.61
BHN,19,7.62
DLR,4,7.62
POM,19,7.65
VBH,7,7.65
LBE,7,7.66
KLB,19,7.68
TOP,4,7.69
VNE,19,7.7
RCL,19,7.72
LBM,19,7.73
BVB,19,7.74
PBP,19,7.74
TDT,19,7.74
DDN,19,7.77
VLB,19,7.77
SVD,19,7.79
VID,19,7.79
XLV,11,7.8
HU6,19,7.82
VGP,7,7.85
CTN,4,7.86
VNR,19,7.87
DTE,19,7.88
PSC,8,7.88
VIP,19,7.88
TV2,19,7.91
SDX,4,7.92
AGG,19,7.93
PIV,4,7.93
TOS,15,7.93
DCT,4,7.94
YBM,19,7.94
OIL,19,7.95
BAL,16,7.98
MAS,14,7.98
SKG,19,7.98
VET,14,7.98
NTT,4,8.0
VFC,18,8.0
VTX,5,8.0
HCC,16,8.01
CDN,19,8.03
CSV,19,8.03
DTK,19,8.07
PPY,16,8.07
AAV,19,8.1
PSD,19,8.1
TCO,19,8.1
BVS,19,8.11
MIC,19,8.12
CST,19,8.14
PVE,4,8.15
POS,19,8.16
TC6,19,8.16
NST,19,8.17
PIT,19,8.17
HSI,4,8.18
NHC,7,8.18
ALT,15,8.21
HDW,8,8.23
HPG,19,8.24
LM3,4,8.24
PRE,19,8.26
PLP,19,8.27
MCF,19,8.3
SPM,19,8.32
CX8,13,8.33
SZC,19,8.33
TBT,2,8.33
NNC,19,8.35
DTC,19,8.37
VNB,19,8.39
ELC,19,8.43
CMG,19,8.44
PVO,19,8.44
CKA,9,8.48
HGW,12,8.49
KMT,17,8.52
DPM,19,8.54
HEJ,19,8.55
KPF,19,8.55
MTS,7,8.55
HHP,19,8.56
DSG,19,8.57
ILA,19,8.57
TKU,18,8.58
VFR,17,8.62
SHE,19,8.63
SRC,19,8.63
ICF,4,8.65
RIC,18,8.65
PSW,19,8.66
TMB,18,8.69
ASA,3,8.7
LAF,13,8.71
PNT,18,8.74
BTN,19,8.75
CMD,3,8.75
CTX,4,8.77
SVC,12,8.78
CNN,3,8.81
APP,19,8.82
DCH,3,8.82
NNG,19,8.83
SDG,7,8.83
C69,19,8.85
EMC,18,8.86
NQN,3,8.86
PSP,19,8.86
LG9,18,8.87
QHD,11,8.87
NTL,19,8.89
PVY,4,8.89
TA6,5,8.89
VRC,19,8.9
PAS,19,8.91
DVC,11,8.93
MIE,10,8.93
V11,4,8.93
OCH,19,8.96
TL4,19,8.97
VIE,18,8.99
STL,4,9.0
VLC,19,9.01
DCS,4,9.02
VW3,8,9.02
VGC,19,9.05
CAG,19,9.06
TKC,17,9.06
PHP,19,9.07
BBC,16,9.08
LHG,19,9.08
VCX,18,9.08
HCB,12,9.1
PEG,14,9.1
BPC,16,9.11
HSV,19,9.12
MNB,8,9.12
DFC,12,9.14
KHD,18,9.14
VEC,19,9.17
BHC,4,9.18
DRC,19,9.18
MTA,19,9.18
SVI,9,9.2
TCR,19,9.21
PGB,19,9.24
SDT,19,9.25
TVA,7,9.25
RDP,19,9.26
VTJ,19,9.28
PSG,4,9.3
BSI,19,9.31
KBC,19,9.31
PMT,15,9.31
TDB,3,9.32
HTE,19,9.33
QTC,12,9.33
BHA,9,9.34
TS4,4,9.35
FIT,19,9.37
HRT,19,9.37
S55,18,9.37
DHC,19,9.39
TIS,19,9.4
SDU,17,9.43
HLG,4,9.44
TNA,19,9.44
IJC,19,9.45
SCJ,19,9.45
VSG,4,9.46
APG,19,9.47
PEN,15,9.47
NBW,13,9.48
VEF,19,9.49
DTI,18,9.5
AVF,4,9.52
L44,4,9.52
V15,4,9.52
ANV,19,9.54
ATA,4,9.57
NBP,16,9.57
X20,12,9.57
ABR,15,9.59
DDM,4,9.6
DGC,19,9.6
DAH,19,9.61
ITD,19,9.61
HSG,19,9.63
VGT,19,9.63
DSP,7,9.65
PVC,19,9.65
DTA,19,9.66
SFG,19,9.66
UDC,19,9.67
XMC,19,9.67
GKM,19,9.68
NHP,4,9.68
DGT,19,9.69
AAA,19,9.74
HNI,12,9.75
MTL,14,9.75
PMS,17,9.77
C47,19,9.81
VE8,18,9.81
HEP,4,9.83
HD6,19,9.84
GTD,4,9.85
POW,19,9.88
ASP,19,9.89
CIP,19,9.89
ILC,17,9.89
BBS,13,9.9
SAF,12,9.9
SPV,12,9.9
ST8,19,9.9
C92,19,9.91
KTS,19,9.91
SHB,19,9.91
HD8,18,9.93
VDL,4,9.96
BFC,19,9.98
TDN,19,9.99
CCV,3,10.0
HKT,19,10.0
LMC,5,10.0
LPT,19,10.0
S72,19,10.0
SGP,19,10.0
PCE,18,10.01
BCM,19,10.03
TPC,18,10.04
HBC,19,10.06
DP1,18,10.07
IDP,15,10.07
DXP,19,10.09
SRT,19,10.09
TIE,19,10.1
CCR,19,10.12
GDW,12,10.12
MRF,8,10.12
V12,19,10.13
VTH,9,10.14
BLN,19,10.15
HD2,19,10.15
ADC,10,10.16
TVN,19,10.18
HSL,19,10.19
PTC,19,10.19
LCS,4,10.2
ADS,19,10.22
BCP,18,10.27
BMF,11,10.27
DNE,6,10.27
SHA,19,10.31
TR1,13,10.31
VCC,19,10.32
NDF,4,10.34
RTB,19,10.36
ATB,4,10.37
GTH,15,10.37
HII,19,10.39
NLG,19,10.4
MST,19,10.41
DIC,4,10.42
ABC,19,10.44
DQC,19,10.45
DSC,19,10.45
IDC,19,10.45
SSI,19,10.48
DTG,13,10.49
DHB,4,10.52
HVH,19,10.53
CTW,8,10.54
M10,16,10.54
PC1,19,10.54
CET,19,10.56
TNG,19,10.57
BKG,19,10.61
DRG,19,10.61
VC5,4,10.61
VC1,19,10.63
MSR,19,10.64
TJC,12,10.64
TDH,19,10.65
GVR,19,10.66
AMS,19,10.68
HFB,7,10.73
ACC,19,10.76
L40,11,10.77
SRA,19,10.8
ACM,4,10.81
SD4,19,10.81
SJF,19,10.81
TSJ,10,10.82
FTS,19,10.83
VSE,19,10.83
E29,19,10.84
GEG,19,10.85
HLS,6,10.86
G20,4,10.87
CMT,19,10.88
HTM,17,10.88
S12,4,10.88
SCG,19,10.89
HSP,9,10.9
TLH,19,10.9
TTB,19,10.9
SBD,7,10.91
DVG,19,10.93
HEC,5,10.93
NDX,19,10.93
VCI,19,10.94
DCR,19,10.98
HT1,19,11.01
NHH,19,11.01
HFC,11,11.02
TBH,4,11.02
XPH,11,11.02
HHV,10,11.03
S74,12,11.08
SJG,19,11.08
TLP,18,11.08
BSL,18,11.09
CRE,19,11.09
HKB,4,11.11
L43,19,11.11
LGM,4,11.11
VFS,19,11.12
TCD,19,11.13
SD6,19,11.14
TIG,19,11.14
SBT,19,11.21
ASM,19,11.22
DRI,19,11.22
PVG,19,11.24
EVE,19,11.27
LLM,19,11.29
PWS,5,11.3
APC,19,11.32
NKG,19,11.32
VIN,13,11.32
TNS,19,11.33
SDN,13,11.35
SFN,16,11.35
PXS,19,11.36
DS3,19,11.41
HCM,19,11.43
DCM,19,11.45
NDN,19,11.46
CTP,19,11.47
CQN,17,11.49
FIC,19,11.49
POV,19,11.5
CC4,6,11.52
CSI,19,11.52
VLF,4,11.52
LDP,19,11.53
PAP,10,11.54
GMH,13,11.55
DTD,19,11.56
SMC,19,11.56
TA3,12,11.57
NDC,9,11.58
HU3,19,11.61
HLB,7,11.62
DP2,4,11.65
SD3,19,11.67
SD7,19,11.67
SIC,17,11.67
KAC,3,11.69
LCD,4,11.69
MTG,19,11.69
NAF,19,11.69
SSM,18,11.69
HOM,19,11.7
BCG,19,11.71
PMP,12,11.72
HDP,19,11.74
VND,19,11.76
D11,19,11.78
PAN,19,11.78
HHS,19,11.79
LUT,19,11.79
ITA,19,11.81
TNB,9,11.82
DXG,19,11.86
TXM,19,11.88
VC9,19,11.88
CMX,19,11.89
PLC,19,11.93
CDP,19,11.94
PPI,4,11.94
POB,5,11.99
SDB,4,12.0
HAN,19,12.01
TNH,19,12.02
BMC,19,12.03
VC2,19,12.03
PRT,19,12.04
VTV,19,12.04
YEG,19,12.04
VLG,19,12.07
CVN,19,12.08
TVC,19,12.08
VQC,6,12.08
MCP,11,12.12
TNT,19,12.12
BSG,17,12.14
C32,19,12.16
VCT,4,12.16
MH3,17,12.18
VNH,19,12.18
HTT,4,12.2
L62,19,12.22
PSN,5,12.24
VE9,19,12.25
AGX,10,12.28
CGV,19,12.3
BVN,9,12.31
VMD,19,12.31
HVX,19,12.32
LAS,19,12.34
BTU,11,12.39
BMI,19,12.42
CMN,4,12.42
DCF,18,12.44
SD9,19,12.45
HAF,18,12.46
TIN,19,12.48
BLF,4,12.5
SPP,4,12.5
PSE,19,12.51
SSN,19,12.52
SGR,19,12.54
BCC,19,12.56
DPH,11,12.58
MBS,19,12.59
NVT,19,12.59
PCG,19,12.6
RCC,10,12.6
NED,19,12.62
MVC,19,12.64
VAV,18,12.65
HDC,19,12.66
KTL,13,12.66
NS2,16,12.68
V21,19,12.68
GEX,19,12.71
THW,3,12.72
VAT,4,12.73
VRG,19,12.73
ANT,19,12.76
BKH,6,12.77
VMC,19,12.77
BMS,19,12.78
TID,19,12.78
HVA,19,12.84
TDP,19,12.84
VNT,10,12.84
DC4,19,12.86
L12,19,12.86
VMG,19,12.86
KIP,11,12.87
HAC,19,12.93
DAC,11,12.94
AGM,19,12.96
PTO,9,12.96
MHC,19,13.03
HAG,19,13.04
NTB,4,13.04
TIP,19,13.04
VHD,18,13.04
DC1,15,13.06
IFS,17,13.07
PHS,16,13.08
TW3,8,13.09
AGR,19,13.1
BIO,19,13.11
BID,19,13.12
CCL,19,13.12
PSI,19,13.13
HVG,4,13.14
PBT,6,13.15
UPH,7,13.18
NVB,19,13.19
APS,19,13.23
CSC,19,13.27
EIN,19,13.29
MBG,19,13.3
TAR,19,13.3
HNF,16,13.33
TCH,19,13.37
AMV,19,13.42
HPH,9,13.42
L35,16,13.44
QHW,5,13.45
MDF,19,13.46
L61,15,13.51
AAS,19,13.53
L63,19,13.57
TV6,17,13.57
KSF,19,13.61
WSS,19,13.61
TLD,19,13.62
JOS,4,13.64
PIS,12,13.7
TTG,19,13.71
BVG,19,13.73
CMS,19,13.73
GSM,17,13.75
DMN,14,13.78
ITS,19,13.8
S99,19,13.8
SSG,17,13.82
VCG,19,13.86
HU4,19,13.88
TDC,19,13.88
EIC,19,13.9
NDT,19,13.92
TVW,12,13.94
VHH,9,13.94
PHC,19,13.96
HAP,19,13.97
BRR,13,14.0
EVG,19,14.0
TVS,19,14.0
SAM,19,14.04
PMB,19,14.05
NSH,19,14.07
KMR,19,14.1
TNI,19,14.11
TOT,11,14.11
CLM,14,14.12
SD8,4,14.12
RGC,19,14.13
TTZ,19,14.16
PTL,19,14.17
SDD,19,14.17
IVS,19,14.18
VBC,19,14.18
IDI,19,14.19
LSS,19,14.19
SGT,19,14.21
PEC,18,14.25
SZB,19,14.26
VGR,14,14.27
NRC,19,14.31
PWA,19,14.31
HNB,11,14.32
LIC,19,14.32
SDA,19,14.36
PV2,19,14.38
CKV,5,14.39
MCG,19,14.39
QLT,16,14.39
SAP,6,14.41
TVB,19,14.43
DAN,15,14.44
THS,7,14.45
VIX,19,14.48
DIH,19,14.51
VIT,19,14.51
NOS,4,14.52
SCC,18,14.57
B82,4,14.58
DPS,4,14.58
HBS,19,14.6
NJC,10,14.6
SHS,19,14.63
C4G,19,14.68
KHG,19,14.69
ABS,19,14.7
ICI,19,14.78
AAT,19,14.82
VFG,14,14.82
FHS,4,14.86
IPA,19,14.87
BOT,19,14.9
LTC,4,14.91
