symbol,number_of_dates,percentage
HFX,4,14.93
HTP,19,14.93
SCL,19,14.95
PEQ,10,15.06
CTS,19,15.07
VOS,19,15.07
HAV,18,15.13
RAT,12,15.13
PDB,19,15.15
BQB,19,15.17
KSH,4,15.17
BKC,19,15.18
BBM,8,15.19
TCI,19,15.21
TSC,19,15.21
SNZ,19,15.23
LGL,19,15.25
DLD,3,15.26
KSB,19,15.26
VPA,18,15.26
CEN,19,15.28
ICG,19,15.34
HNG,19,15.41
SDP,19,15.41
MCO,19,15.43
VPC,4,15.43
TTF,19,15.48
SDJ,18,15.52
SVN,19,15.53
SHC,16,15.55
PJS,4,15.58
VPH,19,15.64
FCM,19,15.66
S27,4,15.67
HJC,12,15.76
CBS,19,15.77
CJC,13,15.8
MAC,19,15.8
CTC,19,15.81
PNC,12,15.88
SNC,8,15.88
SD2,19,15.9
CID,15,15.98
BST,15,15.99
KSQ,19,16.0
VUA,4,16.08
BCE,19,16.09
AME,19,16.1
SJM,19,16.1
KVC,19,16.14
CT3,8,16.15
PXT,19,16.17
PLA,18,16.24
VE1,19,16.27
LCG,19,16.29
HLY,4,16.41
VIG,19,16.46
CNT,18,16.51
S96,4,16.52
CPA,12,16.53
CTI,19,16.53
SCR,19,16.53
SVG,18,16.53
DDV,19,16.56
TPH,8,16.6
PVR,4,16.61
MGC,19,16.64
DPG,19,16.65
HQC,19,16.67
KTC,9,16.67
BHP,19,16.69
SBS,19,16.7
MTP,14,16.72
FID,19,16.76
DLG,19,16.83
MKP,19,16.86
TS3,16,16.87
BTV,4,16.92
VNA,19,16.92
NHA,19,16.97
IDJ,19,16.98
PXL,19,16.99
VHE,19,17.02
SD1,4,17.06
LIG,19,17.07
TSB,15,17.13
DAG,19,17.29
ODE,15,17.29
TTH,19,17.5
TGP,17,17.56
NBC,19,17.6
L45,18,17.64
HHG,19,17.7
CT6,18,17.86
KLF,19,18.0
TTE,14,18.02
MTH,14,18.1
SCI,19,18.15
OGC,19,18.17
DIG,19,18.2
VC7,19,18.3
VHG,19,18.37
DRH,19,18.49
ART,19,18.51
BAF,19,18.55
CKG,19,18.6
VE2,10,18.61
DGW,19,18.63
DWC,15,18.75
G36,19,18.79
HPI,4,18.81
ITQ,19,18.94
JVC,19,19.05
USC,16,19.09
SZG,19,19.12
SMT,19,19.17
CDO,19,19.18
CC1,19,19.19
H11,17,19.22
SRB,19,19.26
VE3,18,19.31
VKC,19,19.45
QBS,19,19.47
THD,19,19.56
BT1,10,19.63
MHL,19,19.66
DL1,19,19.69
IHK,14,19.75
DID,19,19.82
PRO,19,19.88
SPC,13,19.97
PCF,19,20.0
YBC,13,20.0
KDM,19,20.09
ITC,19,20.17
L18,19,20.26
SQC,5,20.46
VXB,19,20.47
PTT,16,20.57
CEO,19,20.74
CIG,19,20.8
VGS,19,20.9
PVL,19,21.01
BMJ,12,21.04
HMR,12,21.1
L14,19,21.19
LHC,19,21.28
DXV,19,21.38
HAI,19,21.52
FCN,19,21.61
KHP,19,21.68
VWS,13,21.91
BII,19,21.99
AMD,19,22.14
TGG,19,22.22
LDG,19,22.34
SGC,8,22.62
BSH,6,22.66
HID,19,23.0
PXI,19,23.01
FLC,19,23.37
HAR,19,23.61
QCG,19,23.75
KST,17,23.79
NBB,19,23.84
BMN,7,24.42
CCT,14,25.14
FTM,19,25.27
PFL,19,25.38
BIG,15,26.1
CII,19,26.49
LCM,19,26.81
CI5,18,27.68
TLI,15,32.01
VLA,19,34.16
ECI,18,34.86
NAU,12,34.89
