symbol,number_of_dates,percentage
BSP,7,1.66
GGG,4,1.67
NOS,4,1.67
WSB,20,1.68
KOS,20,1.7
LM8,19,1.7
BWE,20,1.71
CAP,20,1.71
DHM,20,1.71
PNT,9,1.73
SZL,20,1.76
HCC,19,1.77
TV1,4,1.79
S4A,15,1.81
HTG,15,1.82
BHT,2,1.83
TDP,20,1.83
MCP,8,1.84
CLH,20,1.86
THT,20,1.86
DC4,20,1.88
DDN,18,1.88
VNS,18,1.88
PGS,20,1.89
DDG,20,1.91
VSH,20,1.91
HND,20,1.93
VTK,20,1.93
SJE,19,1.95
IMP,20,1.97
CSV,20,1.99
KHS,17,1.99
LAI,6,1.99
THG,20,1.99
VCG,20,2.0
PGC,20,2.01
MTA,20,2.03
NET,18,2.04
PRE,20,2.07
BSL,8,2.1
PJT,17,2.1
BHA,19,2.11
MVC,12,2.11
C32,20,2.13
DHG,20,2.13
DPM,20,2.13
MPC,20,2.13
TRC,17,2.13
SBH,8,2.14
DHP,17,2.16
TYA,20,2.16
PWS,4,2.18
VCF,15,2.18
GTT,4,2.22
ABI,20,2.28
MLS,20,2.28
HIG,20,2.29
SEA,20,2.29
TCT,20,2.3
VLF,4,2.31
EMC,4,2.33
LGL,20,2.34
DRL,18,2.35
HMH,20,2.35
BSA,18,2.36
PHP,20,2.37
QNS,20,2.37
PNP,3,2.38
CAV,16,2.39
NDN,20,2.39
FCM,20,2.4
TA9,20,2.4
DAD,15,2.41
ACE,17,2.42
APG,20,2.43
NSC,20,2.43
CMD,7,2.45
PNC,15,2.45
VHL,19,2.45
PGV,20,2.46
SCS,20,2.46
PTS,20,2.47
PVI,20,2.47
GKM,20,2.48
VC3,20,2.49
BSQ,16,2.5
CLX,20,2.5
TCH,20,2.5
DHT,20,2.52
VCC,19,2.53
CNG,20,2.54
HTI,20,2.54
KHA,10,2.55
VTO,20,2.56
NHT,20,2.57
CC4,5,2.58
PGD,19,2.58
TCW,20,2.58
BCE,20,2.59
CTX,19,2.59
TEG,20,2.59
S55,17,2.6
CTB,8,2.61
MST,20,2.61
SGN,20,2.61
STP,20,2.64
THD,20,2.64
VOC,20,2.64
ANT,14,2.65
BWS,18,2.65
CCI,19,2.68
VIF,18,2.69
VKC,20,2.7
BMP,20,2.72
DS3,20,2.72
HNM,4,2.73
SD5,20,2.73
CII,20,2.74
ILB,20,2.74
STK,20,2.74
HTV,18,2.75
SFN,11,2.76
ACC,20,2.77
EMS,18,2.78
FRC,6,2.78
PPS,20,2.78
TTA,20,2.78
C4G,20,2.79
MSH,20,2.8
QTP,20,2.8
SGC,4,2.81
SZE,20,2.81
VTB,20,2.82
ASP,20,2.83
SRF,19,2.83
D2D,20,2.85
GSP,20,2.85
FOC,20,2.86
CDN,20,2.87
HNG,20,2.87
SKH,18,2.87
STH,20,2.88
CNC,20,2.89
TMB,16,2.9
HHS,20,2.93
HWS,12,2.94
MKV,5,2.94
PCF,2,2.94
KDC,20,2.97
TDM,20,3.01
TV2,20,3.01
ARM,3,3.02
UDJ,20,3.02
MWG,20,3.03
KHP,20,3.04
TJC,6,3.05
TOW,3,3.05
DTE,2,3.06
HDA,17,3.06
L62,8,3.08
SAS,20,3.08
TDW,11,3.08
AVC,4,3.1
IDJ,20,3.1
KST,7,3.11
PAN,20,3.11
PDB,20,3.11
PSL,20,3.11
HLD,20,3.12
CLM,8,3.13
CMX,20,3.13
ICC,3,3.13
MCG,20,3.13
PSE,19,3.13
DPR,20,3.14
VEA,20,3.14
AAM,19,3.15
VLB,20,3.15
ICN,14,3.17
CC1,20,3.19
CLC,20,3.19
HAG,20,3.21
PAC,20,3.21
VGG,20,3.22
VNM,20,3.22
FOX,20,3.23
THI,13,3.24
KDH,20,3.25
NDX,20,3.28
HPT,19,3.29
VCS,20,3.3
HU1,20,3.32
BKG,20,3.33
HD2,20,3.33
RCD,3,3.33
SMB,20,3.33
TDG,20,3.33
DTK,12,3.34
PHH,3,3.36
SAB,20,3.36
MKP,12,3.37
TIP,20,3.4
AG1,20,3.41
BCM,20,3.41
L40,12,3.42
SFI,20,3.42
D11,17,3.43
AGX,15,3.44
NBP,20,3.45
GDT,20,3.46
PPH,20,3.46
PCE,19,3.51
DSN,20,3.52
QTC,15,3.52
SPM,17,3.52
DPP,4,3.53
RAL,20,3.53
NTH,8,3.54
HGM,4,3.55
MED,6,3.55
GND,17,3.56
LBM,16,3.56
TDT,20,3.56
TLP,17,3.56
B82,4,3.57
PMB,20,3.57
PVT,20,3.57
HOM,20,3.58
HAT,15,3.59
PVG,20,3.6
EVE,20,3.61
PTP,2,3.61
DHA,20,3.62
DNE,3,3.62
GAS,20,3.62
PSD,20,3.62
IDV,20,3.63
SBT,20,3.64
VEF,20,3.64
VHM,20,3.65
EVF,20,3.66
NBB,10,3.66
PVV,20,3.67
MFS,20,3.68
VXB,2,3.68
FMC,20,3.69
CMS,20,3.7
HLG,3,3.7
TMP,19,3.7
VNG,20,3.71
PCC,12,3.73
VNR,20,3.73
HD8,16,3.74
HLY,4,3.74
MGG,6,3.74
NTL,20,3.74
PC1,20,3.74
TLG,20,3.74
HMC,20,3.75
SLS,20,3.75
HPX,20,3.76
PNJ,20,3.77
SII,16,3.77
VCM,10,3.77
CTF,20,3.78
ABT,12,3.79
BCF,14,3.79
BED,3,3.79
NAG,20,3.79
TTN,20,3.79
VCB,20,3.79
WCS,20,3.79
PSB,18,3.8
LTC,4,3.81
NS2,9,3.81
ST8,19,3.81
DP3,20,3.82
TTP,8,3.82
AME,20,3.83
CCL,20,3.83
APF,20,3.84
BRR,18,3.85
CPI,4,3.85
PVC,20,3.85
VES,3,3.85
TTC,17,3.86
CMG,20,3.88
LGC,5,3.88
VFG,18,3.88
NUE,12,3.9
CLL,18,3.91
PMC,17,3.91
HVN,20,3.92
TNH,20,3.92
POT,17,3.94
CEN,20,3.95
CID,7,3.95
BVH,20,3.96
PXL,20,3.96
TCM,20,3.99
DOP,4,4.0
CAG,19,4.01
HUB,20,4.02
ITA,20,4.02
AAA,20,4.03
SDK,17,4.03
VSM,6,4.03
INC,9,4.04
TA6,5,4.05
VSN,17,4.07
DAT,17,4.08
DRC,20,4.1
DNW,20,4.11
MML,20,4.13
HTL,19,4.14
HTM,20,4.14
VCA,20,4.14
VEC,19,4.14
VNL,18,4.14
OGC,20,4.17
QNC,20,4.17
PCT,16,4.18
DAG,20,4.19
TLT,13,4.19
BSC,6,4.2
HQC,20,4.22
IPA,18,4.22
GTA,20,4.23
HNA,17,4.23
HCB,5,4.24
VHG,20,4.24
SKV,19,4.25
VC9,20,4.25
AAV,20,4.26
BAB,20,4.27
GLT,19,4.28
ICG,20,4.28
SD2,15,4.29
A32,8,4.3
MDG,10,4.31
POW,20,4.32
PSC,9,4.32
CHS,16,4.34
PHR,20,4.35
PSI,20,4.35
SHA,20,4.35
VRE,20,4.35
BLF,4,4.36
MDC,14,4.36
TH1,3,4.36
HU3,6,4.37
DVN,20,4.38
HOT,9,4.38
CSM,20,4.4
MIG,20,4.41
SDV,6,4.42
DBC,20,4.43
SKG,20,4.43
BTS,20,4.44
THB,12,4.45
AGP,20,4.46
M10,19,4.46
BHN,18,4.48
MCH,20,4.49
VBH,5,4.52
ABR,13,4.54
TDN,20,4.54
ACV,20,4.55
CSI,5,4.55
AGG,20,4.56
MSR,20,4.57
VC1,20,4.57
VPH,20,4.57
MQN,19,4.58
NVL,20,4.58
SNZ,20,4.58
PVP,20,4.59
DTG,3,4.6
NAP,13,4.6
SVC,11,4.61
BRC,20,4.62
BT6,4,4.62
HBS,20,4.62
MIM,2,4.62
PDR,20,4.63
DPG,20,4.64
SD9,20,4.64
XLV,6,4.64
FID,20,4.65
CPC,14,4.67
DNM,20,4.67
PHN,15,4.67
TNA,20,4.68
PRC,2,4.69
PWA,20,4.69
CKV,13,4.7
YBM,20,4.7
BTV,3,4.71
VNE,20,4.71
VJC,20,4.72
OCH,20,4.75
DPH,16,4.76
NLG,20,4.76
LAS,20,4.77
TDF,5,4.78
ACL,20,4.79
TPC,17,4.79
POS,20,4.8
DXP,20,4.81
INN,20,4.81
PDN,17,4.81
HAP,20,4.82
VNX,3,4.82
APC,20,4.83
HHC,10,4.83
VGP,6,4.83
DUS,3,4.84
HAC,20,4.84
HJS,7,4.84
STC,18,4.84
TCR,20,4.84
BMJ,13,4.85
DDV,20,4.88
SRA,20,4.88
PLC,20,4.89
BCC,20,4.9
PIA,11,4.9
TNC,14,4.9
VMC,20,4.91
TBC,19,4.92
TNG,20,4.93
IST,15,4.94
SVI,12,4.94
BMC,20,4.95
IDI,20,4.96
BAX,20,4.97
BLI,19,4.97
DRH,20,4.98
FDC,14,5.0
PSG,4,5.0
SD8,2,5.0
SDA,20,5.0
SDX,4,5.0
SJM,20,5.0
BOT,19,5.01
KGM,6,5.01
BKH,2,5.02
SWC,20,5.02
HAR,20,5.03
HT1,20,5.04
KSB,20,5.05
SGH,9,5.06
TVN,20,5.06
DAE,16,5.08
PJC,13,5.08
CRE,20,5.09
GMA,18,5.09
TLD,20,5.09
BT1,11,5.12
SBV,20,5.12
QCG,20,5.13
TLI,4,5.13
OIL,20,5.14
GVR,20,5.15
HPB,7,5.15
SAF,6,5.15
DVG,20,5.16
NVT,19,5.16
TV3,15,5.16
SIP,20,5.17
SSC,10,5.17
NT2,20,5.18
SHE,17,5.18
HFB,6,5.19
TCL,20,5.2
HKT,17,5.21
VTV,20,5.21
PTL,20,5.26
VNB,20,5.26
SRC,20,5.27
CRC,20,5.28
TNT,20,5.29
PMS,12,5.31
PSN,3,5.31
BDT,20,5.32
SVT,19,5.32
CQN,14,5.33
NAV,19,5.33
NSG,2,5.33
PIV,4,5.33
SCI,20,5.33
DGC,20,5.34
HVG,4,5.36
SID,18,5.36
VIP,20,5.36
CDC,20,5.37
VSC,20,5.37
NNG,17,5.38
TMC,18,5.38
TCD,20,5.39
DMC,20,5.4
SVD,20,5.4
DTC,9,5.42
MCM,20,5.43
CEO,20,5.45
MH3,15,5.45
VCW,4,5.46
TTD,7,5.48
PLP,20,5.49
TTL,20,5.49
TTT,11,5.49
AAS,20,5.5
HDP,15,5.5
OPC,18,5.5
VE8,8,5.5
SDN,8,5.52
SHP,19,5.52
SPD,3,5.52
TVS,20,5.52
VPS,20,5.52
DAH,20,5.53
SMN,19,5.53
CLW,7,5.54
AMS,20,5.55
BID,20,5.55
RCL,20,5.56
S12,4,5.56
SGO,4,5.56
BTP,20,5.57
SGR,20,5.58
CKD,10,5.6
L10,12,5.61
VHC,20,5.62
EVG,20,5.63
SAC,19,5.63
CTW,3,5.65
IJC,20,5.65
NHH,20,5.65
PTC,16,5.66
AGR,20,5.67
GEX,20,5.67
JVC,20,5.68
PET,20,5.68
HAH,20,5.69
TTB,20,5.72
VTJ,20,5.74
HAS,19,5.75
NQN,6,5.75
PFL,20,5.75
APS,20,5.77
TCI,20,5.77
ELC,20,5.78
STG,20,5.8
ACB,20,5.81
KSH,20,5.81
ISH,10,5.82
UNI,16,5.83
ITD,20,5.84
HGW,2,5.87
HTT,4,5.88
POM,20,5.88
TMT,20,5.88
SFG,20,5.89
SIV,16,5.89
PV2,20,5.9
HCD,20,5.91
L14,20,5.91
UDC,20,5.91
HHG,20,5.92
TMS,20,5.92
SFC,8,5.93
ASG,17,5.94
ITC,20,5.94
SJ1,10,5.94
RDP,20,5.95
SCD,17,5.97
YEG,20,5.97
DTD,20,5.98
NST,20,5.99
CTP,20,6.0
DXG,20,6.0
LBE,11,6.0
NED,17,6.0
ICT,20,6.01
PRT,14,6.01
VIC,20,6.02
HEJ,3,6.06
DIH,18,6.07
GCB,9,6.07
IFS,18,6.1
MCO,20,6.1
CVT,20,6.11
TPP,11,6.12
VE4,15,6.13
GIC,20,6.14
SEB,4,6.15
FIC,20,6.16
CCR,11,6.17
IBC,20,6.17
LTG,20,6.17
PVR,4,6.19
SP2,2,6.19
TCO,13,6.24
SDT,20,6.25
TIX,13,6.25
CVN,20,6.26
IDC,20,6.26
DVW,2,6.28
PCM,2,6.28
MVB,19,6.29
C22,2,6.3
DIG,20,6.31
VTD,20,6.31
QHW,16,6.34
VSE,20,6.35
FPT,20,6.36
HDG,20,6.36
VCR,20,6.38
TDC,20,6.4
TIG,20,6.4
PTB,20,6.41
SC5,10,6.41
VLG,17,6.42
VSI,17,6.44
BPC,17,6.45
BCG,20,6.48
SDC,14,6.49
AIC,20,6.5
HLT,2,6.5
MVN,5,6.5
TNI,20,6.5
PVE,4,6.52
S27,4,6.52
SD6,20,6.52
BSR,20,6.53
SJF,20,6.53
SVN,20,6.53
HPG,20,6.54
HAN,20,6.55
PGB,20,6.55
TMX,18,6.55
VNF,10,6.56
FCN,20,6.57
VDP,18,6.58
HII,20,6.6
SBS,20,6.6
DCM,20,6.62
VGI,20,6.62
NSH,20,6.63
KHD,15,6.64
TTE,13,6.64
PVM,20,6.65
TVT,18,6.68
PPP,20,6.69
DBT,20,6.71
ONE,20,6.71
VNA,20,6.71
HVX,20,6.73
KSD,11,6.73
ACM,20,6.76
TXM,20,6.76
EIB,20,6.77
WSS,20,6.77
LDG,20,6.79
VIT,20,6.79
PTE,3,6.8
COM,10,6.81
MAC,20,6.81
CMT,20,6.82
SCR,20,6.82
VNH,20,6.82
HUG,6,6.83
NCS,20,6.83
SDB,3,6.84
SNC,6,6.84
TL4,19,6.84
GEG,20,6.85
OCB,20,6.85
BMS,20,6.86
PIT,20,6.86
XPH,20,6.86
ANV,20,6.87
VLC,20,6.88
SDG,7,6.89
VBC,13,6.89
TDS,20,6.9
HUT,20,6.91
FRT,20,6.92
TNM,4,6.92
NVB,20,6.93
SHN,20,6.94
DNH,6,6.95
S74,15,6.95
DRI,20,7.0
HTP,20,7.0
VIG,13,7.0
HBD,9,7.05
VIH,3,7.05
DHD,17,7.07
NRC,20,7.08
VSA,8,7.1
HBC,20,7.12
VET,16,7.13
VTX,5,7.13
BTN,20,7.14
C21,20,7.14
HRC,10,7.14
KTC,2,7.14
MEC,4,7.14
CAT,20,7.15
POV,14,7.15
VGR,7,7.15
CST,20,7.16
AMV,20,7.17
PTI,18,7.17
PLX,20,7.2
VAV,12,7.2
VHD,16,7.21
AST,20,7.22
PEN,17,7.22
SDY,3,7.22
PVO,20,7.24
VGV,10,7.24
CNN,2,7.25
GSM,15,7.26
KDM,20,7.26
DC2,20,7.28
DGT,20,7.28
V12,15,7.29
TVB,20,7.31
NBC,20,7.32
L35,5,7.33
PLO,2,7.35
SGB,20,7.35
NHC,5,7.36
EIN,20,7.37
ILA,20,7.37
WTC,16,7.37
PSW,19,7.38
PVD,20,7.38
PPY,8,7.4
TSJ,3,7.4
LAF,15,7.41
NAW,3,7.41
PVB,20,7.41
VSG,4,7.41
MBB,20,7.42
PBC,12,7.42
VE9,20,7.42
VMD,20,7.42
KKC,20,7.43
REE,20,7.43
VMG,17,7.44
VTC,20,7.44
PHC,20,7.46
HU4,20,7.47
LHG,20,7.47
TOT,16,7.47
BVS,20,7.5
DST,20,7.5
GTD,2,7.5
PVL,20,7.5
TAR,20,7.53
VGS,20,7.54
GMD,20,7.56
DNC,12,7.58
LEC,19,7.59
LKW,13,7.59
DLG,20,7.62
ADG,20,7.63
PBT,8,7.63
SBR,8,7.63
LO5,3,7.65
VRG,20,7.65
NNC,20,7.66
KLF,20,7.72
TST,10,7.72
TDH,20,7.73
TN1,20,7.73
GTS,18,7.74
NTC,20,7.74
SMA,16,7.75
BII,20,7.77
S99,20,7.77
PSP,20,7.81
DGW,20,7.83
VPC,4,7.83
MDF,20,7.85
UIC,20,7.85
ORS,20,7.86
PPC,20,7.87
CIA,20,7.89
NAS,15,7.89
VGT,20,7.89
HLC,15,7.91
HTE,20,7.91
SD3,20,7.91
APH,20,7.93
DBM,5,7.93
PTV,15,7.93
CET,20,7.94
VTP,20,7.94
LIC,17,7.95
XMC,20,7.95
VW3,9,7.96
VIW,15,7.98
HID,20,7.99
PXI,20,7.99
CTN,4,8.0
G36,20,8.0
L18,20,8.0
PXS,20,8.03
TIE,19,8.03
PVS,20,8.06
BKC,14,8.07
CTS,20,8.07
CTI,20,8.08
DTA,20,8.08
SZC,20,8.08
DQC,20,8.09
TTF,20,8.09
SRB,20,8.12
IVS,20,8.14
LIG,20,8.15
VE1,20,8.15
CKG,20,8.16
RIC,20,8.16
C92,17,8.17
DVC,4,8.19
HEV,15,8.2
SBD,4,8.21
THP,19,8.22
PEQ,3,8.26
VID,20,8.27
VOS,20,8.27
NDT,19,8.3
NNT,8,8.3
PEG,9,8.31
CTD,20,8.32
VGL,5,8.32
HDO,4,8.33
NTB,4,8.33
VAF,20,8.33
HCT,3,8.34
MHC,20,8.35
VLA,4,8.35
VPB,20,8.35
FTM,20,8.36
VPG,20,8.38
CTG,20,8.39
HU6,10,8.4
ABC,20,8.43
BTW,3,8.43
HSL,20,8.43
TNB,14,8.43
MSB,20,8.44
EVS,20,8.45
GTH,16,8.45
HAI,20,8.46
PGT,20,8.46
SDP,20,8.46
NBW,8,8.48
VIM,8,8.48
DPC,13,8.49
DTI,4,8.5
HC3,20,8.51
ABB,20,8.52
DSC,20,8.53
BTB,18,8.57
STL,4,8.57
VSF,4,8.57
HEC,11,8.58
VIB,20,8.58
TLH,20,8.59
MAS,17,8.6
DP2,4,8.61
HSM,12,8.61
MCF,20,8.62
TVC,20,8.62
NTP,20,8.63
CTR,20,8.64
CMV,18,8.65
GVT,17,8.65
VFS,20,8.65
C47,20,8.67
SGP,20,8.68
HTN,20,8.71
VBB,20,8.72
SDU,3,8.74
KSQ,20,8.75
MIC,10,8.75
TNS,20,8.75
PJS,3,8.76
VE3,19,8.76
ART,20,8.77
SSM,15,8.77
TSD,10,8.77
HRT,17,8.78
ALV,4,8.82
LM3,4,8.82
VTR,20,8.88
PPI,4,8.89
VCX,11,8.89
PMG,20,8.9
SGD,15,8.91
VVN,4,8.91
HAM,5,8.93
VC2,20,8.93
CNT,12,8.95
SDD,20,8.95
LCM,20,8.96
TIS,20,8.96
TTZ,13,8.97
CSC,20,8.98
GMX,15,9.01
DHC,20,9.03
NAB,20,9.05
LPB,20,9.06
VNC,14,9.06
HPW,11,9.07
TEL,3,9.07
BMI,20,9.08
C12,4,9.09
E29,7,9.09
G20,4,9.09
VIE,13,9.13
LHC,15,9.14
VNP,20,9.14
PXA,4,9.17
TTH,20,9.17
CQT,15,9.18
KPF,20,9.19
SGT,20,9.19
SAV,20,9.22
VST,4,9.23
VNT,12,9.25
SHC,17,9.29
VHE,20,9.31
DTP,18,9.32
MRF,9,9.34
MTV,5,9.35
PGN,20,9.37
CIG,20,9.38
PVH,4,9.38
X20,16,9.38
DNP,19,9.4
SSI,20,9.42
DXV,20,9.43
PXT,18,9.45
EPH,19,9.46
PAS,20,9.46
DSP,9,9.48
GMC,19,9.48
MSN,20,9.48
VGC,20,9.48
KLB,20,9.49
ASA,4,9.52
PIC,12,9.52
HDC,20,9.54
ICI,20,9.57
TVD,20,9.57
TRS,9,9.58
HSA,4,9.64
SCL,20,9.64
HNF,16,9.68
CDO,20,9.69
IHK,6,9.7
TKU,11,9.7
MA1,12,9.72
KVC,20,9.75
SJG,18,9.75
VIX,20,9.77
ADP,16,9.78
SHS,20,9.78
LCG,20,9.8
PRO,16,9.82
NKG,20,9.87
EIC,11,9.9
LMC,8,9.92
PNG,5,9.92
TKG,20,9.93
MBG,20,9.96
BSI,18,9.99
ATG,3,10.0
AVF,4,10.0
CYC,4,10.0
PXM,4,10.0
VDL,5,10.0
VTE,18,10.0
DTV,3,10.08
HHP,20,10.08
HHV,15,10.09
HTC,6,10.09
PBP,10,10.09
STB,20,10.12
VC6,16,10.17
VTL,5,10.18
BSH,3,10.19
PSH,20,10.19
VIN,16,10.24
FIT,20,10.29
MTP,14,10.29
HNI,15,10.3
TMG,10,10.36
EFI,4,10.37
L45,16,10.38
QSP,13,10.38
HJC,9,10.4
KBC,20,10.4
DC1,20,10.46
HSG,20,10.49
DWS,14,10.5
HFC,10,10.5
SSN,20,10.55
VDS,20,10.56
LLM,5,10.58
USC,3,10.58
VMS,16,10.58
V21,17,10.62
HCM,20,10.65
ADC,8,10.69
FLC,20,10.7
CLG,4,10.71
KHL,4,10.71
VDT,11,10.72
DID,20,10.75
HKP,16,10.8
H11,12,10.82
MBS,20,10.82
MTL,8,10.82
VND,20,10.83
C69,20,10.88
L43,6,10.88
TCB,20,10.91
HAV,8,10.93
BVG,20,10.94
VNI,4,10.98
VCI,20,11.0
VCP,20,11.01
ASM,20,11.09
LSS,20,11.09
SD7,20,11.09
PID,3,11.11
V15,4,11.11
NHA,20,11.14
PTT,10,11.15
DZM,20,11.19
VRC,20,11.24
HDB,20,11.28
KTT,19,11.32
CIP,20,11.33
RTB,10,11.34
DND,8,11.38
CGV,19,11.46
HSV,20,11.46
BFC,20,11.47
APP,20,11.49
DIC,4,11.5
QHD,18,11.51
CAD,4,11.54
TOP,4,11.54
HMG,10,11.58
MHL,18,11.58
HES,8,11.59
