number_of_dates,percentage,symbol
0,-1,AGE
0,-1,AUM
0,-1,BAF
0,-1,BBH
0,-1,BCB
0,-1,BCV
0,-1,BGW
0,-1,BIG
0,-1,BLW
0,-1,BMD
0,-1,BNW
0,-1,BTG
0,-1,CAB
0,-1,CAR
0,-1,CDG
0,-1,CDH
0,-1,CE1
0,-1,CFV
0,-1,CH5
0,-1,CHC
0,-1,CMK
0,-1,CMP
0,-1,CMW
0,-1,CNA
0,-1,CNN
0,-1,CPH
0,-1,CTW
0,-1,CVP
0,-1,DAC
0,-1,DAN
0,-1,DBW
0,-1,DCG
0,-1,DCH
0,-1,DDH
0,-1,DLD
0,-1,DM7
0,-1,DMN
0,-1,DNN
0,-1,DNT
0,-1,DSD
0,-1,DSV
0,-1,DTB
0,-1,DTH
0,-1,DVM
0,-1,DVW
0,-1,DWC
0,-1,E12
0,-1,EME
0,-1,EMG
0,-1,EPC
0,-1,FBA
0,-1,FBC
0,-1,FCC
0,-1,FCS
0,-1,FHN
0,-1,FSO
0,-1,FTI
0,-1,GEE
0,-1,GER
0,-1,GH3
0,-1,GLC
0,-1,GLW
0,-1,GMH
0,-1,HC1
0,-1,HGT
0,-1,HHN
0,-1,HHR
0,-1,HKP
0,-1,HLR
0,-1,HMR
0,-1,HNR
0,-1,HTR
0,-1,HTW
0,-1,IBD
0,-1,IBN
0,-1,IN4
0,-1,IRC
0,-1,KHW
0,-1,LAW
0,-1,LCW
0,-1,LDW
0,-1,LNC
0,-1,LQN
0,-1,LSG
0,-1,LWS
0,-1,LYF
0,-1,MBN
0,-1,MCC
0,-1,MDA
0,-1,MEF
0,-1,MES
0,-1,MGR
0,-1,MIE
0,-1,MLC
0,-1,MND
0,-1,MQB
0,-1,MTB
0,-1,NAC
0,-1,NAU
0,-1,NDW
0,-1,NLS
0,-1,NQT
0,-1,NSS
0,-1,NVP
0,-1,NXT
0,-1,ODE
0,-1,PAI
0,-1,PAT
0,-1,PCH
0,-1,PLE
0,-1,PMJ
0,-1,PNG
0,-1,PPT
0,-1,PQN
0,-1,PTN
0,-1,PTX
0,-1,PX1
0,-1,PXC
0,-1,QNT
0,-1,QNW
0,-1,RBC
0,-1,SCV
0,-1,SCY
0,-1,SHX
0,-1,SQC
0,-1,SSF
0,-1,STW
0,-1,SVH
0,-1,SZG
0,-1,TAN
0,-1,TAW
0,-1,TB8
0,-1,TBR
0,-1,TBX
0,-1,TCJ
0,-1,TCK
0,-1,TED
0,-1,THN
0,-1,TIN
0,-1,TKA
0,-1,TQN
0,-1,TQW
0,-1,TVG
0,-1,UCT
0,-1,UDL
0,-1,UEM
0,-1,VAT
0,-1,VBG
0,-1,VCE
0,-1,VDB
0,-1,VHF
0,-1,VKP
0,-1,VLP
0,-1,VMA
0,-1,VPW
0,-1,VTM
0,-1,VTQ
0,-1,VUA
0,-1,VVN
0,-1,VVS
0,-1,VXT
0,-1,X26
0,-1,X77
0,-1,XMD
1,0.0,ATS
1,0.0,BED
1,0.0,BSD
1,0.0,CEG
1,0.0,CPA
1,0.0,DKC
1,0.0,DPD
1,0.0,DTV
1,0.0,DXL
1,0.0,FGL
1,0.0,FHS
1,0.0,GCB
1,0.0,GTD
2,0.0,HPM
1,0.0,IME
1,0.0,KAC
1,0.0,LCC
1,0.0,LGM
1,0.0,MPY
2,0.0,NJC
1,0.0,NQB
1,0.0,NWT
1,0.0,ONW
1,0.0,PTG
1,0.0,QNU
1,0.0,SPB
1,0.0,SPH
1,0.0,STS
1,0.0,THU
1,0.0,THW
2,0.0,TNP
1,0.0,TPS
2,0.0,TRT
2,0.0,TS3
2,0.0,TVH
1,0.0,UMC
1,0.0,VIR
1,0.0,VNY
1,0.0,VTG
1,0.0,VTI
4,0.0,VXP
1,0.0,XDH
22,0.12,BWS
5,0.12,VGL
4,0.24,NUE
2,0.25,DNH
2,0.26,AMP
22,0.34,GAB
22,0.39,CHP
9,0.43,PIA
2,0.49,PNT
22,0.54,FOC
17,0.73,GMA
4,0.76,ASA
22,0.87,DHT
3,0.89,TMW
22,0.97,BHN
8,1.01,TTD
19,1.03,CAV
13,1.07,BCF
14,1.07,DPP
22,1.12,TYA
6,1.16,CC4
22,1.21,SGN
22,1.22,TBC
22,1.24,EID
19,1.25,BDG
7,1.34,PCM
22,1.41,FOX
16,1.41,SGH
16,1.42,IDP
21,1.46,OPC
22,1.47,AGM
