symbol,number_of_dates,percentage
HTN,22,5.3
MBB,22,5.31
PHR,22,5.31
KBC,22,5.32
SLS,21,5.33
DCM,22,5.34
HU3,15,5.34
NHH,22,5.34
VBB,10,5.34
GMX,3,5.37
CSI,2,5.38
TRC,22,5.39
BCM,22,5.4
QHD,11,5.43
TLG,22,5.45
DPM,22,5.46
VIP,22,5.46
SII,16,5.48
L35,10,5.49
VCS,22,5.49
BVS,22,5.52
HNG,22,5.52
VCA,21,5.52
GEG,22,5.53
BCG,22,5.56
KKC,17,5.56
KOS,22,5.56
TVN,22,5.56
GMD,22,5.57
PNJ,22,5.57
MIG,22,5.58
ORS,21,5.58
TCB,22,5.58
DGC,22,5.59
VTR,22,5.59
XMC,17,5.59
VNC,8,5.6
SDK,11,5.61
VOC,22,5.61
PVT,22,5.64
ILA,22,5.65
SSI,22,5.66
TN1,22,5.66
SZB,21,5.68
VNS,22,5.7
LIG,22,5.71
AMC,10,5.72
NLG,22,5.72
HU1,16,5.73
PWA,22,5.73
BIC,22,5.74
BKC,4,5.74
HTL,20,5.74
CTR,22,5.75
TCD,22,5.75
YTC,2,5.75
NT2,22,5.77
PMT,2,5.77
THI,12,5.77
BMF,5,5.78
VWS,3,5.78
MAC,16,5.8
GTH,6,5.81
HOM,22,5.81
NTL,22,5.83
STB,22,5.89
AGR,22,5.9
SD5,22,5.9
PIT,22,5.92
SBL,3,5.93
LDP,13,5.94
PTB,22,5.95
TLD,22,5.96
OIL,22,5.97
DQC,22,5.98
HUB,22,5.98
PPS,16,5.98
HDC,22,5.99
AVF,4,6.0
B82,3,6.0
DDM,3,6.0
MSR,22,6.0
TMT,20,6.0
VE9,22,6.0
CMG,22,6.02
TLH,22,6.02
VGI,22,6.02
ACB,22,6.03
AME,14,6.03
VSI,20,6.03
DVN,22,6.05
TRA,22,6.05
CMT,19,6.06
DAC,2,6.06
MCP,6,6.06
PVS,22,6.06
ITQ,22,6.07
VSC,22,6.08
LCS,20,6.09
VCB,22,6.09
VNR,18,6.09
CC4,6,6.1
PTL,22,6.11
SGR,14,6.13
TW3,5,6.13
CSV,22,6.14
VLB,8,6.14
UPC,2,6.15
DXG,22,6.16
CSM,22,6.18
TVA,2,6.2
VGS,22,6.2
DCT,4,6.25
PVB,22,6.25
PVR,4,6.25
AAA,22,6.26
ND2,11,6.26
PAN,22,6.29
CMS,19,6.3
VEC,12,6.3
PHH,2,6.31
PTI,18,6.31
PAC,22,6.32
HEM,15,6.34
SPB,2,6.34
HVT,10,6.35
SRC,22,6.35
BHT,2,6.36
APS,22,6.37
DPH,14,6.37
NTP,22,6.38
MML,22,6.39
NVB,22,6.4
SKN,3,6.4
EBS,14,6.41
VNG,22,6.41
GTS,4,6.42
SAS,22,6.42
HAV,3,6.45
BBC,21,6.47
CTS,22,6.48
ACV,22,6.49
HAP,22,6.5
MCG,22,6.51
PNT,2,6.51
PDR,22,6.52
THP,21,6.54
VPH,22,6.54
HMC,22,6.57
HNB,4,6.57
SVC,19,6.57
DID,7,6.62
VHC,22,6.62
VNI,3,6.64
VDT,3,6.66
ASA,4,6.67
BVH,22,6.67
C32,22,6.67
YEG,22,6.7
C4G,22,6.73
MCF,13,6.73
TMX,10,6.75
AST,22,6.77
SGD,11,6.77
APG,22,6.78
PGI,22,6.78
KST,4,6.79
FCN,22,6.81
GAS,22,6.81
NHA,21,6.81
APT,3,6.82
SRF,21,6.84
API,18,6.86
LKW,12,6.86
C22,3,6.87
HCM,22,6.87
AAV,22,6.88
DAD,11,6.88
HMH,14,6.9
LM8,22,6.9
TPC,19,6.9
CDN,22,6.91
DTT,7,6.93
HOT,12,6.93
POW,22,6.93
TIS,8,6.95
BBT,15,6.96
DCR,10,6.96
BWE,22,6.97
NLS,2,6.98
ART,22,7.0
TYA,22,7.01
SBD,13,7.02
BID,22,7.04
BTS,16,7.04
CTG,22,7.05
DC4,3,7.05
HDB,22,7.06
TDM,22,7.06
BMP,22,7.08
VC2,11,7.09
FMC,22,7.1
VNT,19,7.13
PGC,22,7.14
SD9,22,7.14
TV1,2,7.14
HNF,15,7.19
AAM,21,7.2
CQT,10,7.2
FDC,22,7.2
MST,22,7.2
VHE,21,7.2
HKP,2,7.21
PLC,22,7.22
VDS,22,7.22
CLW,10,7.25
HGM,3,7.26
PVD,22,7.26
HTE,11,7.28
TIG,22,7.28
PMS,20,7.29
RDP,22,7.29
PJS,2,7.3
DNE,2,7.31
PV2,13,7.31
CMC,5,7.37
SAB,22,7.38
HBS,22,7.39
MPC,22,7.39
HRT,2,7.41
PDV,8,7.43
VNB,5,7.45
VNP,19,7.45
DFC,2,7.46
BFC,22,7.5
TOP,4,7.5
V15,4,7.5
MED,21,7.51
VND,22,7.55
HSL,22,7.58
HEJ,7,7.59
SC5,19,7.59
EVE,22,7.6
HNM,2,7.61
LTG,22,7.61
PDN,20,7.61
FOX,22,7.62
HAS,18,7.62
NST,3,7.62
QSP,5,7.62
SRT,9,7.63
QCG,22,7.64
ABI,22,7.67
L10,12,7.67
DPG,22,7.68
BCP,7,7.69
EFI,4,7.69
OGC,22,7.69
SBH,3,7.69
VTV,8,7.69
LDG,22,7.7
AMV,22,7.71
SSC,16,7.71
MSH,22,7.72
VCR,22,7.74
DRI,22,7.75
XPH,13,7.76
ANV,22,7.78
BRR,12,7.78
CTD,22,7.78
LM7,16,7.78
ACC,20,7.83
CKV,15,7.83
TTB,22,7.83
KPF,17,7.87
MLS,21,7.88
VTK,22,7.88
VAT,4,7.89
KDC,22,7.9
KMR,22,7.91
HAG,22,7.93
TST,14,8.0
CEN,22,8.01
HD2,14,8.01
TDG,22,8.02
PNC,13,8.03
SGH,7,8.03
SD7,9,8.04
VHM,22,8.05
HJS,5,8.06
LMC,7,8.07
VFC,3,8.08
DRC,22,8.1
HTC,7,8.1
SVI,21,8.1
GIL,22,8.11
HII,22,8.11
TBD,7,8.12
VSG,3,8.12
NDN,22,8.15
SIP,22,8.15
TA6,8,8.18
VIG,22,8.18
MSN,22,8.19
BDT,22,8.2
LCG,22,8.22
STG,21,8.22
AGX,8,8.23
BVG,17,8.24
VSN,22,8.24
PCG,10,8.25
SD4,19,8.25
SHN,22,8.26
X26,7,8.26
SRA,22,8.27
VET,8,8.27
VRE,22,8.32
ECI,4,8.33
SVN,22,8.33
TCM,22,8.33
VTJ,3,8.33
CMN,11,8.34
PVC,22,8.35
CRE,22,8.38
HNA,14,8.41
BTT,18,8.43
DIH,11,8.44
E29,3,8.46
TIX,9,8.49
SCI,22,8.5
TS4,22,8.5
VLC,22,8.5
SAV,22,8.51
ASM,22,8.52
NNG,15,8.53
DTC,9,8.54
FT1,6,8.57
NHC,12,8.59
LPB,22,8.61
TIP,22,8.62
APP,17,8.64
HVN,22,8.64
ELC,22,8.65
NAS,6,8.66
VMS,12,8.68
DNM,22,8.74
HC3,5,8.75
BPC,8,8.76
SDA,20,8.79
CDP,9,8.8
TTF,22,8.81
ACL,22,8.82
C69,22,8.82
IFS,17,8.84
HDG,22,8.88
LLM,8,8.89
IDJ,22,8.93
RCC,5,8.93
MDC,12,8.98
POT,15,8.98
PXA,4,9.0
TV2,22,9.01
HID,22,9.03
NKG,22,9.04
D2D,22,9.08
CBI,3,9.09
LUT,15,9.09
PNG,4,9.09
SJC,4,9.09
IJC,22,9.11
DS3,22,9.12
L12,11,9.12
IDI,22,9.13
PGT,13,9.13
VSE,4,9.14
TDT,22,9.15
KVC,22,9.17
GLT,13,9.18
LMH,14,9.2
HVX,14,9.22
VLG,13,9.22
MTV,5,9.24
TLT,14,9.26
QCC,7,9.28
CVN,20,9.3
SZC,22,9.31
WCS,20,9.32
HU6,15,9.33
L18,9,9.34
HDA,22,9.35
PSL,15,9.35
NDC,3,9.37
VE3,9,9.37
CSC,22,9.38
LAS,22,9.4
CLG,22,9.41
NAV,13,9.42
PXI,22,9.43
ICG,20,9.45
DSC,15,9.47
LEC,21,9.47
VTD,22,9.51
BST,18,9.54
MVB,15,9.54
PPE,9,9.55
HAD,22,9.64
LCM,22,9.64
C47,22,9.67
HUG,5,9.67
VIM,18,9.67
SIG,16,9.68
VOS,22,9.77
GMC,22,9.79
TAR,22,9.79
M10,22,9.84
HCB,4,9.85
V21,20,9.85
POM,22,9.86
HCT,14,9.88
SJS,22,9.88
HTM,22,9.9
POV,4,9.91
QHW,9,9.93
TDH,22,9.94
KSH,4,10.0
L45,3,10.0
RGC,13,10.0
SPP,4,10.0
UNI,15,10.0
VMG,14,10.0
VNA,22,10.0
HAR,22,10.03
SHE,20,10.03
TNC,21,10.03
VGV,15,10.03
ACS,3,10.08
HAI,22,10.1
ICT,22,10.1
CCA,15,10.12
VPB,22,10.12
HCD,22,10.16
SAC,13,10.18
SBT,22,10.2
MCC,14,10.26
VFR,5,10.26
X20,8,10.3
TCR,21,10.31
INC,13,10.33
SD2,18,10.4
TVP,8,10.41
CTX,20,10.42
ONE,20,10.46
TNG,22,10.48
VTX,7,10.5
CKG,22,10.51
DBC,22,10.59
VDL,6,10.6
TMC,14,10.65
VCI,22,10.65
VVN,3,10.65
VSF,4,10.68
AMD,22,10.7
CMI,4,10.71
PSI,14,10.71
PTV,8,10.71
TUG,10,10.71
TDP,7,10.74
TV3,12,10.74
TTL,19,10.78
PVE,4,10.8
PXS,22,10.8
SID,15,10.82
PXL,22,10.83
KLF,22,10.87
G36,22,10.88
BHA,6,10.89
VW3,20,10.89
GVR,22,10.91
TKC,22,10.92
HSG,22,10.94
ABS,22,10.95
DLG,22,10.99
KTL,18,10.99
RCD,4,11.0
HPB,4,11.03
KHS,12,11.05
KCE,6,11.08
PBP,17,11.08
DIC,22,11.11
DXV,22,11.11
TVB,22,11.11
EVF,22,11.13
KHD,16,11.13
CAN,9,11.14
ILC,17,11.14
PSH,5,11.18
EMS,10,11.21
TSC,22,11.23
BTW,12,11.24
PPP,14,11.29
SDD,19,11.29
VGR,16,11.29
BAL,10,11.31
THG,22,11.32
PRO,4,11.33
PGN,21,11.34
HTP,6,11.36
PRT,16,11.36
FRT,22,11.38
HEC,22,11.39
LGL,22,11.39
TID,19,11.39
TNT,22,11.4
TLP,14,11.41
SCJ,20,11.43
SPI,22,11.43
TMB,14,11.44
HPW,12,11.53
SHB,22,11.53
SSM,4,11.53
BSR,22,11.54
PPH,16,11.56
DRH,22,11.57
SJ1,15,11.59
SMT,15,11.61
FID,22,11.67
SNZ,22,11.71
WSS,21,11.74
CTP,22,11.75
HVA,4,11.76
NSH,22,11.76
C92,21,11.79
DTV,3,11.81
BTB,4,11.83
E12,4,11.88
FLC,22,11.9
BMS,11,11.93
FTS,22,11.96
DSP,21,11.98
DTA,22,12.0
SD6,22,12.0
TCT,22,12.03
VC7,19,12.09
YBM,22,12.11
FRM,6,12.14
HVH,22,12.14
TTH,22,12.17
BTN,6,12.26
VBC,16,12.26
AGM,22,12.29
BHK,11,12.3
VRG,22,12.33
MDF,3,12.37
NBW,15,12.38
AFX,22,12.41
HD8,8,12.41
CAD,4,12.5
HSI,8,12.5
NOS,2,12.5
S12,2,12.5
STW,4,12.5
FTM,22,12.57
NGC,15,12.59
STC,13,12.59
POS,19,12.76
SDT,21,12.76
VAV,20,12.79
TMG,12,12.84
SPC,3,12.87
APC,22,12.9
AG1,8,12.93
DTL,16,12.96
VHL,22,12.97
KSD,12,13.0
VAF,18,13.01
HDW,3,13.06
MGG,8,13.11
QNC,14,13.14
NDT,15,13.15
POB,9,13.2
TTT,14,13.2
PCM,3,13.23
SHC,18,13.25
SNC,10,13.26
CDC,19,13.3
CEO,22,13.3
HEP,11,13.33
SRB,21,13.33
CMX,22,13.39
VNX,11,13.42
MCO,19,13.45
TNB,18,13.5
VCM,9,13.5
ITS,21,13.51
RIC,18,13.51
CT3,4,13.52
VC9,14,13.54
BEL,4,13.55
PVX,8,13.57
PBC,10,13.61
CID,3,13.64
THB,19,13.72
HHS,22,13.74
MPT,22,13.75
PVL,22,13.75
TDS,17,13.77
HUT,22,13.79
SGS,13,13.82
