symbol,number_of_dates,percentage
PGB,20,12.43
BBT,17,12.44
VGT,20,12.45
HPH,9,12.47
HCM,20,12.49
DTG,15,12.52
HAH,20,12.54
TTN,20,12.55
VC2,20,12.55
BMI,20,12.58
DXS,20,12.58
VSH,20,12.58
VGS,20,12.59
OIL,20,12.63
GEX,20,12.64
PSI,20,12.65
VSG,4,12.73
H11,11,12.75
DBC,20,12.77
TNW,10,12.77
HES,6,12.8
MIG,20,12.82
SJM,14,12.83
DC2,20,12.88
MAC,20,12.9
TVD,20,12.9
LDP,20,12.94
SSN,20,12.94
PVH,4,12.96
G36,20,12.98
TNM,3,12.99
BTV,15,13.0
VMD,20,13.0
SQC,18,13.01
HAC,20,13.02
PCC,17,13.05
PVT,20,13.08
TCI,20,13.1
ANV,20,13.12
EVS,20,13.18
GEE,20,13.18
APH,20,13.19
STB,20,13.2
ST8,20,13.21
PCM,19,13.24
TNC,18,13.25
VET,18,13.28
HUG,14,13.29
BHP,15,13.33
GMH,20,13.35
MAS,13,13.36
NKG,20,13.37
PSC,11,13.37
TBH,3,13.38
SBS,20,13.4
PSE,20,13.42
BKC,18,13.45
L14,20,13.47
SBH,13,13.48
PLC,20,13.5
TC6,20,13.5
ASM,20,13.51
TNG,20,13.52
CTS,20,13.53
HAX,20,13.55
VPR,10,13.57
PLA,19,13.59
BVB,20,13.6
FRT,20,13.61
NDP,10,13.64
VPA,20,13.64
DRI,20,13.65
DAS,8,13.67
CID,13,13.7
BCC,20,13.71
PTH,6,13.71
C4G,20,13.78
DGC,20,14.03
PVL,20,14.03
CTW,4,14.04
BSR,20,14.05
DC1,13,14.1
STT,4,14.1
CC4,8,14.2
HUT,20,14.23
FCN,20,14.24
VHC,20,14.31
HAI,20,14.32
SDU,15,14.45
CSV,20,14.48
HAV,10,14.48
MTB,6,14.49
PVS,20,14.55
SHB,20,14.55
BVS,20,14.62
IDJ,20,14.63
VGL,17,14.66
SHS,20,14.71
PVD,20,14.75
BTH,6,14.76
VIG,20,14.76
FRM,6,14.78
IDI,20,14.94
CNT,20,15.05
TST,8,15.08
TTD,15,15.12
CX8,14,15.17
PIA,18,15.17
MSN,20,15.21
LMH,17,15.23
BMS,20,15.24
DBM,4,15.24
CSI,20,15.31
VCI,20,15.41
HPW,16,15.43
STL,4,15.48
PET,20,15.49
DPM,20,15.53
BTG,11,15.61
COM,20,15.62
SKN,11,15.68
VNT,8,15.68
CTC,20,15.75
FTM,12,15.75
KDM,17,15.82
VE3,18,15.91
L40,16,16.0
MTV,10,16.05
S12,4,16.06
PVC,20,16.09
AMV,20,16.15
BSI,20,16.15
LAS,20,16.16
PDB,20,16.2
TED,16,16.22
DGW,20,16.32
PVG,20,16.45
TDF,14,16.52
TVS,20,16.67
VIN,11,16.7
PND,9,16.88
HDG,20,16.91
VHD,16,16.93
VGC,20,17.04
POT,20,17.07
SD1,4,17.14
VTL,7,17.16
CC1,20,17.36
BQB,20,17.38
CEO,20,17.4
DTC,18,17.43
CMS,20,17.45
SDN,13,17.45
EMS,12,17.46
BSC,10,17.64
APS,20,17.65
DPC,13,18.0
VQC,14,18.12
XMD,20,18.17
CQN,16,18.19
DCM,20,18.2
YBC,10,18.59
PID,4,18.97
BBM,16,19.16
FIC,12,19.31
ITS,20,19.53
SDJ,4,20.29
DSC,20,20.33
DTI,19,20.89
DTB,13,20.98
DSD,10,23.19
BVN,11,24.14
KIP,12,24.33
E12,15,25.44
MA1,8,25.99
THD,20,27.68
