symbol,number_of_dates,percentage
TTA,22,2.14
AMV,22,2.16
IDV,22,2.18
ITD,22,2.18
CLH,22,2.19
VNM,22,2.19
CHS,18,2.2
G20,4,2.22
KTC,5,2.22
SWC,22,2.22
NBT,18,2.23
MCM,22,2.25
SKH,20,2.28
VLA,9,2.28
BMJ,9,2.29
HU1,21,2.29
AGX,16,2.31
MCH,22,2.32
TNH,22,2.33
PGV,22,2.34
POT,19,2.34
SD6,22,2.34
VTB,22,2.35
UDJ,22,2.36
VPD,22,2.36
PV2,22,2.37
ASA,4,2.38
ASG,22,2.38
HNF,17,2.4
GSP,22,2.41
TLG,22,2.42
CTB,11,2.43
DHC,22,2.45
ARM,5,2.49
SD8,2,2.5
VDP,17,2.54
CBS,5,2.56
SAS,22,2.56
DIH,15,2.57
VEF,22,2.57
M10,21,2.6
NAS,10,2.6
CLW,5,2.62
VSE,22,2.66
BSC,2,2.67
QNC,22,2.68
TPH,6,2.68
VTC,19,2.68
THD,22,2.69
TIS,22,2.7
POW,22,2.72
VIF,21,2.72
CTD,22,2.73
MML,22,2.73
PXI,22,2.74
EBS,15,2.75
HD6,8,2.75
THI,21,2.75
VHE,22,2.76
DDG,22,2.77
DP3,22,2.77
QTC,16,2.77
CAV,22,2.78
S27,2,2.78
TTH,22,2.78
PJT,20,2.79
NCT,22,2.8
HAT,14,2.82
MFS,22,2.82
PSD,22,2.85
GTH,15,2.86
GTT,4,2.86
V15,4,2.86
PNJ,22,2.87
SC5,13,2.87
TV1,4,2.87
DAG,22,2.88
PAC,22,2.88
PXL,22,2.88
VMG,17,2.89
DZM,20,2.91
PGD,19,2.91
CMG,22,2.93
DC4,22,2.93
BTP,20,2.94
SDB,4,2.94
CLL,22,2.95
HDW,7,2.95
HLD,22,2.96
CNG,22,2.97
NSH,22,2.97
NDX,22,2.98
SNZ,22,2.98
DSN,22,2.99
VC1,22,2.99
VIE,11,3.0
VTV,22,3.0
MSN,22,3.01
C32,22,3.02
HHG,22,3.04
PGC,22,3.04
TTP,6,3.04
HUG,12,3.06
QPH,4,3.06
SIP,22,3.06
VPI,22,3.08
VPG,22,3.09
DS3,22,3.1
XMC,22,3.1
HD2,21,3.12
MH3,15,3.13
CQT,15,3.15
HGW,2,3.16
NAF,22,3.17
DHM,22,3.19
SRF,21,3.19
VGG,22,3.19
BBT,21,3.2
SCI,22,3.2
SVC,8,3.21
CVT,20,3.22
VPS,22,3.23
FCM,22,3.24
RCL,22,3.26
DP2,3,3.29
IBC,22,3.29
BCF,17,3.3
HCT,3,3.31
KST,4,3.31
CPI,4,3.33
DXV,22,3.33
HTT,4,3.33
SGH,9,3.33
MDG,16,3.34
TMP,22,3.34
TNA,22,3.34
VAV,11,3.34
MVC,20,3.35
PSL,22,3.35
CLC,22,3.37
VIB,22,3.37
HDM,8,3.4
VC3,22,3.4
PWA,22,3.41
LDG,22,3.42
QNS,22,3.42
TDP,22,3.42
TMB,20,3.43
OCH,22,3.44
VSN,21,3.44
DAD,19,3.45
CDC,22,3.46
DVC,11,3.46
NDP,9,3.47
QSP,14,3.47
BDG,21,3.48
LPT,22,3.48
MWG,22,3.49
SSB,22,3.49
NDN,22,3.5
S55,22,3.5
CSV,22,3.51
HT1,22,3.51
ICT,22,3.52
TA9,22,3.52
KOS,22,3.53
KPF,22,3.53
HAI,22,3.54
TVT,22,3.54
SBD,7,3.55
STH,22,3.55
CAP,22,3.56
KSD,18,3.56
SAM,22,3.57
STL,4,3.57
BLI,22,3.6
MCG,22,3.6
PDB,22,3.6
POM,22,3.6
TPB,22,3.6
DWS,8,3.62
TTN,22,3.62
HHC,6,3.63
VCM,13,3.63
AAT,22,3.64
NTL,22,3.65
PGN,22,3.65
BOT,19,3.66
FID,22,3.66
AMD,22,3.67
DC2,22,3.69
EVF,22,3.69
SCD,19,3.69
TAR,22,3.69
TMT,22,3.7
VHG,22,3.71
SJE,20,3.72
VGS,22,3.72
VIT,22,3.72
DBD,22,3.74
CTX,13,3.75
VBH,4,3.77
KTL,5,3.79
PVL,22,3.81
VSG,4,3.81
PMC,20,3.83
BMP,22,3.84
VTK,22,3.85
HTE,22,3.86
PGS,22,3.88
TCR,21,3.88
TIX,9,3.88
CMN,4,3.89
HHS,22,3.9
NSC,22,3.9
PFL,22,3.9
AMS,22,3.91
KLB,22,3.91
DID,22,3.92
SDV,9,3.92
CMT,22,3.93
KDH,22,3.93
CSM,22,3.94
LEC,19,3.95
TMX,22,3.96
SBH,9,3.97
BPC,17,3.98
LHC,18,3.98
V12,16,3.98
VSH,22,3.98
PMS,21,4.01
TLP,20,4.01
BRC,22,4.02
DTK,12,4.02
SII,18,4.02
PNC,7,4.03
REE,22,4.03
TBC,22,4.03
TLH,22,4.03
BTT,13,4.04
HPG,22,4.05
NLG,22,4.06
ITQ,22,4.07
PIC,18,4.07
HAD,14,4.09
THG,22,4.1
FPT,22,4.11
KLF,22,4.11
SMB,22,4.11
TRA,22,4.11
DXP,22,4.12
LLM,10,4.14
TDS,22,4.14
NHT,22,4.15
AGG,22,4.16
VPB,22,4.16
GIC,22,4.18
HKT,17,4.18
BMV,2,4.19
PPC,22,4.19
PPH,22,4.19
BNA,22,4.22
C21,17,4.22
TOT,15,4.23
AGP,22,4.24
NCS,22,4.24
PVV,22,4.24
COM,9,4.25
PCT,20,4.26
PIT,22,4.26
ITC,22,4.27
VNX,4,4.27
GND,19,4.29
HTC,7,4.29
VCG,22,4.3
PVD,22,4.31
PVG,22,4.32
SRA,22,4.32
TDM,22,4.32
AGR,22,4.33
BTD,22,4.34
EIB,22,4.34
HTN,22,4.34
POS,22,4.35
STS,3,4.35
CDN,22,4.39
L35,4,4.39
SVI,13,4.4
TCB,22,4.42
SRC,22,4.43
ATB,4,4.44
BID,22,4.44
C47,22,4.44
DPP,5,4.44
HVG,4,4.44
VSI,22,4.45
ONE,22,4.46
TST,13,4.46
TID,22,4.48
MCC,2,4.5
VTA,15,4.5
TDT,22,4.52
TJC,10,4.52
C4G,22,4.55
DLR,2,4.55
MPT,4,4.55
SVT,17,4.56
TIG,22,4.56
VCC,21,4.56
JVC,22,4.57
DQC,22,4.58
BHN,22,4.59
HDP,19,4.59
TMC,15,4.59
NAV,15,4.6
VPH,22,4.6
OCB,22,4.61
ILA,22,4.63
BSL,18,4.64
DOP,9,4.64
NHH,22,4.64
PDN,19,4.64
PWS,7,4.64
ICG,21,4.65
SVN,22,4.65
BHK,4,4.66
TCT,22,4.66
VTJ,22,4.67
HNG,22,4.68
TNS,22,4.68
BEL,4,4.69
HJS,12,4.69
TDF,8,4.69
ACC,22,4.7
CRC,22,4.7
KTT,17,4.71
TTZ,22,4.71
VHM,22,4.71
YEG,22,4.71
ACM,22,4.72
BMS,22,4.72
BVG,22,4.73
MED,13,4.74
PXS,22,4.74
SDC,11,4.74
ST8,21,4.74
BAB,22,4.75
DNM,22,4.75
ISH,15,4.75
SFN,9,4.75
SMC,22,4.75
LTC,4,4.76
PLC,22,4.76
PXA,4,4.76
TCW,22,4.76
TDC,22,4.76
VIG,22,4.77
TTC,22,4.78
ART,22,4.8
NTW,13,4.8
SZL,22,4.8
CPA,3,4.81
DRI,22,4.81
TNM,3,4.81
DAT,19,4.82
PDV,21,4.82
MSB,22,4.84
PVB,22,4.84
SAC,22,4.84
SGN,22,4.84
VLC,22,4.84
SD5,22,4.85
HMG,10,4.86
LGL,22,4.86
HSL,22,4.87
L40,2,4.87
IDC,22,4.88
STG,22,4.88
HII,22,4.89
VLB,22,4.89
APH,22,4.9
TDG,22,4.91
VNG,22,4.91
PNT,11,4.92
TTL,20,4.92
DTC,17,4.93
PRT,20,4.94
D11,17,4.95
LBC,4,4.95
XPH,21,4.95
CEO,22,4.96
HPP,22,4.96
BST,8,4.98
PTP,2,4.99
BVB,22,5.0
CMI,3,5.0
CVN,22,5.0
HDG,22,5.0
HLG,3,5.0
PCC,12,5.0
PIV,4,5.0
TH1,3,5.0
VLF,3,5.0
DC1,19,5.02
HHP,22,5.04
VRE,22,5.04
PET,22,5.05
SCS,22,5.07
MAC,22,5.08
PTT,9,5.08
TXM,22,5.08
GKM,22,5.09
VIN,15,5.09
NST,22,5.1
PGT,17,5.1
RAL,22,5.1
SDK,15,5.1
IFS,19,5.11
SZC,22,5.13
VHL,15,5.13
VRC,22,5.14
WCS,20,5.15
AAV,22,5.16
CII,22,5.17
NNG,17,5.17
PPE,17,5.17
TNI,22,5.17
HPD,12,5.18
HTI,22,5.19
VMS,10,5.19
NTH,13,5.2
HBC,22,5.21
TMG,9,5.21
TLD,22,5.23
S99,22,5.24
SDT,22,5.24
STB,22,5.25
CTP,22,5.26
HPB,7,5.26
MCO,22,5.26
VC6,7,5.26
BBC,16,5.27
HOM,22,5.27
MCF,22,5.27
AGM,22,5.29
EVE,22,5.29
HIG,22,5.29
QTP,22,5.29
FIC,22,5.3
CLG,4,5.33
LIG,22,5.33
PXT,16,5.33
BKC,21,5.34
DVP,22,5.37
CTT,6,5.38
MQN,22,5.39
AGF,4,5.41
CTN,4,5.42
ICC,9,5.43
SLS,22,5.43
SSM,12,5.43
HNI,16,5.44
BKG,22,5.45
DHP,11,5.45
NBP,21,5.47
ASM,22,5.48
CRE,22,5.48
VGC,22,5.48
HC3,21,5.49
PSE,22,5.5
KHA,13,5.51
QHW,13,5.51
CTR,22,5.52
VE4,13,5.52
GTS,16,5.53
L18,22,5.53
PHN,18,5.53
QCG,22,5.53
SDD,22,5.53
DTE,10,5.56
IVS,22,5.56
L44,4,5.56
MBG,22,5.56
SDP,22,5.56
SPP,4,5.56
TV3,19,5.56
DXG,22,5.57
VCB,22,5.57
HND,22,5.59
OGC,22,5.59
BCM,22,5.62
DBC,22,5.62
CMS,21,5.63
GTA,22,5.64
PHR,22,5.65
TDW,13,5.65
ACE,21,5.68
SHC,15,5.68
BSQ,15,5.69
CTG,22,5.69
TL4,11,5.69
TPC,20,5.71
HVN,22,5.72
DIG,22,5.73
VKC,22,5.75
VNI,4,5.75
VGV,13,5.76
ABB,22,5.78
AME,21,5.78
SD2,22,5.78
VBC,19,5.79
HRC,8,5.81
CTI,22,5.82
HDB,22,5.82
PTL,22,5.83
DSG,21,5.86
L62,15,5.87
LGC,15,5.87
VFS,22,5.87
APC,22,5.88
NAG,22,5.89
NTC,22,5.89
VMC,22,5.89
VSM,7,5.89
EMC,9,5.9
HAP,19,5.92
RCD,4,5.93
HSG,22,5.94
NT2,22,5.95
HGM,3,5.96
TN1,22,5.96
TCM,22,5.98
IJC,22,6.0
QBS,22,6.0
SBR,9,6.02
NAB,22,6.03
NVB,22,6.03
GEG,22,6.04
PPS,22,6.04
VE1,22,6.04
LCS,22,6.05
SCJ,22,6.05
HVX,22,6.07
MST,22,6.08
SGB,22,6.08
THP,18,6.09
THB,17,6.1
C92,20,6.11
ACV,22,6.12
APF,22,6.12
BRR,22,6.12
DTL,22,6.13
VNL,20,6.13
CCI,22,6.15
PLP,22,6.15
USD,13,6.15
SHB,22,6.16
X20,12,6.16
PLX,22,6.17
VEC,22,6.19
PVM,22,6.2
TVP,20,6.2
SHI,22,6.21
CDR,2,6.22
DNE,2,6.22
X26,2,6.22
DRH,22,6.23
SKV,21,6.23
MVB,22,6.24
SAF,15,6.24
NS2,13,6.25
NSG,2,6.25
SCO,2,6.25
VIX,22,6.28
AFX,22,6.29
VAF,18,6.29
CNC,18,6.3
RAT,2,6.31
VRG,22,6.31
PGI,20,6.32
IMP,22,6.33
MCP,6,6.33
NSL,3,6.33
PTB,22,6.33
TVA,2,6.34
NUE,16,6.35
CCL,22,6.36
CDO,22,6.36
KSH,22,6.36
TNC,12,6.36
CC4,2,6.37
HEV,16,6.38
SGS,19,6.39
THW,2,6.39
HU6,17,6.4
CKG,22,6.41
EMS,17,6.41
TA6,3,6.41
NAP,14,6.42
DHN,2,6.43
BKH,2,6.45
PCE,15,6.45
SRB,22,6.45
HAR,22,6.46
NVL,22,6.46
SVD,22,6.46
DCL,22,6.47
ISG,2,6.48
OPC,22,6.48
BCC,22,6.49
CX8,15,6.49
HPI,4,6.49
IDJ,22,6.49
KDC,22,6.49
PNP,2,6.49
KSB,22,6.5
HRT,21,6.51
PC1,22,6.51
FCN,22,6.52
IDP,2,6.52
NDF,4,6.52
PVO,22,6.52
PVX,4,6.52
DTD,22,6.54
TCL,22,6.57
NRC,22,6.58
CGV,19,6.59
SBL,19,6.61
ABC,22,6.62
GEX,22,6.62
TEL,3,6.64
PMB,22,6.65
HSM,15,6.66
DCS,4,6.67
PTE,4,6.67
VJC,22,6.67
FOX,22,6.68
UDC,22,6.68
API,22,6.69
PBT,8,6.69
VNR,22,6.7
HAX,22,6.71
ADP,22,6.72
LPB,22,6.73
SHP,22,6.76
LM8,22,6.77
A32,17,6.79
HTL,18,6.79
NNC,22,6.81
KHS,19,6.82
V21,21,6.83
HAM,3,6.84
KVC,22,6.84
STC,20,6.85
HUB,22,6.86
SKG,22,6.86
HU4,22,6.87
MNB,12,6.87
DST,22,6.88
TVN,22,6.88
VIP,22,6.89
VEA,22,6.9
SEB,12,6.91
CMC,20,6.92
MEL,21,6.92
ITS,21,6.93
OIL,22,6.95
SAB,22,6.97
TCD,22,6.98
TRC,21,6.98
PSG,4,7.0
HSP,12,7.01
ABT,21,7.02
PDC,18,7.02
BSH,3,7.04
ANT,19,7.05
PPY,18,7.05
SD7,21,7.05
SPM,20,7.05
VIH,2,7.06
DGW,22,7.07
CEG,2,7.1
D2D,22,7.11
MBB,22,7.12
MGG,11,7.12
TKU,10,7.13
AST,22,7.14
B82,3,7.14
CAD,4,7.14
DNP,22,7.14
LM3,4,7.14
PVR,4,7.14
TOP,4,7.14
PSP,22,7.15
VTO,22,7.15
LTG,22,7.16
VLG,22,7.16
DBM,8,7.18
GMC,22,7.18
DTB,2,7.23
HVT,6,7.25
FDC,19,7.26
TFC,9,7.26
MSR,22,7.27
PGB,22,7.3
DHD,16,7.31
VE8,15,7.34
ASP,22,7.35
SEP,2,7.35
DMC,22,7.36
HTP,22,7.37
HMC,22,7.38
HSI,4,7.39
CPC,16,7.41
SBT,22,7.41
BCG,22,7.43
BVH,22,7.43
SJF,22,7.44
TDH,22,7.44
CFM,22,7.45
SFI,22,7.46
HAS,17,7.47
PIA,12,7.47
KGM,13,7.48
H11,11,7.5
TIP,22,7.52
CAT,20,7.53
HVH,22,7.53
TLT,14,7.53
ADS,22,7.55
LUT,22,7.55
BMG,4,7.57
DGC,22,7.58
FIR,22,7.58
FRT,22,7.58
SBV,22,7.58
HBS,22,7.6
IST,15,7.61
SFC,11,7.61
VET,13,7.61
DGT,22,7.62
HD8,22,7.62
LIC,21,7.63
PRE,22,7.64
RDP,22,7.64
PAN,22,7.65
HMS,8,7.66
LCG,22,7.67
ACL,22,7.69
CT3,4,7.69
NOS,4,7.69
SHA,22,7.69
LKW,18,7.72
CIG,22,7.74
HMH,22,7.75
LHG,22,7.77
VNB,22,7.77
DNH,6,7.78
L45,19,7.78
TR1,20,7.79
VCW,16,7.79
ALV,4,7.81
HPW,16,7.81
UNI,16,7.81
BII,22,7.83
IDI,22,7.83
ITA,22,7.83
SIV,8,7.83
VNF,19,7.83
TTE,11,7.84
PMG,21,7.85
CI5,19,7.86
PMP,7,7.86
BDT,22,7.88
LBE,7,7.89
VIM,8,7.89
GAS,22,7.93
MAS,19,7.93
TVS,22,7.96
DTP,20,7.97
FT1,3,7.97
L12,10,7.98
TKG,22,7.98
HDO,4,8.0
VE2,8,8.01
KSV,22,8.02
SGC,6,8.03
VSF,9,8.03
BCE,22,8.06
EVG,22,8.06
GDT,22,8.07
PID,4,8.1
VTS,18,8.1
BBS,11,8.11
NKG,22,8.11
ACB,22,8.13
GVT,19,8.13
HCD,22,8.13
HPX,22,8.15
QHD,18,8.17
CEN,22,8.19
CMV,14,8.2
VXB,3,8.2
HBD,14,8.21
NHA,22,8.22
HVA,21,8.23
HAN,22,8.3
VGT,22,8.3
MKP,15,8.31
PSW,19,8.31
DSC,22,8.32
TKC,21,8.32
BHC,2,8.33
SHG,4,8.33
VGR,12,8.36
VTL,6,8.36
HAC,22,8.37
LAF,14,8.37
DPG,22,8.38
KHD,15,8.38
VC9,15,8.38
CTS,22,8.39
VTR,22,8.39
LGM,3,8.42
PCN,3,8.44
BMF,3,8.46
KSQ,22,8.46
SJG,19,8.47
C69,22,8.48
PVS,22,8.51
TVC,22,8.53
DRC,22,8.54
DNC,13,8.55
LCM,21,8.55
TCO,21,8.56
DTG,4,8.57
CID,9,8.61
HEJ,6,8.61
VFR,20,8.62
TPP,8,8.66
LMC,5,8.67
GE2,19,8.7
VGI,22,8.71
KCB,22,8.74
SEA,22,8.74
SGO,4,8.75
TNT,22,8.76
TRS,13,8.77
SMT,15,8.79
THT,22,8.81
TNB,16,8.82
HBH,10,8.83
VE3,21,8.84
CMX,22,8.88
S96,4,8.89
SD3,22,8.89
PSN,9,8.9
CMD,7,8.91
CYC,4,8.93
HQC,22,8.94
ND2,11,8.94
ABR,11,8.95
NHC,6,8.96
SSC,11,8.98
KTS,22,8.99
SID,18,9.05
PNG,3,9.07
SGR,22,9.08
CTA,4,9.09
ILB,22,9.1
NBB,20,9.1
VNC,16,9.11
SPI,22,9.14
TS4,15,9.14
BTS,22,9.17
DDM,4,9.17
VFG,14,9.18
VIW,20,9.19
VCS,22,9.2
BWE,22,9.21
KMT,9,9.21
CIA,22,9.26
PSI,22,9.27
HLC,22,9.28
PVT,22,9.28
PVC,22,9.3
GMD,22,9.32
SGD,21,9.4
VTP,22,9.4
HCB,9,9.41
BAL,9,9.42
C12,4,9.43
SD4,22,9.43
TNG,22,9.43
FLC,22,9.44
SNC,7,9.44
VVN,3,9.44
INN,22,9.46
CET,21,9.47
SFG,22,9.51
TC6,22,9.51
ACS,6,9.54
VSC,22,9.54
MTG,19,9.56
GLT,17,9.57
SDY,4,9.57
VC7,22,9.57
VDT,11,9.57
VBB,22,9.62
HEM,9,9.65
KDM,22,9.67
TV2,22,9.67
FIT,22,9.68
DTI,3,9.7
WSS,22,9.71
AIC,22,9.73
CH5,3,9.73
VQC,5,9.73
MLS,22,9.74
PTC,16,9.75
VCX,5,9.75
KBC,22,9.76
HPT,22,9.78
VID,22,9.81
G36,22,9.82
HSV,22,9.84
SDN,18,9.84
MHL,21,9.85
HES,8,9.86
PTI,18,9.9
PVP,22,9.9
TSJ,8,9.9
INC,11,9.91
VDN,7,9.93
AAM,22,10.0
CTC,22,10.0
DSP,10,10.0
DTA,22,10.0
HUT,22,10.0
PXM,4,10.0
S12,4,10.0
SDX,3,10.0
SJS,22,10.0
TLI,9,10.0
PPP,22,10.02
VOC,22,10.03
HID,22,10.08
GIL,22,10.09
TVD,22,10.09
NNT,10,10.1
BFC,22,10.15
TIE,15,10.15
TMS,22,10.15
HTM,22,10.16
NED,22,10.17
LM7,10,10.19
SB1,19,10.19
L61,10,10.2
ALT,13,10.22
MIM,12,10.22
SRT,15,10.22
BTN,22,10.23
RIC,22,10.23
HEC,12,10.31
HAG,22,10.32
VES,4,10.32
VHC,22,10.33
SGT,22,10.34
BIC,22,10.37
BMC,22,10.39
TEG,22,10.44
SSN,22,10.51
VW3,14,10.51
L43,20,10.53
VCR,22,10.57
HJC,9,10.67
ATG,4,10.71
E29,5,10.71
SIG,19,10.71
FMC,22,10.73
CCM,15,10.75
TVB,22,10.75
BDB,6,10.77
WTC,17,10.78
BT6,4,10.8
VTE,14,10.81
BWA,6,10.82
CCA,8,10.84
VTD,22,10.84
STT,4,10.86
HLY,4,10.87
HNB,8,10.87
VPC,4,10.87
DVN,22,10.96
DRG,17,10.98
DNL,4,10.99
NTP,22,10.99
L10,9,11.0
MPC,22,11.0
TTF,22,11.02
DND,5,11.03
MA1,13,11.11
V11,4,11.11
EIN,22,11.16
TGP,14,11.17
MSH,22,11.18
VNE,22,11.2
BRS,15,11.21
DPM,22,11.23
LSS,22,11.23
RTB,14,11.23
VHD,18,11.23
GGG,4,11.25
PSH,22,11.25
GVR,22,11.33
ADC,8,11.36
NVT,22,11.36
LBM,21,11.41
SDJ,10,11.43
VC5,4,11.5
VNP,22,11.54
CST,22,11.56
SIC,7,11.56
LAI,7,11.62
NQN,6,11.65
SSI,22,11.66
HFC,10,11.67
APS,22,11.68
DAS,3,11.7
PEN,12,11.7
HAV,20,11.71
PEC,7,11.74
LAS,22,11.75
BVS,22,11.77
DDV,22,11.77
MTP,21,11.77
QCC,8,11.81
BQB,16,11.83
SPC,8,11.84
HAH,22,11.87
APG,22,11.91
BSR,22,11.95
AAA,22,11.98
SGP,22,12.02
MBS,22,12.08
VWS,9,12.1
HLB,8,12.12
HCM,22,12.15
KIP,20,12.15
PDR,22,12.17
XLV,16,12.17
PLA,5,12.19
SMA,19,12.2
SCL,22,12.25
NBW,15,12.28
PVI,22,12.35
DCM,22,12.43
HDC,22,12.43
CSC,22,12.45
PHC,22,12.46
PJS,7,12.47
AVF,4,12.5
CQN,14,12.5
NGC,4,12.5
PVH,4,12.5
