number_of_dates,percentage,symbol
0,-1,AGE
0,-1,ARM
0,-1,ASA
0,-1,AUM
0,-1,BCB
0,-1,BCV
0,-1,BED
0,-1,BEL
0,-1,BHG
0,-1,BLW
0,-1,BMD
0,-1,BMV
0,-1,BNW
0,-1,CAB
0,-1,CAR
0,-1,CDG
0,-1,CDH
0,-1,CFV
0,-1,CH5
0,-1,CMK
0,-1,CMP
0,-1,CNA
0,-1,CPH
0,-1,CVP
0,-1,DBW
0,-1,DCG
0,-1,DDH
0,-1,DKC
0,-1,DM7
0,-1,DNN
0,-1,DPD
0,-1,DSD
0,-1,DTH
0,-1,DUS
0,-1,DVM
0,-1,DVW
0,-1,EME
0,-1,EMG
0,-1,EPC
0,-1,FBA
0,-1,FBC
0,-1,FCC
0,-1,FCS
0,-1,FGL
0,-1,FHN
0,-1,FSO
0,-1,GH3
0,-1,GLC
0,-1,GLW
0,-1,HGT
0,-1,HHN
0,-1,HHR
0,-1,HNR
0,-1,HTR
0,-1,HTW
0,-1,IBN
0,-1,IME
0,-1,IN4
0,-1,KHW
0,-1,LCW
0,-1,LDW
0,-1,LNC
0,-1,LQN
0,-1,LSG
0,-1,LYF
0,-1,MBN
0,-1,MCI
0,-1,MDA
0,-1,MEF
0,-1,MES
0,-1,MGR
0,-1,MLC
0,-1,MPY
0,-1,MQB
0,-1,NAC
0,-1,NDW
0,-1,NLS
0,-1,NQB
0,-1,NQT
0,-1,NSS
0,-1,NTF
0,-1,NWT
0,-1,PAT
0,-1,PCH
0,-1,PPT
0,-1,PQN
0,-1,PRC
0,-1,PTG
0,-1,PTN
0,-1,PTX
0,-1,PX1
0,-1,PXC
0,-1,QNU
0,-1,QNW
0,-1,RBC
0,-1,SAL
0,-1,SCV
0,-1,SCY
0,-1,SEP
0,-1,SHX
0,-1,SPH
0,-1,SSF
0,-1,STS
0,-1,STW
0,-1,SVH
0,-1,TAG
0,-1,TAN
0,-1,TAW
0,-1,TB8
0,-1,TBR
0,-1,TBX
0,-1,TCJ
0,-1,TCK
0,-1,TED
0,-1,THN
0,-1,THU
0,-1,THW
0,-1,TKA
0,-1,TMW
0,-1,TPS
0,-1,TQN
0,-1,TQW
0,-1,TVH
0,-1,UMC
0,-1,UPC
0,-1,VBG
0,-1,VCE
0,-1,VDB
0,-1,VHF
0,-1,VKP
0,-1,VLP
0,-1,VLW
0,-1,VMA
0,-1,VPR
0,-1,VPW
0,-1,VTM
0,-1,VTQ
0,-1,VVS
0,-1,VXP
0,-1,VXT
0,-1,X77
1,0.0,AMP
1,0.0,APL
1,0.0,APT
4,0.0,ATB
2,0.0,BHT
1,0.0,BMG
1,0.0,BSC
1,0.0,BSD
1,0.0,C22
1,0.0,CCV
3,0.0,CE1
2,0.0,CEG
2,0.0,CHC
1,0.0,CYC
2,0.0,DCH
5,0.0,DHN
4,0.0,DLT
4,0.0,DNA
2,0.0,DOC
1,0.0,DTB
2,0.0,FTI
1,0.0,GDW
1,0.0,HC1
1,0.0,HCI
1,0.0,HFX
1,0.0,HKP
1,0.0,HLR
1,0.0,HLT
1,0.0,IBD
1,0.0,IRC
1,0.0,KLM
5,0.0,L10
1,0.0,LAW
3,0.0,LCD
3,0.0,MND
1,0.0,MTB
1,0.0,NVP
1,0.0,ONW
2,0.0,PHH
2,0.0,TBT
1,0.0,TET
1,0.0,TVG
1,0.0,UDL
2,0.0,UEM
2,0.0,VDN
2,0.0,VIH
1,0.0,VTG
2,0.0,X26
2,0.0,XDH
6,0.05,DHD
3,0.09,DFC
8,0.1,SAF
23,0.14,GMA
4,0.23,VTR
3,0.29,MCC
23,0.49,IBC
17,0.5,XMP
19,0.55,GAB
4,0.59,BKH
23,0.59,SGB
4,0.63,SJC
21,0.65,BWS
23,0.71,SMB
4,0.77,CTA
5,0.78,HHC
23,0.89,CAV
4,0.93,TV1
9,0.95,BCF
23,0.95,DHT
23,0.96,VSH
23,1.0,VTB
4,1.03,CAD
4,1.04,AGF
23,1.06,NCT
4,1.09,C12
23,1.1,PAC
23,1.11,SHN
23,1.13,SGN
23,1.19,PPC
