industry,issue_share,listed_value,listing_date,market_cap,name,sector,subsector,supersector,symbol
Industrials,4000000.0,4000000.0,13/07/2017 00:00:00,56800000000.0,Architects & Construction Service Corporation,Construction & Materials,Heavy Construction,Construction & Materials,ACS
Industrials,5657936.0,5657936.0,17/09/2010 00:00:00,17160519888.0,ALVICO Construction Joint Stock Company,Construction & Materials,Heavy Construction,Construction & Materials,ALV
Industrials,13884000.0,13884000.0,25/08/2017 00:00:00,13925652000.0,An Thinh Joint Stock Company,Construction & Materials,Heavy Construction,Construction & Materials,ATB
Industrials,8200000.0,8200000.0,24/03/2017 00:00:00,615000000000.0,Thong Nhat Joint Stock Company,Construction & Materials,Heavy Construction,Construction & Materials,BAX
Industrials,35000000.0,35000000.0,28/06/2010 00:00:00,204400000000.0,Binh Duong Construction And Civil Engineering Joint Stock Company,Construction & Materials,Heavy Construction,Construction & Materials,BCE
Industrials,4565000.0,4565000.0,11/01/2011 00:00:00,58880000000.0,Bach Dang TMC Construction Investment Joint Stock Company,Construction & Materials,Heavy Construction,Construction & Materials,BHT
Industrials,2750000.0,2750000.0,06/04/2016 00:00:00,24200000000.0,715 Joint Stock Company,Construction & Materials,Heavy Construction,Construction & Materials,BMN
Industrials,59246800.0,59246800.0,14/02/2019 00:00:00,189589760000.0,Thai Ha Bridge BOT Joint Stock Company,Construction & Materials,Heavy Construction,Construction & Materials,BOT
Industrials,4850000.0,4850000.0,26/12/2016 00:00:00,19400000000.0,Bridge Joint Stock Company No.12,Construction & Materials,Heavy Construction,Construction & Materials,C12
Industrials,27529504.0,27529504.0,30/03/2011 00:00:00,237465379200.0,Construction Joint Stock Company 47,Construction & Materials,Heavy Construction,Construction & Materials,C47
Industrials,224718202.0,224718202.0,10/12/2018 00:00:00,1999093124992.0,Cienco4 Group Joint Stock Company,Construction & Materials,Heavy Construction,Construction & Materials,C4G
Industrials,60000000.0,60000000.0,21/04/2017 00:00:00,348000000000.0,1369 Construction Joint Stock Company,Construction & Materials,Heavy Construction,Construction & Materials,C69
Industrials,5312920.0,5312920.0,19/11/2007 00:00:00,14477707000.0,Engineering Construction Joint Stock Company No 492,Construction & Materials,Heavy Construction,Construction & Materials,C92
Industrials,328934469.0,328934469.0,20/07/2017 00:00:00,4928950035000.0,Construction Corporation No.1 Joint Stock Company,Construction & Materials,Heavy Construction,Construction & Materials,CC1
Industrials,64000000.0,64000000.0,28/07/2017 00:00:00,1312000000000.0,Investment and Construction Joint Stock Company No.4,Construction & Materials,Heavy Construction,Construction & Materials,CC4
Industrials,1800000.0,1800000.0,09/01/2017 00:00:00,58500000000.0,VCC Engineering Consultants Joint - Stock Company,Construction & Materials,Heavy Construction,Construction & Materials,CCV
Industrials,21988716.0,21988716.0,01/11/2007 00:00:00,408990117600.0,Chuong Duong Corporation,Construction & Materials,Heavy Construction,Construction & Materials,CDC
Industrials,31504975.0,31504975.0,09/03/2015 00:00:00,38341554575.0,Consultancy Design and Urban Development Joint Stock Company,Construction & Materials,Heavy Construction,Construction & Materials,CDO
Industrials,2133271.0,2133271.0,26/06/2017 00:00:00,13652934400.0,Dong Nai Rubber Construction Joint Stock Company,Construction & Materials,Heavy Construction,Construction & Materials,CDR
Industrials,3800000.0,3800000.0,17/05/2017 00:00:00,11020000000.0,Construction and Industry Equipment Group Corporation,Construction & Materials,Heavy Construction,Construction & Materials,CEG
Industrials,3732450.0,3732450.0,14/06/2017 00:00:00,23887680000.0,Hanoi Construction Joint Stock Company No.5,Construction & Materials,Heavy Construction,Construction & Materials,CH5
Industrials,2700000.0,2700000.0,01/07/2011 00:00:00,29159157600.0,No.5 Construction Investment Joint Stock Company,Construction & Materials,Heavy Construction,Construction & Materials,CI5
Industrials,1082000.0,1082000.0,14/07/2005 00:00:00,7149450000.0,Contruction and Infrastructure Development Joint Stock Corporation,Construction & Materials,Heavy Construction,Construction & Materials,CID
Industrials,31539947.0,31539947.0,19/07/2011 00:00:00,128998383230.0,COMA 18 Joint Stock Company,Construction & Materials,Heavy Construction,Construction & Materials,CIG
Industrials,284012369.0,284012369.0,18/05/2006 00:00:00,3278887859000.0,Ho Chi Minh City Infrastructure Investment Joint Stock Company,Construction & Materials,Heavy Construction,Construction & Materials,CII
Industrials,4545000.0,4545000.0,27/09/2017 00:00:00,7958295000.0,Construction and Industrial Production Joint Stock Company,Construction & Materials,Heavy Construction,Construction & Materials,CIP
Industrials,25452500.0,25452500.0,29/11/2010 00:00:00,162896000000.0,CMH Viet Nam Group Joint Stock Company,Construction & Materials,Heavy Construction,Construction & Materials,CMS
Industrials,8800000.0,8800000.0,01/06/2016 00:00:00,277200000000.0,Consultant and Inspection Joint Stock Company of Construction Technology and Equipment,Construction & Materials,Heavy Construction,Construction & Materials,CNN
Industrials,40015069.0,40015069.0,28/07/2008 00:00:00,449563422147.0,CNT Group Corporation,Construction & Materials,Heavy Construction,Construction & Materials,CNT
Industrials,25553740.0,25553740.0,04/11/2009 00:00:00,999151234000.0,COTANA GROUP Joint Stock Company,Construction & Materials,Heavy Construction,Construction & Materials,CSC
Industrials,8799756.0,8799756.0,20/11/2009 00:00:00,47518682400.0,Project 3 Construction And Investment Joint Stock Company,Construction & Materials,Heavy Construction,Construction & Materials,CT3
Industrials,6108078.0,6108078.0,04/05/2010 00:00:00,31749946800.0,Construction Joint Stock Company No.6,Construction & Materials,Heavy Construction,Construction & Materials,CT6
Industrials,8454381.0,8454381.0,01/10/2010 00:00:00,14313571500.0,Vinavico Joint Stock Company,Construction & Materials,Heavy Construction,Construction & Materials,CTA
Industrials,78830800.0,78830800.0,20/01/2010 00:00:00,2540765871200.0,Coteccons Construction Joint Stock Company,Construction & Materials,Heavy Construction,Construction & Materials,CTD
Industrials,62999997.0,62999997.0,19/03/2010 00:00:00,676779962950.0,Cuong Thuan IDICO Development Investment Corporation,Construction & Materials,Heavy Construction,Construction & Materials,CTI
Industrials,6958345.0,6958345.0,20/12/2006 00:00:00,5655051045.0,Underground Works Construction Joint Stock Company - VINAVICO,Construction & Materials,Heavy Construction,Construction & Materials,CTN
Industrials,114385879.0,114385879.0,31/10/2017 00:00:00,6005258647500.0,Viettel Construction Joint Stock Corporation,Construction & Materials,Heavy Construction,Construction & Materials,CTR
Industrials,78907276.0,78907276.0,24/05/2012 00:00:00,599695297600.0,Vietnam Investment Construction And Trading Joint Stock Corporation,Construction & Materials,Heavy Construction,Construction & Materials,CTX
Industrials,2110586.0,2110586.0,19/05/2010 00:00:00,11262972600.0,Constrexim No. 8 Investment and Construction Joint Stock Company,Construction & Materials,Heavy Construction,Construction & Materials,CX8
Industrials,4094905.0,4094905.0,19/07/2016 00:00:00,24569430000.0,Development Investment Construction Number 1 Joint Stock Company,Construction & Materials,Heavy Construction,Construction & Materials,DC1
Industrials,7196673.0,7196673.0,02/07/2010 00:00:00,39581701500.0,Development Investment Construction Number 2 Joint Stock Company,Construction & Materials,Heavy Construction,Construction & Materials,DC2
Industrials,52499723.0,52499723.0,03/11/2008 00:00:00,356998116400.0,DIC Holdings Construction Joint Stock Company,Construction & Materials,Heavy Construction,Construction & Materials,DC4
Industrials,15000000.0,15000000.0,12/01/2017 00:00:00,796500000000.0,Design and Construction Joint Stock Company No.1,Construction & Materials,Heavy Construction,Construction & Materials,DCF
Industrials,80000000.0,80000000.0,08/07/2021 00:00:00,1088000000000.0,Dua Fat Group Joint Stock Company,Construction & Materials,Heavy Construction,Construction & Materials,DFF
Industrials,79000000.0,79000000.0,09/03/2010 00:00:00,439635000000.0,DONA Transportation Construction Joint Stock Company,Construction & Materials,Heavy Construction,Construction & Materials,DGT
Industrials,26585840.0,26585840.0,28/12/2006 00:00:00,36518384000.0,DIC Investment and Trading Joint Stock Company,Construction & Materials,Heavy Construction,Construction & Materials,DIC
Industrials,15622552.0,15622552.0,10/12/2009 00:00:00,52819848312.0,DIC - Dong Tien Joint Stock Company,Construction & Materials,Heavy Construction,Construction & Materials,DID
Industrials,5979962.0,5979962.0,27/04/2011 00:00:00,147756550000.0,Development Investment Construction Hoi An Joint Stock Company,Construction & Materials,Heavy Construction,Construction & Materials,DIH
Industrials,62999554.0,62999554.0,12/01/2017 00:00:00,1697837980300.0,Dat Phuong Group Joint Stock Company,Construction & Materials,Heavy Construction,Construction & Materials,DPG
Industrials,36268187.0,36268187.0,16/11/2017 00:00:00,517466525800.0,Thanh Dat Investment Development Joint Stock Company,Construction & Materials,Heavy Construction,Construction & Materials,DTD
Industrials,2345000.0,2345000.0,06/06/2018 00:00:00,53935000000.0,Dong Nai Water Supply Construction and Services Joint Stock Company,Construction & Materials,Heavy Construction,Construction & Materials,DVW
Industrials,1200000.0,1200000.0,31/12/2019 00:00:00,5760000000.0,VNECO 12 Electricity Construction Joint-stock Company,Construction & Materials,Heavy Construction,Construction & Materials,E12
Industrials,5000000.0,5000000.0,05/11/2019 00:00:00,19500000000.0,29 Investment Construction And Engineering Joint Stcock Company,Construction & Materials,Heavy Construction,Construction & Materials,E29
Industrials,36677145.0,36677145.0,28/02/2017 00:00:00,733542900000.0,EVN International Joint Stock Company,Construction & Materials,Heavy Construction,Construction & Materials,EIC
Industrials,215249836.0,215249836.0,08/06/2017 00:00:00,738306937480.0,Everland Group Joint Stock Company,Construction & Materials,Heavy Construction,Construction & Materials,EVG
Industrials,157439005.0,157439005.0,24/07/2012 00:00:00,1470480306700.0,FECON Corporation,Construction & Materials,Heavy Construction,Construction & Materials,FCN
Industrials,101756575.0,101756575.0,26/12/2016 00:00:00,604739325225.0,36 Corporation,Construction & Materials,Heavy Construction,Construction & Materials,G36
Industrials,11500000.0,11500000.0,04/08/2021 00:00:00,105790064000.0,Ha Noi Transport Project Joint Stock Company,Construction & Materials,Heavy Construction,Construction & Materials,GH3
Industrials,2735500.0,2735500.0,28/10/2009 00:00:00,12309750000.0,Thua Thien Hue Construction Transportation Joint Stock Company,Construction & Materials,Heavy Construction,Construction & Materials,GTH
Industrials,28499764.0,28499764.0,21/10/2016 00:00:00,284997640000.0,Saigon Traffic Construction Joint Stock Company,Construction & Materials,Heavy Construction,Construction & Materials,GTS
Industrials,1060000.0,1060000.0,28/04/2011 00:00:00,4770000000.0,HUD101 Construction Joint Stock Company,Construction & Materials,Heavy Construction,Construction & Materials,H11
Industrials,141048000.0,141048000.0,20/10/2016 00:00:00,1015545600000.0,Hanoi Construction Corporation,Construction & Materials,Heavy Construction,Construction & Materials,HAN
Industrials,8000000.0,8000000.0,19/12/2002 00:00:00,54054000000.0,Hacisco Joint Stock Company,Construction & Materials,Heavy Construction,Construction & Materials,HAS
Industrials,274133270.0,274133270.0,27/12/2006 00:00:00,2634420724700.0,Hoa Binh Construction Group Joint Stock Company,Construction & Materials,Heavy Construction,Construction & Materials,HBC
Industrials,8000000.0,8000000.0,06/01/2020 00:00:00,120000000000.0,Hanoi Construction Joint Stock Company No.1,Construction & Materials,Heavy Construction,Construction & Materials,HC1
Industrials,20685717.0,20685717.0,11/07/2017 00:00:00,703314378000.0,HaiPhong Construction Joint Stock Corporation No3,Construction & Materials,Heavy Construction,Construction & Materials,HC3
Industrials,5232000.0,5232000.0,17/09/2010 00:00:00,154344000000.0,Ha Noi Construction Investment Joint Stock Company,Construction & Materials,Heavy Construction,Construction & Materials,HCI
Industrials,4400000.0,4400000.0,14/07/2017 00:00:00,61160000000.0,Vietnam Hydraulic Engineering Consultants Corporation - JSC,Construction & Materials,Heavy Construction,Construction & Materials,HEJ
Industrials,9100000.0,9100000.0,30/03/2017 00:00:00,121940000000.0,Ho Chi Minh City Ferry Bridge Construction Joint Stock Company,Construction & Materials,Heavy Construction,Construction & Materials,HFB
Industrials,267384090.0,267384090.0,18/12/2015 00:00:00,2708679160000.0,Deo Ca Traffic Infrastructure Investment Joint Stock Company,Construction & Materials,Heavy Construction,Construction & Materials,HHV
Industrials,76765032.0,76765032.0,11/07/2016 00:00:00,244085100780.0,Halcom Vietnam Joint Stock Company,Construction & Materials,Heavy Construction,Construction & Materials,HID
Industrials,8800000.0,8800000.0,05/06/2017 00:00:00,260359547200.0,Hochiminh Museum Construction Joint Stock Company,Construction & Materials,Heavy Construction,Construction & Materials,HMS
Industrials,24949200.0,24949200.0,20/12/2010 00:00:00,410414340000.0,IDICO Infrastructure Development Investment Joint Stock Company,Construction & Materials,Heavy Construction,Construction & Materials,HTI
Industrials,10000000.0,10000000.0,03/11/2011 00:00:00,74100000000.0,HUD1 Investment And Construction Joint Stock Company,Construction & Materials,Heavy Construction,Construction & Materials,HU1
Industrials,9999944.0,9999944.0,18/03/2011 00:00:00,57999675200.0,HUD3 Investment and Construction Joint Stock Company,Construction & Materials,Heavy Construction,Construction & Materials,HU3
Industrials,15000000.0,15000000.0,29/01/2016 00:00:00,123210000000.0,HUD4 Investment and Construction Joint Stock Company,Construction & Materials,Heavy Construction,Construction & Materials,HU4
Industrials,22868395.0,22868395.0,26/02/2019 00:00:00,335021986750.0,Thua Thien Hue Construction Joint Stock Company,Construction & Materials,Heavy Construction,Construction & Materials,HUB
