industry,issue_share,listed_value,listing_date,market_cap,name,sector,subsector,supersector,symbol
Consumer Goods,63801489.0,63801489.0,24/03/2021 00:00:00,326025608790.0,Tien Son Thanh Hoa Group Joint Stock Company,Personal Goods,Clothing & Accessories,Personal & Household Goods,AAT
Consumer Goods,43779034.0,43779034.0,29/06/2016 00:00:00,446546146800.0,Damsan Joint Stock Company,Personal Goods,Clothing & Accessories,Personal & Household Goods,ADS
Consumer Goods,4863386.0,4863386.0,10/01/2018 00:00:00,23344252800.0,28.1 Joint Stock Company,Personal Goods,Clothing & Accessories,Personal & Household Goods,AG1
Consumer Goods,12000000.0,12000000.0,06/04/2016 00:00:00,552145418880.0,Protrade Garment Joint Stock Company,Personal Goods,Clothing & Accessories,Personal & Household Goods,BDG
Consumer Goods,5292000.0,5292000.0,25/12/2018 00:00:00,114307200000.0,Binh Minh Garment Joint Stock Company,Personal Goods,Clothing & Accessories,Personal & Household Goods,BMG
Consumer Goods,6825000.0,6825000.0,14/12/2018 00:00:00,210209876800.0,DapCau Garment Corporation Joint Stock Company,Personal Goods,Clothing & Accessories,Personal & Household Goods,DCG
Consumer Goods,15411100.0,15411100.0,15/10/2018 00:00:00,302828115000.0,Det May 7 Joint Stock Company,Personal Goods,Clothing & Accessories,Personal & Household Goods,DM7
Consumer Goods,41979773.0,41979773.0,17/12/2010 00:00:00,610805697150.0,Everpia Joint Stock Company,Personal Goods,Clothing & Accessories,Personal & Household Goods,EVE
Consumer Goods,50000000.0,50000000.0,06/02/2017 00:00:00,79850000000.0,Duc Quan Investment and Development Joint Stock Company,Personal Goods,Clothing & Accessories,Personal & Household Goods,FTM
Consumer Goods,14400000.0,14400000.0,09/03/2015 00:00:00,11592000000.0,Vinh Phuc Textile Investment Joint Stock Company,Personal Goods,Clothing & Accessories,Personal & Household Goods,G20
Consumer Goods,69000000.0,69000000.0,02/01/2002 00:00:00,1355835969900.0,Binh Thanh Import Export Production and Trade Joint Stock Company,Personal Goods,Clothing & Accessories,Personal & Household Goods,GIL
Consumer Goods,33000259.0,33000259.0,22/12/2006 00:00:00,345985489500.0,Garmex Saigon Coporation,Personal Goods,Clothing & Accessories,Personal & Household Goods,GMC
Consumer Goods,5199274.0,5199274.0,18/12/2019 00:00:00,100865915600.0,March 29 Textile Garment Joint Stock Company,Personal Goods,Clothing & Accessories,Personal & Household Goods,HCB
Consumer Goods,15224701.0,15224701.0,21/01/2010 00:00:00,301494753903.0,Hue Textile Garment Joint Stock Company,Personal Goods,Clothing & Accessories,Personal & Household Goods,HDM
Consumer Goods,5500000.0,5500000.0,27/12/2019 00:00:00,101750000000.0,Hoang Thi Loan Textile - Garment Joint Stock Company,Personal Goods,Clothing & Accessories,Personal & Household Goods,HLT
Consumer Goods,23778900.0,23778900.0,12/12/2017 00:00:00,630111700000.0,Huu Nghi Garment Joint Stock Company,Personal Goods,Clothing & Accessories,Personal & Household Goods,HNI
Consumer Goods,20500000.0,20500000.0,19/04/2018 00:00:00,148112500000.0,HaNoi Textile And Garment Joint Stock Corporation,Personal Goods,Clothing & Accessories,Personal & Household Goods,HSM
Consumer Goods,30003075.0,30003075.0,14/06/2017 00:00:00,804622465350.0,Hoa Tho Textile - Garment Joint Sock Corporation,Personal Goods,Clothing & Accessories,Personal & Household Goods,HTG
Consumer Goods,16259725.0,16259725.0,18/12/2017 00:00:00,663396780000.0,Hung Yen Garment Corporation - Joint Stock Company,Personal Goods,Clothing & Accessories,Personal & Household Goods,HUG
Consumer Goods,56881443.0,56881443.0,30/06/2008 00:00:00,162101749950.0,MIRAE Joint Stock Company,Personal Goods,Clothing & Accessories,Personal & Household Goods,KMR
Consumer Goods,7400000.0,7400000.0,18/12/2019 00:00:00,54020000000.0,Leather Footwear and Garment Making Export Corporation,Personal Goods,Clothing & Accessories,Personal & Household Goods,LGM
Consumer Goods,30240000.0,30240000.0,10/01/2018 00:00:00,547339583600.0,Garment 10 Corporation - Joint Stock Company,Personal Goods,Clothing & Accessories,Personal & Household Goods,M10
Consumer Goods,8999622.0,8999622.0,06/11/2017 00:00:00,226511486118.0,Duc Giang Corporation,Personal Goods,Clothing & Accessories,Personal & Household Goods,MGG
Consumer Goods,18200000.0,18200000.0,24/04/2018 00:00:00,429975000000.0,Nha Be Garment Corporation - Joint Stock Company,Personal Goods,Clothing & Accessories,Personal & Household Goods,MNB
Consumer Goods,17107164.0,17107164.0,15/01/2016 00:00:00,15396447600.0,MPT Group Joint Stock Company,Personal Goods,Clothing & Accessories,Personal & Household Goods,MPT
Consumer Goods,75014100.0,75014100.0,28/11/2018 00:00:00,2471714595000.0,Song Hong Garment Joint Stock Company,Personal Goods,Clothing & Accessories,Personal & Household Goods,MSH
Consumer Goods,15639976.0,15639976.0,11/09/2018 00:00:00,122883291432.0,Nam Dinh Textile Garment Joint Stock Corporation,Personal Goods,Clothing & Accessories,Personal & Household Goods,NDT
Consumer Goods,3000000.0,3000000.0,23/12/2020 00:00:00,51300000000.0,Nam Dinh Garment Joint Stock Company,Personal Goods,Clothing & Accessories,Personal & Household Goods,NJC
Consumer Goods,23500000.0,23500000.0,27/12/2017 00:00:00,190350000000.0,Nha Trang Textile & Garment Joint Stock Company,Personal Goods,Clothing & Accessories,Personal & Household Goods,NTT
Consumer Goods,74670891.0,74670891.0,23/08/2017 00:00:00,1457874475884.0,Phong Phu Corporation,Personal Goods,Clothing & Accessories,Personal & Household Goods,PPH
Consumer Goods,4996185.0,4996185.0,04/01/2010 00:00:00,1498855500.0,Phan Thiet Garment Import Export Joint Stock Company,Personal Goods,Clothing & Accessories,Personal & Household Goods,PTG
Consumer Goods,75464700.0,75464700.0,14/09/2021 00:00:00,1406737472700.0,Sai Gon 3 Group Investment Development Joint Stock Company,Personal Goods,Clothing & Accessories,Personal & Household Goods,SGI
Consumer Goods,9500000.0,9500000.0,17/10/2016 00:00:00,307800000000.0,Phu Bai Spinning Joint Stock Company,Personal Goods,Clothing & Accessories,Personal & Household Goods,SPB
Consumer Goods,84363825.0,84363825.0,30/09/2015 00:00:00,2119194332500.0,Century Synthetic Fiber Corporation,Personal Goods,Clothing & Accessories,Personal & Household Goods,STK
Consumer Goods,25800000.0,25800000.0,02/02/2021 00:00:00,83093783080.0,Vu Dang Investment & Trading Joint Stock Company,Personal Goods,Clothing & Accessories,Personal & Household Goods,SVD
Consumer Goods,82047127.0,82047127.0,15/10/2007 00:00:00,4253032536300.0,Thanh Cong Textile Garment Investment Trading Joint Stock Company,Personal Goods,Clothing & Accessories,Personal & Household Goods,TCM
Consumer Goods,23896534.0,23896534.0,18/07/2018 00:00:00,188782618600.0,TDT Investment And Development Joint Stock Company,Personal Goods,Clothing & Accessories,Personal & Household Goods,TDT
Consumer Goods,5702940.0,5702940.0,28/04/2010 00:00:00,172799082000.0,Northern Textiles And Garments Joint Stock Company (TEXTACO),Personal Goods,Clothing & Accessories,Personal & Household Goods,TET
Consumer Goods,3000000.0,3000000.0,25/01/2019 00:00:00,17400000000.0,Thang Loi International Garment Joint Stock Company,Personal Goods,Clothing & Accessories,Personal & Household Goods,TLI
Consumer Goods,100112151.0,100112151.0,22/11/2007 00:00:00,1450625060400.0,TNG Investment And Trading Joint Stock Company,Personal Goods,Clothing & Accessories,Personal & Household Goods,TNG
Consumer Goods,2000000.0,2000000.0,02/02/2010 00:00:00,9555000000.0,Thanh Tri Garment Joint Stock Company,Personal Goods,Clothing & Accessories,Personal & Household Goods,TTG
Consumer Goods,21000000.0,21000000.0,17/07/2017 00:00:00,491400000000.0,Viet Thang Corporation - JSC,Personal Goods,Clothing & Accessories,Personal & Household Goods,TVT
Consumer Goods,2993910.0,2993910.0,15/07/2010 00:00:00,26537397000.0,Vinatex Da Nang Joint Stock Company,Personal Goods,Clothing & Accessories,Personal & Household Goods,VDN
Consumer Goods,44100000.0,44100000.0,10/03/2016 00:00:00,1609650000000.0,Viet Tien Garment Corporation,Personal Goods,Clothing & Accessories,Personal & Household Goods,VGG
Consumer Goods,500000000.0,500000000.0,03/01/2017 00:00:00,5231500000000.0,Vietnam National Textile And Garment Group,Personal Goods,Clothing & Accessories,Personal & Household Goods,VGT
Consumer Goods,3500000.0,3500000.0,17/12/2010 00:00:00,26534530600.0,Textile - Garment Import - Export and Production Joint Stock Company,Personal Goods,Clothing & Accessories,Personal & Household Goods,VTI
Consumer Goods,17250000.0,17250000.0,05/02/2018 00:00:00,136275000000.0,X20 Joint Stock Company,Personal Goods,Clothing & Accessories,Personal & Household Goods,X20
Consumer Goods,5000000.0,5000000.0,09/07/2018 00:00:00,80000000000.0,26 Joint Stock Company,Personal Goods,Clothing & Accessories,Personal & Household Goods,X26
