name,market_cap,sector,symbol,supersector,industry,listing_date,subsector,issue_share,listed_value
Atesco Pharmaceutical Group Joint Stock Company,56000000000.0,Travel & Leisure,ATS,Travel & Leisure,Consumer Services,29/03/2016 00:00:00,Restaurants & Bars,3500000.0,3500000.0
