industry,issue_share,listed_value,listing_date,market_cap,name,sector,subsector,supersector,symbol
Consumer Goods,18200000.0,18200000.0,14/12/2012 00:00:00,174538000000.0,An Giang Import Export Company,Food Producers,Food Products,Food & Beverage,AGM
Consumer Goods,8000000.0,8000000.0,22/12/2016 00:00:00,64000000000.0,An Giang Fruit-Vegetables &amp; Foodstuff Joint Stock Company,Food Producers,Food Products,Food & Beverage,ANT
Consumer Goods,22553997.0,22553997.0,08/06/2017 00:00:00,1422435482796.0,Quang Ngai Agricultural Products And Foodstuff Stock Company,Food Producers,Food Products,Food & Beverage,APF
Consumer Goods,18752687.0,18752687.0,19/12/2001 00:00:00,1044524665900.0,Bibica Corporation,Food Producers,Food Products,Food & Beverage,BBC
Consumer Goods,27830412.0,27830412.0,16/03/2020 00:00:00,1043640450000.0,Bich Chi Food Company,Food Producers,Food Products,Food & Beverage,BCF
Consumer Goods,1750000.0,1750000.0,26/06/2019 00:00:00,48125000000.0,Hanoi Confectionery Joint Stock Company,Food Producers,Food Products,Food & Beverage,BKH
Consumer Goods,4000000.0,4000000.0,10/07/2017 00:00:00,112000000000.0,Binh Dinh Food Joint Stock Company,Food Producers,Food Products,Food & Beverage,BLT
Consumer Goods,24200000.0,24200000.0,06/06/2017 00:00:00,704220000000.0,Vinafood 1 Flour Joint Stock Company,Food Producers,Food Products,Food & Beverage,BMV
Consumer Goods,19999989.0,19999989.0,12/10/2020 00:00:00,284998347000.0,Bao Ngoc Investment Production Corporation,Food Producers,Food Products,Food & Beverage,BNA
Consumer Goods,3550000.0,3550000.0,24/05/2018 00:00:00,42600000000.0,22 Joint Stock Company,Food Producers,Food Products,Food & Beverage,C22
Consumer Goods,5000000.0,5000000.0,22/10/2001 00:00:00,243500000000.0,Halong Canned Food Joint Stock Corporation,Food Producers,Food Products,Food & Beverage,CAN
Consumer Goods,3527925.0,3527925.0,20/06/2017 00:00:00,185921647500.0,Cao Bang Sugar Joint Stock Company,Food Producers,Food Products,Food & Beverage,CBS
Consumer Goods,86600000.0,86600000.0,01/03/2017 00:00:00,1042317600000.0,Cho Lon Investment And Import Export Corporation (CHOLIMEX),Food Producers,Food Products,Food & Beverage,CLX
Consumer Goods,8100000.0,8100000.0,30/11/2016 00:00:00,1579500000000.0,Cholimex Food Joint Stock Company,Food Producers,Food Products,Food & Beverage,CMF
Consumer Goods,56950000.0,56950000.0,08/11/2022 00:00:00,466990000000.0,CAMIMEX JOINT STOCK COMPANY,Food Producers,Food Products,Food & Beverage,CMM
Consumer Goods,4800000.0,4800000.0,10/07/2017 00:00:00,254400000000.0,Colusa - Miliket Foodstuff Joint Stock Company,Food Producers,Food Products,Food & Beverage,CMN
Consumer Goods,29450000.0,29450000.0,03/03/2017 00:00:00,153140000000.0,Ho Chi Minh City Food Joint Stock Company,Food Producers,Food Products,Food & Beverage,FCS
