industry,issue_share,listed_value,listing_date,market_cap,name,sector,subsector,supersector,symbol
Consumer Services,13500000.0,13500000.0,14/04/2010 00:00:00,501525000000.0,Ben Thanh Trading and Service Joint Stock Company,General Retailers,Broadline Retailers,Retail,BTT
Consumer Services,21712440.0,21712440.0,15/06/2018 00:00:00,77187724200.0,CENCON Vietnam Joint Stock Company,General Retailers,Broadline Retailers,Retail,CEN
Consumer Services,18155868.0,18155868.0,21/06/2010 00:00:00,162676577280.0,Ca Mau Trading Joint Stock Company,General Retailers,Broadline Retailers,Retail,CMV
Consumer Services,2288540.0,2288540.0,14/07/2020 00:00:00,2975102000.0,Lang Son Market Joint Stock Company,General Retailers,Broadline Retailers,Retail,DKC
Consumer Services,1270000.0,1270000.0,10/11/2011 00:00:00,10922000000.0,Thanh Ha Production and Import - Export Joint Stock Company,General Retailers,Broadline Retailers,Retail,HFX
Consumer Services,220000000.0,220000000.0,04/05/2018 00:00:00,3189399700000.0,Hanoi Trade Joint Stock Corporation,General Retailers,Broadline Retailers,Retail,HTM
Consumer Services,20000000.0,20000000.0,05/07/2017 00:00:00,26000000000.0,Ha Tay Trading Joint Stock Company,General Retailers,Broadline Retailers,Retail,HTT
Consumer Services,25430000.0,25430000.0,21/09/2017 00:00:00,211069000000.0,Kien Giang Import & Export Joint Stock Company,General Retailers,Broadline Retailers,Retail,KGM
Consumer Services,1500000.0,1500000.0,16/08/2017 00:00:00,24000000000.0,Long Bien Joint Stock Company,General Retailers,Broadline Retailers,Retail,LBC
Consumer Services,15199345.0,15199345.0,24/01/2008 00:00:00,68209080000.0,Petrolimex International Trading Joint Stock Company,General Retailers,Broadline Retailers,Retail,PIT
Consumer Services,9000000.0,9000000.0,05/04/2016 00:00:00,243000000000.0,Phu Nhuan Trading Joint Stock Company,General Retailers,Broadline Retailers,Retail,PNG
Consumer Services,3000000.0,3000000.0,12/11/2013 00:00:00,54810000000.0,Song Da Thanh Hoa Joint Stock Company,General Retailers,Broadline Retailers,Retail,THS
Consumer Services,25350000.0,25350000.0,23/07/2015 00:00:00,35490000000.0,Top One Allot Joint Stock Company,General Retailers,Broadline Retailers,Retail,TOP
