industry,issue_share,listed_value,listing_date,market_cap,name,sector,subsector,supersector,symbol
Consumer Goods,12346411.0,12346411.0,24/09/2009 00:00:00,126981861300.0,Mekong Fisheries Joint Stock Company,Food Producers,Farming & Fishing,Food & Beverage,AAM
Consumer Goods,14387207.0,14387207.0,25/12/2006 00:00:00,408670817900.0,Bentre Aquaproduct Import And Export Joint Stock Company,Food Producers,Farming & Fishing,Food & Beverage,ABT
Consumer Goods,50159019.0,50159019.0,05/09/2007 00:00:00,529177650450.0,Cuu Long An Giang Fish Joint Stock Company,Food Producers,Farming & Fishing,Food & Beverage,ACL
Consumer Goods,28109743.0,28109743.0,02/05/2002 00:00:00,61841434600.0,An Giang Fisheries Import and Export Joint Stock Company,Food Producers,Farming & Fishing,Food & Beverage,AGF
Consumer Goods,127539625.0,127539625.0,07/12/2007 00:00:00,2860377187500.0,Nam Viet Corporation,Food Producers,Farming & Fishing,Food & Beverage,ANV
Consumer Goods,8800000.0,8800000.0,07/06/2019 00:00:00,21120000000.0,Saigon Aquatic Product Trading Joint Stock Company,Food Producers,Farming & Fishing,Food & Beverage,APT
Consumer Goods,336526752.0,336526752.0,18/01/2010 00:00:00,2735962493760.0,Sao Mai Group Corporation,Food Producers,Farming & Fishing,Food & Beverage,ASM
Consumer Goods,11999998.0,11999998.0,08/09/2009 00:00:00,15971997338.0,NTACO Corporation,Food Producers,Farming & Fishing,Food & Beverage,ATA
Consumer Goods,1000000.0,1000000.0,26/09/2016 00:00:00,10500000000.0,Vinacafe Son Thanh Joint Stock Company,Food Producers,Farming & Fishing,Food & Beverage,AUM
Consumer Goods,43338000.0,43338000.0,23/11/2010 00:00:00,26176152000.0,Anvifish Joint Stock Company,Food Producers,Farming & Fishing,Food & Beverage,AVF
Consumer Goods,143520000.0,143520000.0,03/12/2021 00:00:00,2612064000000.0,BAF Vietnam Agriculture Joint Stock Company,Food Producers,Farming & Fishing,Food & Beverage,BAF
Consumer Goods,11500000.0,11500000.0,02/06/2008 00:00:00,36799996800.0,Bac Lieu Fisheries Joint Stock Company,Food Producers,Farming & Fishing,Food & Beverage,BLF
Consumer Goods,8799927.0,8799927.0,01/11/2012 00:00:00,13187153718.0,Cadovimex Seafood Import-Export And Processing Joint Stock Company,Food Producers,Farming & Fishing,Food & Beverage,CAD
Consumer Goods,9748579.0,9748579.0,23/03/2018 00:00:00,173659064276.0,Ca Mau Joint Stock Seafoods Company,Food Producers,Farming & Fishing,Food & Beverage,CAT
Consumer Goods,15092326.0,15092326.0,26/12/2019 00:00:00,235442253431.0,Can Tho Import Export Seafood Joint Stock Company,Food Producers,Farming & Fishing,Food & Beverage,CCA
Consumer Goods,101898990.0,101898990.0,09/11/2010 00:00:00,766280404800.0,CAMIMEX Group Joint Stock Company,Food Producers,Farming & Fishing,Food & Beverage,CMX
Consumer Goods,793917.0,793917.0,09/12/2021 00:00:00,149942864500.0,Nghe An Tea Corporation Joint Stock Company,Food Producers,Farming & Fishing,Food & Beverage,CNA
Consumer Goods,75049936.0,75049936.0,18/08/2020 00:00:00,1538523688000.0,Quang Ninh Port Joint Stock Company,Food Producers,Farming & Fishing,Food & Beverage,CQN
Consumer Goods,62935104.0,62935104.0,05/11/2015 00:00:00,616764019200.0,Travel Investment and Seafood Development Corporation,Food Producers,Farming & Fishing,Food & Beverage,DAT
Consumer Goods,242001859.0,242001859.0,18/03/2008 00:00:00,3424326304850.0,DABACO Group,Food Producers,Farming & Fishing,Food & Beverage,DBC
Consumer Goods,12500000.0,12500000.0,22/11/2021 00:00:00,62500000000.0,Domenal Joint Stock Company,Food Producers,Farming & Fishing,Food & Beverage,DMN
Consumer Goods,65388889.0,65388889.0,07/12/2006 00:00:00,2193797225950.0,Sao Ta Foods Joint Stock Company,Food Producers,Farming & Fishing,Food & Beverage,FMC
Consumer Goods,927467947.0,927467947.0,22/12/2008 00:00:00,7994181819460.0,Hoang Anh Gia Lai Corporation,Food Producers,Farming & Fishing,Food & Beverage,HAG
Consumer Goods,44375385.0,44375385.0,09/09/2009 00:00:00,274197387000.0,HOANG LONG Group,Food Producers,Farming & Fishing,Food & Beverage,HLG
Consumer Goods,1108553895.0,1108553895.0,20/07/2015 00:00:00,4744610670600.0,Hoang Anh Gia Lai Agricultural Joint Stock Company,Food Producers,Farming & Fishing,Food & Beverage,HNG
Consumer Goods,13650000.0,13650000.0,30/07/2015 00:00:00,92820000000.0,HVA Investment Joint Stock Company,Food Producers,Farming & Fishing,Food & Beverage,HVA
Consumer Goods,227038291.0,227038291.0,25/11/2009 00:00:00,340784474791.0,Hung Vuong Corporation,Food Producers,Farming & Fishing,Food & Beverage,HVG
Consumer Goods,12807000.0,12807000.0,18/12/2007 00:00:00,20452779000.0,Investment Commerce Fisheries Corporation,Food Producers,Farming & Fishing,Food & Beverage,ICF
Consumer Goods,227644608.0,227644608.0,30/06/2011 00:00:00,2458561766400.0,I.D.I International Development & Investment Corporation,Food Producers,Farming & Fishing,Food & Beverage,IDI
Consumer Goods,18529939.0,18529939.0,28/11/2017 00:00:00,49104338350.0,ILA Joint Stock Company,Food Producers,Farming & Fishing,Food & Beverage,ILA
Consumer Goods,15322723.0,15322723.0,28/07/2017 00:00:00,16457218134.0,Minh Hai Export Frozen Seafood Processing Joint Stock Company,Food Producers,Farming & Fishing,Food & Beverage,JOS
Consumer Goods,12090969.0,12090969.0,26/12/2017 00:00:00,174109953600.0,Kien Hung Joint Stock Company,Food Producers,Farming & Fishing,Food & Beverage,KHS
Consumer Goods,4000000.0,4000000.0,28/12/2016 00:00:00,47600000000.0,Mitraco Livestock Joint Stock Company,Food Producers,Farming & Fishing,Food & Beverage,MLS
Consumer Goods,399887300.0,399887300.0,16/10/2017 00:00:00,7132389882800.0,Minh Phu Seafood Joint Stock Company,Food Producers,Farming & Fishing,Food & Beverage,MPC
Consumer Goods,2299854.0,2299854.0,06/03/2008 00:00:00,32657926800.0,Ngo Quyen Processing Export Joint Stock Company,Food Producers,Farming & Fishing,Food & Beverage,NGC
Consumer Goods,17586988.0,17586988.0,21/12/2006 00:00:00,1279424764800.0,Vietnam National Seed Group Joint Stock Company,Food Producers,Farming & Fishing,Food & Beverage,NSC
Consumer Goods,10263942.0,10263942.0,30/10/2018 00:00:00,30791826000.0,Dong Nai Agricultural Livestock Product Joint Stock Company,Food Producers,Farming & Fishing,Food & Beverage,NSS
Consumer Goods,300000000.0,300000000.0,07/05/2018 00:00:00,2840100000000.0,Binh Duong Producing and Trading Corporation,Food Producers,Farming & Fishing,Food & Beverage,PRT
Consumer Goods,11812500.0,11812500.0,17/05/2010 00:00:00,174825000000.0,Phu Son LiveStock Joint Stock Company,Food Producers,Farming & Fishing,Food & Beverage,PSL
Consumer Goods,125000000.0,125000000.0,23/12/2016 00:00:00,2717668441500.0,Viet Nam Seaproducts Joint Stock Corporation,Food Producers,Farming & Fishing,Food & Beverage,SEA
Consumer Goods,23485154.0,23485154.0,29/12/2006 00:00:00,302945457600.0,Hung Hau Agricultural Corporation,Food Producers,Farming & Fishing,Food & Beverage,SJ1
Consumer Goods,5000000.0,5000000.0,11/11/2014 00:00:00,75000000000.0,Nam Can Seaproducts Import Export Joint Stock Company,Food Producers,Farming & Fishing,Food & Beverage,SNC
Consumer Goods,12000000.0,12000000.0,22/04/2010 00:00:00,138000000000.0,Danang Seaproducts Import - Export Corporation,Food Producers,Farming & Fishing,Food & Beverage,SPD
Consumer Goods,10000000.0,10000000.0,20/05/2014 00:00:00,135000000000.0,Ha Noi Seaproducts Import Export Joint Stock Corporation,Food Producers,Farming & Fishing,Food & Beverage,SPH
Consumer Goods,10800000.0,10800000.0,14/02/2017 00:00:00,142560000000.0,Special Aquatic Products Joint Stock Company,Food Producers,Farming & Fishing,Food & Beverage,SPV
Consumer Goods,14992367.0,14992367.0,01/03/2005 00:00:00,374927926250.0,Southern Seed Joint-stock Company,Food Producers,Farming & Fishing,Food & Beverage,SSC
Consumer Goods,39600000.0,39600000.0,15/10/2013 00:00:00,130838400000.0,Saigon Sea Products Import Export Joint Stock Corporation,Food Producers,Farming & Fishing,Food & Beverage,SSN
Consumer Goods,78319777.0,78319777.0,20/02/2019 00:00:00,900677435500.0,Trung An Hi-tech Farming Joint Stock Company,Food Producers,Farming & Fishing,Food & Beverage,TAR
Consumer Goods,10000000.0,10000000.0,24/11/2017 00:00:00,50000000000.0,To Chau Joint Stock Company,Food Producers,Farming & Fishing,Food & Beverage,TCJ
Consumer Goods,21611185.0,21611185.0,18/11/2019 00:00:00,216107850000.0,Thuan Phuoc Seafoods and trading corporation,Food Producers,Farming & Fishing,Food & Beverage,THP
Consumer Goods,16160646.0,16160646.0,08/08/2002 00:00:00,22472231600.0,Seafood Joint Stock Company No 4,Food Producers,Farming & Fishing,Food & Beverage,TS4
Consumer Goods,183376956.0,183376956.0,24/12/2007 00:00:00,12616334572800.0,Vinh Hoan Corporation,Food Producers,Farming & Fishing,Food & Beverage,VHC
Consumer Goods,172346173.0,172346173.0,26/10/2015 00:00:00,2503155816652.0,Vietnam LiveStock Corporation,Food Producers,Farming & Fishing,Food & Beverage,VLC
Consumer Goods,8023071.0,8023071.0,08/04/2010 00:00:00,17514363993.0,Viet Viet Nhat Investment Corporation,Food Producers,Farming & Fishing,Food & Beverage,VNH
