industry,issue_share,listed_value,listing_date,market_cap,name,sector,subsector,supersector,symbol
Basic Materials,19000000.0,19000000.0,08/09/2021 00:00:00,90269000000.0,B.C.H Joint Stock Company,Industrial Metals & Mining,Steel,Basic Resources,BCA
Basic Materials,9750948.0,9750948.0,09/08/2010 00:00:00,21588598872.0,Bac Viet Group Joint Stock Company,Industrial Metals & Mining,Steel,Basic Resources,BVG
Basic Materials,43006366.0,43006366.0,28/09/2017 00:00:00,283842015600.0,Cao Bang Cast Iron and Steel Joint Stock Company,Industrial Metals & Mining,Steel,Basic Resources,CBI
Basic Materials,6000000.0,6000000.0,12/01/2017 00:00:00,103800000000.0,Dong Anh C&F Joint Stock Company,Industrial Metals & Mining,Steel,Basic Resources,DFC
Basic Materials,31085257.0,31085257.0,06/05/2015 00:00:00,21915106185.0,Soc Son Development Investment Joint Stock Company,Industrial Metals & Mining,Steel,Basic Resources,DPS
Basic Materials,61435604.0,61435604.0,04/06/2010 00:00:00,1624910371200.0,Dai Thien Loc Corporation,Industrial Metals & Mining,Steel,Basic Resources,DTL
Basic Materials,34459293.0,34459293.0,30/10/2008 00:00:00,20665795800.0,Asia Huu Lien Joint Stock Company,Industrial Metals & Mining,Steel,Basic Resources,HLA
Basic Materials,27299999.0,27299999.0,21/12/2006 00:00:00,268904990150.0,VNSTEEL - Ho Chi Minh City Metal Corporation,Industrial Metals & Mining,Steel,Basic Resources,HMC
Basic Materials,9000000.0,9000000.0,09/09/2016 00:00:00,117900000000.0,VNSTEEL - Hanoi Steel Corporation,Industrial Metals & Mining,Steel,Basic Resources,HMG
Basic Materials,5814785700.0,5814785700.0,15/11/2007 00:00:00,106701317595000.0,Hoa Phat Group Joint Stock Company,Industrial Metals & Mining,Steel,Basic Resources,HPG
Basic Materials,598054986.0,598054986.0,05/12/2008 00:00:00,7057048834800.0,Hoa Sen Group,Industrial Metals & Mining,Steel,Basic Resources,HSG
Basic Materials,15749994.0,15749994.0,27/04/2021 00:00:00,55282478940.0,Ha Noi Iron And Steel Joint Stock Company,Industrial Metals & Mining,Steel,Basic Resources,HSV
Basic Materials,31843305.0,31843305.0,01/10/2012 00:00:00,82792593000.0,Thien Quang Group Joint Stock Company,Industrial Metals & Mining,Steel,Basic Resources,ITQ
Basic Materials,5200000.0,5200000.0,21/08/2008 00:00:00,28598988000.0,Thanh Thai Group Joint Stock Company,Industrial Metals & Mining,Steel,Basic Resources,KKC
Basic Materials,9846562.0,9846562.0,10/08/2009 00:00:00,81726464600.0,Central Vietnam Metal Corporation,Industrial Metals & Mining,Steel,Basic Resources,KMT
Basic Materials,6519500.0,6519500.0,14/01/2015 00:00:00,688646400000.0,Thang Long Metal Wares Joint Stock Company,Industrial Metals & Mining,Steel,Basic Resources,KTL
Basic Materials,49500000.0,49500000.0,14/04/2015 00:00:00,94050000000.0,Kim Vi Stainless Steel Commercial Producing Joint Stock Company,Industrial Metals & Mining,Steel,Basic Resources,KVC
Basic Materials,15000000.0,15000000.0,27/09/2017 00:00:00,117000000000.0,Me Lin Steel Joint Stock Company,Industrial Metals & Mining,Steel,Basic Resources,MEL
Basic Materials,5430923.0,5430923.0,26/11/2009 00:00:00,37020361000.0,Minh Huu Lien Joint Stock Company,Industrial Metals & Mining,Steel,Basic Resources,MHL
Basic Materials,263277806.0,263277806.0,14/01/2011 00:00:00,3264644794400.0,Nam Kim Steel Joint Stock Company,Industrial Metals & Mining,Steel,Basic Resources,NKG
Basic Materials,28049968.0,28049968.0,21/09/2020 00:00:00,131161650368.0,Phuong Anh International Joint Stock Company,Industrial Metals & Mining,Steel,Basic Resources,PAS
Basic Materials,279676336.0,279676336.0,20/04/2010 00:00:00,1531989503000.0,Pomina Steel Corporation,Industrial Metals & Mining,Steel,Basic Resources,POM
Basic Materials,33446675.0,33446675.0,30/11/2016 00:00:00,133452233250.0,Son Ha Sai Gon Joint Stock Company,Industrial Metals & Mining,Steel,Basic Resources,SHA
Basic Materials,162176449.0,162176449.0,30/12/2009 00:00:00,2427863835000.0,Sonha International Corporation,Industrial Metals & Mining,Steel,Basic Resources,SHI
Basic Materials,73678587.0,73678587.0,30/10/2006 00:00:00,739748711850.0,SMC Investment Trading Joint Stock Company,Industrial Metals & Mining,Steel,Basic Resources,SMC
Basic Materials,5501024.0,5501024.0,17/11/2008 00:00:00,21768898800.0,Steel Structure Manufacture Joint Stock Company,Industrial Metals & Mining,Steel,Basic Resources,SSM
Basic Materials,12225393.0,12225393.0,06/10/2011 00:00:00,158930109000.0,VNSTEEL - Thu Duc Steel Joint Stock Company,Industrial Metals & Mining,Steel,Basic Resources,TDS
Basic Materials,184000000.0,184000000.0,24/03/2011 00:00:00,939815301200.0,Thai Nguyen Iron and Steel Joint Stock Corporation,Industrial Metals & Mining,Steel,Basic Resources,TIS
Basic Materials,6315312.0,6315312.0,09/04/2021 00:00:00,79572931200.0,Tung Khanh Trading and Manufacturing Joint Stock Company,Industrial Metals & Mining,Steel,Basic Resources,TKG
Basic Materials,102110621.0,102110621.0,16/03/2010 00:00:00,662697930290.0,Tienlen Steel Corporation Joint Stock Company,Industrial Metals & Mining,Steel,Basic Resources,TLH
Basic Materials,18000000.0,18000000.0,07/02/2017 00:00:00,950400000000.0,ThaiNguyen Non Ferous Metals Joint Stock Company ,Industrial Metals & Mining,Steel,Basic Resources,TMG
Basic Materials,49576264.0,49576264.0,20/07/2005 00:00:00,323449706700.0,Thien Nam Trading Import-Export Joint Stock Company,Industrial Metals & Mining,Steel,Basic Resources,TNA
Basic Materials,14490000.0,14490000.0,16/04/2010 00:00:00,153592696200.0,VNSTEEL - Nha Be Steel Joint Stock Company,Industrial Metals & Mining,Steel,Basic Resources,TNB
Basic Materials,52500000.0,52500000.0,29/05/2017 00:00:00,159075000000.0,Thanh Nam Group Joint Stock Company,Industrial Metals & Mining,Steel,Basic Resources,TNI
Basic Materials,20000000.0,20000000.0,06/01/2017 00:00:00,59500000000.0,Thongnhat Flat Steel Joint Stock Company,Industrial Metals & Mining,Steel,Basic Resources,TNS
Basic Materials,50800000.0,50800000.0,17/05/2017 00:00:00,406400000000.0,Thai Trung Steel Joint Stock Company,Industrial Metals & Mining,Steel,Basic Resources,TTS
Basic Materials,678000000.0,678000000.0,18/01/2016 00:00:00,3497802000000.0,Viet Nam Steel Corporation,Industrial Metals & Mining,Steel,Basic Resources,TVN
Basic Materials,15187322.0,15187322.0,21/02/2011 00:00:00,170098006400.0,VNSTEEL - VICASA Joint Stock Company,Industrial Metals & Mining,Steel,Basic Resources,VCA
