name,market_cap,sector,symbol,supersector,industry,listing_date,subsector,issue_share,listed_value
Friendship Trading - Industrial Joint Stock Company,26776972000.0,Automobiles & Parts,FTI,Automobiles & Parts,Consumer Goods,27/10/2017 00:00:00,Auto Parts,3943710.0,3943710.0
