country,requirement
Afghanistan,visa required
Albania,eVisa
Algeria,visa required
Andorra,visa required
Angola,pre-visa on arrival
Antigua and Barbuda,eVisa
Argentina,visa required
Armenia,eVisa/120 days
Australia,eVisa
Austria,visa required
Azerbaijan,visa on arrival/30 days
Bahamas,visa required
Bahrain,eVisa
Bangladesh,visa required
Barbados,visa-free/90 days
Belarus,visa required
Belgium,visa required
Belize,visa required
Benin,eVisa
Bhutan,visa required
Bolivia,visa on arrival / eVisa/90 days
Bosnia and Herzegovina,visa required
Botswana,eVisa
Brazil,visa required
Brunei,visa-free/14 days
Bulgaria,visa required
Burkina Faso,visa required
Burundi,visa on arrival/30 days
Cambodia,visa-free/30 days
Cameroon,visa required
Canada,visa required
Cape Verde,visa on arrival (EASE)
Central African Republic,visa required
Chad,visa required
Chile,visa-free/90 days
China,visa required
Colombia,eVisa
Comoros,visa on arrival/45 days
Congo,visa required
Congo (Dem. Rep.),eVisa/90 days
Costa Rica,visa required
Cote d'Ivoire (Ivory Coast),pre-enrollment/90 days
Croatia,visa required
Cuba,tourist card/30 days
Cyprus,visa required
Czech Republic,visa required
Denmark,visa required
Djibouti,eVisa
Dominica,visa-free/21 days
Dominican Republic,visa required
Ecuador,eVisa
Egypt,visa required
El Salvador,visa required
Equatorial Guinea,visa required
Eritrea,visa required
Estonia,visa required
Eswatini,visa required
Ethiopia,eVisa/90 days
Fiji,visa required
Finland,visa required
France,visa required
Gabon,eVisa
Gambia,visa required
Georgia,eVisa
Germany,visa required
Ghana,visa required
Greece,visa required
Grenada,visa required
Guatemala,visa required
Guinea,eVisa/90 days
Guinea-Bissau,visa on arrival / eVisa/90 days
Guyana,pre-visa on arrival
Haiti,visa-free/90 days
Honduras,visa required
Hong Kong,visa required
Hungary,visa required
Iceland,visa required
India,eVisa/30 days
Indonesia,visa-free/30 days
Iran,eVisa/30 days
Iraq,visa required
Ireland,visa required
Israel,visa required
Italy,visa required
Jamaica,visa required
Japan,visa required
Jordan,visa required
Kazakhstan,visa-free/30 days
Kenya,eVisa/90 days
Kiribati,visa required
Kosovo,visa required
Kuwait,visa required
Kyrgyzstan,visa-free/60 days
Laos,visa-free/30 days
Latvia,visa required
Lebanon,visa required
Lesotho,eVisa/14 days
Liberia,visa required
Libya,visa required
Liechtenstein,visa required
Lithuania,visa required
Luxembourg,visa required
Macao,COVID-19 ban
Madagascar,visa on arrival / eVisa/90 days
Malawi,visa on arrival / eVisa/30 days
Malaysia,visa-free/30 days
Maldives,visa on arrival/30 days
Mali,visa required
Malta,visa required
Marshall Islands,visa on arrival/90 days
Mauritania,visa on arrival
Mauritius,visa on arrival/60 days
Mexico,visa required
Micronesia,visa-free/30 days
Moldova,eVisa
Monaco,visa required
Mongolia,visa required
Montenegro,visa required
Morocco,visa required
Mozambique,visa on arrival/30 days
Myanmar [Burma],visa-free/14 days
Namibia,visa on arrival/90 days
Nauru,visa required
Nepal,visa on arrival/90 days
Netherlands,visa required
New Zealand,visa required
Nicaragua,visa required
Niger,visa required
Nigeria,pre-visa on arrival
North Korea,visa required
North Macedonia,visa required
Norway,visa required
Oman,eVisa
Pakistan,eVisa
Palau,visa on arrival/30 days
Palestinian Territories,visa-free
Panama,visa-free/90 days
Papua New Guinea,eVisa/30 days
Paraguay,visa required
Peru,visa required
Philippines,visa-free/30 days
Poland,visa required
Portugal,visa required
Qatar,eVisa
Romania,visa required
Russian Federation,visa required
Rwanda,visa on arrival / eVisa/30 days
Saint Kitts and Nevis,eVisa
Saint Lucia,visa on arrival/42 days
Samoa,visa on arrival/60 days
San Marino,visa required
Sao Tome and Principe,eVisa
Saudi Arabia,visa required
Senegal,visa required
Serbia,visa required
Seychelles,tourist registration/90 days
Sierra Leone,visa on arrival/30 days
Singapore,visa-free/30 days
Slovakia,visa required
Slovenia,visa required
Solomon Islands,visa required
Somalia,visa on arrival/30 days
South Africa,visa required
South Korea,visa required
South Sudan,eVisa
Spain,visa required
Sri Lanka,eTA/30 days
St. Vincent and the Grenadines,visa-free/30 days
Sudan,visa required
Suriname,eVisa
Sweden,visa required
Switzerland,visa required
Syria,visa required
Taiwan,eTA/30 days
Tajikistan,visa on arrival / eVisa/45 days
Tanzania,visa on arrival / eVisa
Thailand,visa-free/30 days
Timor-Leste,visa on arrival/30 days
Togo,visa on arrival/7 days
Tonga,visa required
Trinidad and Tobago,visa required
Tunisia,visa required
Turkey,visa required
Turkmenistan,visa required
Tuvalu,visa on arrival/30 days
Uganda,eVisa
Ukraine,visa required
United Arab Emirates,eVisa
United Kingdom,visa required
United States of America,visa required
Uruguay,visa required
Uzbekistan,eVisa/30 days
Vanuatu,visa required
Vatican City,visa required
Venezuela,visa required
Yemen,visa required
Zambia,visa on arrival / eVisa/90 days
Zimbabwe,eVisa
