"id","title","firstName","lastName","name","partyShort","stateAbbreviation","leadershipRole"
"L000428","Senator, 3rd Class","Russell","Long","Russell Long","D","LA",""
"L000504","Senator, 1st Class","Richard","Lugar","Richard Lugar","R","IN",""
"M000053","Senator, 3rd Class","Warren","Magnuson","Warren Magnuson","D","WA",""
"M000241","Senator, 3rd Class","Charles","Mathias","Charles Mathias","R","MD",""
"M000250","Senator, 1st Class","Spark","Matsunaga","Spark Matsunaga","D","HI",""
"M000346","Senator, 2nd Class","James","McClure","James McClure","R","ID",""
"M000452","Senator, 3rd Class","George","McGovern","George McGovern","D","SD",""
"M000635","Senator, 1st Class","John","Melcher","John Melcher","D","MT",""
"M000678","Senator, 1st Class","Howard","Metzenbaum","Howard Metzenbaum","D","OH",""
"M000811","Senator, 1st Class","George","Mitchell","George Mitchell","D","ME",""
"M000956","Senator, 3rd Class","Robert","Morgan","Robert Morgan","D","NC",""
"M001054","Senator, 1st Class","Daniel","Moynihan","Daniel Moynihan","D","NY",""
"M001121","Senator, 1st Class","Edmund","Muskie","Edmund Muskie","D","ME",""
"N000033","Senator, 3rd Class","Gaylord","Nelson","Gaylord Nelson","D","WI",""
"N000171","Senator, 2nd Class","Samuel","Nunn","Samuel Nunn","D","GA",""
"P000009","Senator, 3rd Class","Robert","Packwood","Robert Packwood","R","OR",""
"P000193","Senator, 2nd Class","Claiborne","Pell","Claiborne Pell","D","RI",""
"P000222","Senator, 2nd Class","Charles","Percy","Charles Percy","R","IL",""
"P000513","Senator, 2nd Class","Larry","Pressler","Larry Pressler","R","SD",""
"P000553","Senator, 1st Class","William","Proxmire","William Proxmire","D","WI",""
"P000556","Senator, 2nd Class","David","Pryor","David Pryor","D","AR",""
"R000046","Senator, 2nd Class","Jennings","Randolph","Jennings Randolph","D","WV",""
"R000191","Senator, 3rd Class","Abraham","Ribicoff","Abraham Ribicoff","D","CT",""
"R000249","Senator, 1st Class","Donald","Riegle","Donald Riegle","D","MI",""
"R000460","Senator, 1st Class","William","Roth","William Roth","R","DE",""
"R000497","Senator, 3rd Class","Warren","Rudman","Warren Rudman","R","NH",""
"S000064","Senator, 1st Class","Paul","Sarbanes","Paul Sarbanes","D","MD",""
"S000068","Senator, 1st Class","James","Sasser","James Sasser","D","TN",""
"S000132","Senator, 1st Class","Harrison","Schmitt","Harrison Schmitt","R","NM",""
"S000159","Senator, 3rd Class","Richard","Schweiker","Richard Schweiker","R","PA",""
"S000429","Senator, 2nd Class","Alan","Simpson","Alan Simpson","R","WY",""
"S000776","Senator, 1st Class","Robert","Stafford","Robert Stafford","R","VT",""
"S000852","Senator, 1st Class","John","Stennis","John Stennis","D","MS",""
"S000888","Senator, 2nd Class","Ted","Stevens","Ted Stevens","R","AK",""
"S000890","Senator, 3rd Class","Adlai","Stevenson","Adlai Stevenson","D","IL",""
"S000907","Senator, 3rd Class","Donald","Stewart","Donald Stewart","D","AL",""
"S000962","Senator, 3rd Class","Richard","Stone","Richard Stone","D","FL",""
"T000035","Senator, 3rd Class","Herman","Talmadge","Herman Talmadge","D","GA",""
"T000254","Senator, 2nd Class","Strom","Thurmond","Strom Thurmond","R","SC",""
"T000322","Senator, 2nd Class","John","Tower","John Tower","R","TX",""
"T000393","Senator, 2nd Class","Paul","Tsongas","Paul Tsongas","D","MA",""
"W000092","Senator, 1st Class","Malcolm","Wallop","Malcolm Wallop","R","WY",""
"W000154","Senator, 2nd Class","John","Warner","John Warner","R","VA",""
"W000253","Senator, 1st Class","Lowell","Weicker","Lowell Weicker","R","CT",""
"W000502","Senator, 1st Class","Harrison","Williams","Harrison Williams","D","NJ",""
"Y000047","Senator, 3rd Class","Milton","Young","Milton Young","R","ND",""
"Z000013","Senator, 1st Class","Edward","Zorinsky","Edward Zorinsky","D","NE",""
