"id","name","stateAbbreviation","partyShort","committeeId","committeeName","committeePosition","committeeSide","committeeRank"
"C001063","Henry Cuellar","TX","D","C001063","Committee on Appropriations","member","minority","14"
"P000597","Chellie Pingree","ME","D","P000597","Committee on Appropriations","member","minority","15"
"R000583","Tom Rooney","FL","R","R000583","Committee on Appropriations","member","majority","15"
"Q000023","Mike Quigley","IL","D","Q000023","Committee on Appropriations","member","minority","16"
"F000459","Chuck Fleischmann","TN","R","F000459","Committee on Appropriations","member","majority","16"
"H001056","Jaime Herrera Beutler","WA","R","H001056","Committee on Appropriations","member","majority","17"
"K000381","Derek Kilmer","WA","D","K000381","Committee on Appropriations","member","minority","17"
"J000295","Dave Joyce","OH","R","J000295","Committee on Appropriations","member","majority","18"
"C001090","Matt Cartwright","PA","D","C001090","Committee on Appropriations","member","minority","18"
"M001188","Grace Meng","NY","D","M001188","Committee on Appropriations","member","minority","19"
"V000129","David Valadao","CA","R","V000129","Committee on Appropriations","member","majority","19"
"P000607","Mark Pocan","WI","D","P000607","Committee on Appropriations","member","minority","20"
"H001052","Andy Harris","MD","R","H001052","Committee on Appropriations","member","majority","20"
"R000591","Martha Roby","AL","R","R000591","Committee on Appropriations","member","majority","21"
"C001101","Katherine Clark","MA","D","C001101","Committee on Appropriations","member","minority","21"
"A000369","Mark Amodei","NV","R","A000369","Committee on Appropriations","member","majority","22"
"A000371","Pete Aguilar","CA","D","A000371","Committee on Appropriations","member","minority","22"
"S001192","Chris Stewart","UT","R","S001192","Committee on Appropriations","member","majority","23"
"Y000066","David Young","IA","R","Y000066","Committee on Appropriations","member","majority","24"
"P000601","Steven Palazzo","MS","R","P000601","Committee on Appropriations","member","majority","26"
"N000189","Dan Newhouse","WA","R","N000189","Committee on Appropriations","member","majority","27"
"M001194","John Moolenaar","MI","R","M001194","Committee on Appropriations","member","majority","28"
"T000477","Scott Taylor","VA","R","T000477","Committee on Appropriations","member","majority","29"
"R000609","John Rutherford","FL","R","R000609","Committee on Appropriations","member","majority","30"
"W000799","Tim Walz","MN","D","W000799","Committee on Armed Services","member","minority",""
"S000510","Adam Smith","WA","D","S000510","Committee on Armed Services","member","minority","1"
"T000238","William M. Thornberry","TX","R","T000238","Committee on Armed Services","member","majority","1"
"B001227","Robert A. Brady","PA","D","B001227","Committee on Armed Services","member","minority","2"
"J000255","Walter B. Jones","NC","R","J000255","Committee on Armed Services","member","majority","2"
"W000795","Joe Wilson","SC","R","W000795","Committee on Armed Services","member","majority","3"
"D000598","Susan A. Davis","CA","D","D000598","Committee on Armed Services","member","minority","3"
"L000559","Jim Langevin","RI","D","L000559","Committee on Armed Services","member","minority","4"
"L000554","Frank A. LoBiondo","NJ","R","L000554","Committee on Armed Services","member","majority","4"
"B001250","Rob Bishop","UT","R","B001250","Committee on Armed Services","member","majority","5"
"L000560","Rick Larsen","WA","D","L000560","Committee on Armed Services","member","minority","5"
"T000463","Michael R. Turner","OH","R","T000463","Committee on Armed Services","member","majority","6"
"C000754","Jim Cooper","TN","D","C000754","Committee on Armed Services","member","minority","6"
"B001245","Madeleine Z. Bordallo","GU","D","B001245","Committee on Armed Services","member","minority","7"
"R000575","Mike D. Rogers","AL","R","R000575","Committee on Armed Services","member","majority","7"
"S001154","Bill Shuster","PA","R","S001154","Committee on Armed Services","member","majority","8"
"C001069","Joe Courtney","CT","D","C001069","Committee on Armed Services","member","minority","8"
"T000465","Niki Tsongas","MA","D","T000465","Committee on Armed Services","member","minority","9"
"C001062","K. Michael Conaway","TX","R","C001062","Committee on Armed Services","member","majority","9"
"G000559","John Garamendi","CA","D","G000559","Committee on Armed Services","member","minority","10"
"L000564","Doug Lamborn","CO","R","L000564","Committee on Armed Services","member","majority","10"
"W000804","Robert J. Wittman","VA","R","W000804","Committee on Armed Services","member","majority","11"
"S001175","Jackie Speier","CA","D","S001175","Committee on Armed Services","member","minority","11"
"H001048","Duncan D. Hunter","CA","R","H001048","Committee on Armed Services","member","majority","12"
"V000131","Marc Veasey","TX","D","V000131","Committee on Armed Services","member","minority","12"
"G000571","Tulsi Gabbard","HI","D","G000571","Committee on Armed Services","member","minority","13"
"C001077","Mike Coffman","CO","R","C001077","Committee on Armed Services","member","majority","13"
"H001053","Vicky Hartzler","MO","R","H001053","Committee on Armed Services","member","majority","14"
"O000170","Beto O'Rourke","TX","D","O000170","Committee on Armed Services","member","minority","14"
"S001189","Austin Scott","GA","R","S001189","Committee on Armed Services","member","majority","15"
"N000188","Donald W. Norcross","NJ","D","N000188","Committee on Armed Services","member","minority","15"
"B001274","Mo Brooks","AL","R","B001274","Committee on Armed Services","member","majority","16"
"G000574","Ruben Gallego","AZ","D","G000574","Committee on Armed Services","member","minority","16"
"C001094","Paul Cook","CA","R","C001094","Committee on Armed Services","member","majority","17"
"M001196","Seth Moulton","MA","D","M001196","Committee on Armed Services","member","minority","17"
"H001050","Colleen Hanabusa","HI","D","H001050","Committee on Armed Services","member","minority","18"
"S001170","Carol Shea-Porter","NH","D","S001170","Committee on Armed Services","member","minority","19"
"R000608","Jacky Rosen","NV","D","R000608","Committee on Armed Services","member","minority","20"
"B001289","Bradley Byrne","AL","R","B001289","Committee on Armed Services","member","majority","20"
"M001200","A. Donald McEachin","VA","D","M001200","Committee on Armed Services","member","minority","21"
"G000546","Sam Graves","MO","R","G000546","Committee on Armed Services","member","majority","21"
"S001196","Elise Stefanik","NY","R","S001196","Committee on Armed Services","member","majority","22"
"C001112","Salud Carbajal","CA","D","C001112","Committee on Armed Services","member","minority","22"
"M001197","Martha McSally","AZ","R","M001197","Committee on Armed Services","member","majority","23"
"B001304","Anthony Brown","MD","D","B001304","Committee on Armed Services","member","minority","23"
"K000387","Steve Knight","CA","R","K000387","Committee on Armed Services","member","majority","24"
"M001202","Stephanie Murphy","FL","D","M001202","Committee on Armed Services","member","minority","24"
"R000604","Steve Russell","OK","R","R000604","Committee on Armed Services","member","majority","25"
"K000389","Ro Khanna","CA","D","K000389","Committee on Armed Services","member","minority","25"
"O000171","Tom O'Halleran","AZ","D","O000171","Committee on Armed Services","member","minority","26"
"D000616","Scott DesJarlais","TN","R","D000616","Committee on Armed Services","member","majority","26"
"S001201","Thomas Suozzi","NY","D","S001201","Committee on Armed Services","member","minority","27"
"A000374","Ralph Abraham","LA","R","A000374","Committee on Armed Services","member","majority","27"
"P000613","Jimmy Panetta","CA","D","P000613","Committee on Armed Services","member","minority","28"
"K000388","Trent Kelly","MS","R","K000388","Committee on Armed Services","member","majority","28"
"G000579","Mike Gallagher","WI","R","G000579","Committee on Armed Services","member","majority","29"
"G000578","Matt Gaetz","FL","R","G000578","Committee on Armed Services","member","majority","30"
"B001298","Don Bacon","NE","R","B001298","Committee on Armed Services","member","majority","31"
"B001299","Jim Banks","IN","R","B001299","Committee on Armed Services","member","majority","32"
"C001109","Liz Cheney","WY","R","C001109","Committee on Armed Services","member","majority","33"
"H001071","Jody Hice","GA","R","H001071","Committee on Armed Services","member","majority","34"
"R000604","Steve Russell","OK","R","R000604","Committee on Education and Labor","member","majority",""
"B001293","Mike Bishop","MI","R","B001293","Committee on Education and Labor","member","majority",""
"S000185","Robert C. Scott","VA","D","S000185","Committee on Education and Labor","member","minority","1"
"F000450","Virginia Foxx","NC","R","F000450","Committee on Education and Labor","member","majority","1"
"W000795","Joe Wilson","SC","R","W000795","Committee on Education and Labor","member","majority","2"
"D000598","Susan A. Davis","CA","D","D000598","Committee on Education and Labor","member","minority","2"
"G000551","Raúl M. Grijalva","AZ","D","G000551","Committee on Education and Labor","member","minority","3"
"H001048","Duncan D. Hunter","CA","R","H001048","Committee on Education and Labor","member","majority","3"
"R000582","Phil Roe","TN","R","R000582","Committee on Education and Labor","member","majority","4"
"C001069","Joe Courtney","CT","D","C001069","Committee on Education and Labor","member","minority","4"
"F000455","Marcia L. Fudge","OH","D","F000455","Committee on Education and Labor","member","minority","5"
"T000467","Glenn Thompson","PA","R","T000467","Committee on Education and Labor","member","majority","5"
"W000798","Tim Walberg","MI","R","W000798","Committee on Education and Labor","member","majority","6"
"P000598","Jared Polis","CO","D","P000598","Committee on Education and Labor","member","minority","6"
"G000558","Brett Guthrie","KY","R","G000558","Committee on Education and Labor","member","majority","7"
"S001177","Gregorio Kilili Camacho Sablan","MP","D","S001177","Committee on Education and Labor","member","minority","7"
"R000592","Todd Rokita","IN","R","R000592","Committee on Education and Labor","member","majority","8"
"W000808","Frederica Wilson","FL","D","W000808","Committee on Education and Labor","member","minority","8"
"B001278","Suzanne Bonamici","OR","D","B001278","Committee on Education and Labor","member","minority","9"
"B001269","Lou Barletta","PA","R","B001269","Committee on Education and Labor","member","majority","9"
"M001189","Luke Messer","IN","R","M001189","Committee on Education and Labor","member","majority","10"
"T000472","Mark Takano","CA","D","T000472","Committee on Education and Labor","member","minority","10"
"B001289","Bradley Byrne","AL","R","B001289","Committee on Education and Labor","member","majority","11"
"A000370","Alma Adams","NC","D","A000370","Committee on Education and Labor","member","minority","11"
"B001290","David A. Brat","VA","R","B001290","Committee on Education and Labor","member","majority","12"
"D000623","Mark DeSaulnier","CA","D","D000623","Committee on Education and Labor","member","minority","12"
"G000576","Glenn Grothman","WI","R","G000576","Committee on Education and Labor","member","majority","13"
"N000188","Donald W. Norcross","NJ","D","N000188","Committee on Education and Labor","member","minority","13"
"S001196","Elise Stefanik","NY","R","S001196","Committee on Education and Labor","member","majority","14"
"B001303","Lisa Blunt Rochester","DE","D","B001303","Committee on Education and Labor","member","minority","14"
"A000372","Rick Allen","GA","R","A000372","Committee on Education and Labor","member","majority","15"
"K000391","Raja Krishnamoorthi","IL","D","K000391","Committee on Education and Labor","member","minority","15"
"L000587","Jason Lewis","MN","R","L000587","Committee on Education and Labor","member","majority","16"
"S001170","Carol Shea-Porter","NH","D","S001170","Committee on Education and Labor","member","minority","16"
"E000297","Adriano Espaillat","NY","D","E000297","Committee on Education and Labor","member","minority","17"
"R000607","Francis Rooney","FL","R","R000607","Committee on Education and Labor","member","majority","17"
"G000580","Thomas Garrett","VA","R","G000580","Committee on Education and Labor","member","majority","18"
"S001199","Lloyd Smucker","PA","R","S001199","Committee on Education and Labor","member","majority","19"
"F000465","A. Drew Ferguson","GA","R","F000465","Committee on Education and Labor","member","majority","20"
"E000298","Ron Estes","KS","R","E000298","Committee on Education and Labor","member","majority","21"
"H001078","Karen Handel","GA","R","H001078","Committee on Education and Labor","member","majority","22"
"B001299","Jim Banks","IN","R","B001299","Committee on Education and Labor","member","majority","23"
"P000034","Frank Pallone","NJ","D","P000034","Committee on Energy and Commerce","member","minority","1"
"W000791","Greg Walden","OR","R","W000791","Committee on Energy and Commerce","member","majority","1"
"R000515","Bobby L. Rush","IL","D","R000515","Committee on Energy and Commerce","member","minority","2"
"B000213","Joe L. Barton","TX","R","B000213","Committee on Energy and Commerce","member","majority","2"
"E000215","Anna G. Eshoo","CA","D","E000215","Committee on Energy and Commerce","member","minority","3"
"U000031","Fred Upton","MI","R","U000031","Committee on Energy and Commerce","member","majority","3"
"E000179","Eliot L. Engel","NY","D","E000179","Committee on Energy and Commerce","member","minority","4"
"S000364","John Shimkus","IL","R","S000364","Committee on Energy and Commerce","member","majority","4"
"B001248","Michael C. Burgess","TX","R","B001248","Committee on Energy and Commerce","member","majority","5"
"G000410","Gene Green","TX","D","G000410","Committee on Energy and Commerce","member","minority","5"
"D000197","Diana DeGette","CO","D","D000197","Committee on Energy and Commerce","member","minority","6"
"B001243","Marsha Blackburn","TN","R","B001243","Committee on Energy and Commerce","member","majority","6"
"S001176","Steve Scalise","LA","R","S001176","Committee on Energy and Commerce","member","majority","7"
"D000482","Mike Doyle","PA","D","D000482","Committee on Energy and Commerce","member","minority","7"
"S001145","Jan Schakowsky","IL","D","S001145","Committee on Energy and Commerce","member","minority","8"
"L000566","Robert E. Latta","OH","R","L000566","Committee on Energy and Commerce","member","majority","8"
"M001159","Cathy McMorris Rodgers","WA","R","M001159","Committee on Energy and Commerce","member","majority","9"
"B001251","G. K. Butterfield","NC","D","B001251","Committee on Energy and Commerce","member","minority","9"
"M001163","Doris Matsui","CA","D","M001163","Committee on Energy and Commerce","member","minority","10"
"H001045","Gregg Harper","MS","R","H001045","Committee on Energy and Commerce","member","majority","10"
"L000567","Leonard Lance","NJ","R","L000567","Committee on Energy and Commerce","member","majority","11"
"C001066","Kathy Castor","FL","D","C001066","Committee on Energy and Commerce","member","minority","11"
"G000558","Brett Guthrie","KY","R","G000558","Committee on Energy and Commerce","member","majority","12"
"S001168","John Sarbanes","MD","D","S001168","Committee on Energy and Commerce","member","minority","12"
"M001166","Jerry McNerney","CA","D","M001166","Committee on Energy and Commerce","member","minority","13"
"O000168","Pete Olson","TX","R","O000168","Committee on Energy and Commerce","member","majority","13"
"W000800","Peter Welch","VT","D","W000800","Committee on Energy and Commerce","member","minority","14"
"M001180","David McKinley","WV","R","M001180","Committee on Energy and Commerce","member","majority","14"
"L000570","Ben Ray Luján","NM","D","L000570","Committee on Energy and Commerce","member","minority","15"
"K000378","Adam Kinzinger","IL","R","K000378","Committee on Energy and Commerce","member","majority","15"
"G000568","Morgan Griffith","VA","R","G000568","Committee on Energy and Commerce","member","majority","16"
"T000469","Paul Tonko","NY","D","T000469","Committee on Energy and Commerce","member","minority","16"
"C001067","Yvette D. Clarke","NY","D","C001067","Committee on Energy and Commerce","member","minority","17"
"B001257","Gus Bilirakis","FL","R","B001257","Committee on Energy and Commerce","member","majority","17"
"L000565","Dave Loebsack","IA","D","L000565","Committee on Energy and Commerce","member","minority","18"
"J000292","Bill Johnson","OH","R","J000292","Committee on Energy and Commerce","member","majority","18"
"S001180","Kurt Schrader","OR","D","S001180","Committee on Energy and Commerce","member","minority","19"
"L000576","Billy Long","MO","R","L000576","Committee on Energy and Commerce","member","majority","19"
"B001275","Larry Bucshon","IN","R","B001275","Committee on Energy and Commerce","member","majority","20"
"K000379","Joseph P. Kennedy III","MA","D","K000379","Committee on Energy and Commerce","member","minority","20"
"C001097","Tony Cárdenas","CA","D","C001097","Committee on Energy and Commerce","member","minority","21"
"F000461","Bill Flores","TX","R","F000461","Committee on Energy and Commerce","member","majority","21"
"B001284","Susan Brooks","IN","R","B001284","Committee on Energy and Commerce","member","majority","22"
"R000599","Raul Ruiz","CA","D","R000599","Committee on Energy and Commerce","member","minority","22"
"M001190","Markwayne Mullin","OK","R","M001190","Committee on Energy and Commerce","member","majority","23"
"P000608","Scott Peters","CA","D","P000608","Committee on Energy and Commerce","member","minority","23"
"D000624","Debbie Dingell","MI","D","D000624","Committee on Energy and Commerce","member","minority","24"
"H001067","Richard Hudson","NC","R","H001067","Committee on Energy and Commerce","member","majority","24"
"C001092","Chris Collins","NY","R","C001092","Committee on Energy and Commerce","member","majority","25"
"C001096","Kevin Cramer","ND","R","C001096","Committee on Energy and Commerce","member","majority","26"
"W000798","Tim Walberg","MI","R","W000798","Committee on Energy and Commerce","member","majority","27"
"W000820","Mimi Walters","CA","R","W000820","Committee on Energy and Commerce","member","majority","28"
"C001106","Ryan Costello","PA","R","C001106","Committee on Energy and Commerce","member","majority","29"
"C001103","Buddy Carter","GA","R","C001103","Committee on Energy and Commerce","member","majority","30"
"D000615","Jeffrey Duncan","SC","R","D000615","Committee on Energy and Commerce","member","majority","31"
"B001284","Susan Brooks","IN","R","B001284","Committee on Ethics","member","majority","1"
"D000610","Ted Deutch","FL","D","D000610","Committee on Ethics","member","minority","1"
"C001067","Yvette D. Clarke","NY","D","C001067","Committee on Ethics","member","minority","2"
"M001158","Kenny Marchant","TX","R","M001158","Committee on Ethics","member","majority","2"
"L000567","Leonard Lance","NJ","R","L000567","Committee on Ethics","member","majority","3"
"P000598","Jared Polis","CO","D","P000598","Committee on Ethics","member","minority","3"
"B001304","Anthony Brown","MD","D","B001304","Committee on Ethics","member","minority","4"
"W000820","Mimi Walters","CA","R","W000820","Committee on Ethics","member","majority","4"
"C001068","Steve Cohen","TN","D","C001068","Committee on Ethics","member","minority","5"
"W000187","Maxine Waters","CA","D","W000187","Committee on Financial Services","member","minority","1"
"H001036","Jeb Hensarling","TX","R","H001036","Committee on Financial Services","member","majority","1"
"K000210","Peter T. King","NY","R","K000210","Committee on Financial Services","member","majority","2"
"M000087","Carolyn B. Maloney","NY","D","M000087","Committee on Financial Services","member","minority","2"
"V000081","Nydia M. Velázquez","NY","D","V000081","Committee on Financial Services","member","minority","3"
"R000487","Edward Royce","CA","R","R000487","Committee on Financial Services","member","majority","3"
"L000491","Frank D. Lucas","OK","R","L000491","Committee on Financial Services","member","majority","4"
"S000344","Brad Sherman","CA","D","S000344","Committee on Financial Services","member","minority","4"
"M001137","Gregory W. Meeks","NY","D","M001137","Committee on Financial Services","member","minority","5"
"M001156","Patrick T. McHenry","NC","R","M001156","Committee on Financial Services","member","majority","5"
"P000588","Steve Pearce","NM","R","P000588","Committee on Financial Services","member","majority","6"
"C001037","Michael E. Capuano","MA","D","C001037","Committee on Financial Services","member","minority","6"
"C001049","William Lacy Clay","MO","D","C001049","Committee on Financial Services","member","minority","7"
"P000599","Bill Posey","FL","R","P000599","Committee on Financial Services","member","majority","7"
"L000562","Stephen F. Lynch","MA","D","L000562","Committee on Financial Services","member","minority","8"
"L000569","Blaine Luetkemeyer","MO","R","L000569","Committee on Financial Services","member","majority","8"
"S001157","David Scott","GA","D","S001157","Committee on Financial Services","member","minority","9"
"H001058","Bill Huizenga","MI","R","H001058","Committee on Financial Services","member","majority","9"
"D000614","Sean Duffy","WI","R","D000614","Committee on Financial Services","member","majority","10"
"G000553","Al Green","TX","D","G000553","Committee on Financial Services","member","minority","10"
"S001187","Steve Stivers","OH","R","S001187","Committee on Financial Services","member","majority","11"
"C001061","Emanuel Cleaver II","MO","D","C001061","Committee on Financial Services","member","minority","11"
"M001160","Gwen Moore","WI","D","M001160","Committee on Financial Services","member","minority","12"
"H001059","Randy Hultgren","IL","R","H001059","Committee on Financial Services","member","majority","12"
"E000288","Keith Ellison","MN","D","E000288","Committee on Financial Services","member","minority","13"
"R000593","Dennis Ross","FL","R","R000593","Committee on Financial Services","member","majority","13"
"P000593","Ed Perlmutter","CO","D","P000593","Committee on Financial Services","member","minority","14"
"P000606","Robert Pittenger","NC","R","P000606","Committee on Financial Services","member","majority","14"
"W000812","Ann Wagner","MO","R","W000812","Committee on Financial Services","member","majority","15"
"H001047","Jim Himes","CT","D","H001047","Committee on Financial Services","member","minority","15"
"F000454","Bill Foster","IL","D","F000454","Committee on Financial Services","member","minority","16"
"B001282","Andy Barr","KY","R","B001282","Committee on Financial Services","member","majority","16"
"R000598","Keith Rothfus","PA","R","R000598","Committee on Financial Services","member","majority","17"
"K000380","Dan Kildee","MI","D","K000380","Committee on Financial Services","member","minority","17"
"M001189","Luke Messer","IN","R","M001189","Committee on Financial Services","member","majority","18"
"D000620","John Delaney","MD","D","D000620","Committee on Financial Services","member","minority","18"
"S001191","Kyrsten Sinema","AZ","D","S001191","Committee on Financial Services","member","minority","19"
"T000470","Scott Tipton","CO","R","T000470","Committee on Financial Services","member","majority","19"
"B001281","Joyce Beatty","OH","D","B001281","Committee on Financial Services","member","minority","20"
"W000816","Roger Williams","TX","R","W000816","Committee on Financial Services","member","majority","20"
"H001064","Denny Heck","WA","D","H001064","Committee on Financial Services","member","minority","21"
"P000611","Bruce Poliquin","ME","R","P000611","Committee on Financial Services","member","majority","21"
"L000584","Mia Love","UT","R","L000584","Committee on Financial Services","member","majority","22"
"V000130","Juan Vargas","CA","D","V000130","Committee on Financial Services","member","minority","22"
"G000583","Josh Gottheimer","NJ","D","G000583","Committee on Financial Services","member","minority","23"
"H001072","French Hill","AR","R","H001072","Committee on Financial Services","member","majority","23"
"E000294","Tom Emmer","MN","R","E000294","Committee on Financial Services","member","majority","24"
"G000581","Vicente Gonzalez","TX","D","G000581","Committee on Financial Services","member","minority","24"
"Z000017","Lee Zeldin","NY","R","Z000017","Committee on Financial Services","member","majority","25"
"C001111","Charlie Crist","FL","D","C001111","Committee on Financial Services","member","minority","25"
"K000390","Ruben Kihuen","NV","D","K000390","Committee on Financial Services","member","minority","26"
"T000475","Dave Trott","MI","R","T000475","Committee on Financial Services","member","majority","26"
"L000583","Barry Loudermilk","GA","R","L000583","Committee on Financial Services","member","majority","27"
"M001195","Alex Mooney","WV","R","M001195","Committee on Financial Services","member","majority","28"
"M001193","Tom MacArthur","NJ","R","M001193","Committee on Financial Services","member","majority","29"
"D000626","Warren Davidson","OH","R","D000626","Committee on Financial Services","member","majority","30"
"B001305","Ted Budd","NC","R","B001305","Committee on Financial Services","member","majority","31"
"K000392","David Kustoff","TN","R","K000392","Committee on Financial Services","member","majority","32"
"T000478","Claudia Tenney","NY","R","T000478","Committee on Financial Services","member","majority","33"
"H001074","Trey Hollingsworth","IN","R","H001074","Committee on Financial Services","member","majority","34"
"E000179","Eliot L. Engel","NY","D","E000179","Committee on Foreign Affairs","member","minority","1"
"R000487","Edward Royce","CA","R","R000487","Committee on Foreign Affairs","member","majority","1"
"S000522","Christopher H. Smith","NJ","R","S000522","Committee on Foreign Affairs","member","majority","2"
