number_of_dates,percentage,symbol
0,-1,A32
0,-1,AAS
0,-1,AAT
0,-1,ABB
0,-1,ABS
0,-1,ACG
0,-1,ADG
0,-1,AGE
0,-1,AGG
0,-1,AIC
0,-1,APH
0,-1,APL
0,-1,APT
0,-1,ASG
0,-1,AUM
0,-1,BAF
0,-1,BBH
0,-1,BCA
0,-1,BCB
0,-1,BCF
0,-1,BCV
0,-1,BGW
0,-1,BHG
0,-1,BIG
0,-1,BIO
0,-1,BKG
0,-1,BKH
0,-1,BLN
0,-1,BLW
0,-1,BMG
0,-1,BMS
0,-1,BNA
0,-1,BNW
0,-1,BOT
0,-1,BSA
0,-1,BSC
0,-1,BSD
0,-1,BSH
0,-1,BTB
0,-1,BTG
0,-1,BVB
0,-1,BVL
0,-1,C4G
0,-1,CAB
0,-1,CAR
0,-1,CAT
0,-1,CBI
0,-1,CCA
0,-1,CCT
0,-1,CDP
0,-1,CDR
0,-1,CE1
0,-1,CFM
0,-1,CFV
0,-1,CHC
0,-1,CJC
0,-1,CKA
0,-1,CKG
0,-1,CKV
0,-1,CMD
0,-1,CMK
0,-1,CMP
0,-1,CNA
0,-1,CPA
0,-1,CPH
0,-1,CQN
0,-1,CRC
0,-1,CRE
0,-1,CSI
0,-1,CST
0,-1,CVP
0,-1,DAC
0,-1,DAN
0,-1,DBW
0,-1,DCG
0,-1,DCH
0,-1,DCR
0,-1,DDG
0,-1,DFF
0,-1,DKC
0,-1,DM7
0,-1,DMN
0,-1,DNN
0,-1,DNT
0,-1,DPD
0,-1,DRG
0,-1,DSD
0,-1,DSP
0,-1,DTB
0,-1,DTE
0,-1,DTH
0,-1,DTP
0,-1,DUS
0,-1,DVG
0,-1,DVM
0,-1,DWC
0,-1,DWS
0,-1,DXS
0,-1,E12
0,-1,E29
0,-1,EMG
0,-1,EPC
0,-1,EVF
0,-1,EVS
0,-1,FBA
0,-1,FBC
0,-1,FGL
0,-1,FHN
0,-1,FHS
0,-1,FIC
0,-1,FIR
0,-1,FOC
0,-1,FRC
0,-1,GAB
0,-1,GE2
0,-1,GEE
0,-1,GH3
0,-1,GIC
0,-1,GLC
0,-1,GLW
0,-1,GMA
0,-1,GMH
0,-1,GTD
0,-1,HC1
0,-1,HCB
0,-1,HD6
0,-1,HD8
0,-1,HES
0,-1,HFX
0,-1,HGT
0,-1,HGW
0,-1,HHN
0,-1,HHP
0,-1,HHR
0,-1,HLS
0,-1,HLT
0,-1,HMR
0,-1,HNR
0,-1,HPX
0,-1,HSP
0,-1,HSV
0,-1,HTN
0,-1,HTW
0,-1,HUB
0,-1,HUG
0,-1,HVH
0,-1,HWS
0,-1,IBD
0,-1,IBN
0,-1,ICI
0,-1,ICT
0,-1,IDP
0,-1,ILB
0,-1,ILC
0,-1,IRC
0,-1,ISG
0,-1,JOS
0,-1,KHG
0,-1,KHW
0,-1,KLM
0,-1,KSF
0,-1,KSV
0,-1,KTC
0,-1,L40
0,-1,LCC
0,-1,LCW
0,-1,LDW
0,-1,LG9
0,-1,LGM
0,-1,LMH
0,-1,LNC
0,-1,LPT
0,-1,LQN
0,-1,LSG
0,-1,LWS
0,-1,LYF
0,-1,MA1
0,-1,MBN
0,-1,MCM
0,-1,MDA
0,-1,MDF
0,-1,MED
0,-1,MEF
0,-1,MES
0,-1,MFS
0,-1,MGC
0,-1,MGR
0,-1,MIE
0,-1,MLC
0,-1,MML
0,-1,MND
0,-1,MPY
0,-1,MSB
0,-1,MSH
0,-1,MTB
0,-1,MTC
0,-1,MTL
0,-1,MTS
0,-1,MVN
0,-1,NAB
0,-1,NAP
0,-1,NAU
0,-1,NDT
0,-1,NDW
0,-1,NJC
0,-1,NLS
0,-1,NSL
0,-1,NSS
0,-1,NTF
0,-1,NTH
0,-1,NVP
0,-1,NWT
0,-1,NXT
0,-1,OCB
0,-1,ODE
0,-1,PAI
0,-1,PAP
0,-1,PAS
0,-1,PAT
0,-1,PBC
0,-1,PBT
0,-1,PCF
0,-1,PCH
0,-1,PEG
0,-1,PGB
0,-1,PGN
0,-1,PHN
0,-1,PHS
0,-1,PID
0,-1,PLE
0,-1,PLO
0,-1,PMW
0,-1,PNP
0,-1,PPT
0,-1,PQN
0,-1,PRE
0,-1,PSH
0,-1,PTG
0,-1,PTN
0,-1,PTV
0,-1,PTX
0,-1,PWA
0,-1,PX1
0,-1,PXC
0,-1,QNT
0,-1,QNU
0,-1,QNW
0,-1,QST
0,-1,RBC
0,-1,S27
0,-1,SBR
0,-1,SCG
0,-1,SCV
0,-1,SCY
0,-1,SD1
0,-1,SDX
0,-1,SDY
0,-1,SGB
0,-1,SGI
0,-1,SHE
0,-1,SHX
0,-1,SIG
0,-1,SIP
0,-1,SKN
0,-1,SPH
0,-1,SSB
0,-1,SSG
0,-1,SSH
0,-1,STH
0,-1,STW
0,-1,SVD
0,-1,SVG
0,-1,SZB
0,-1,SZC
0,-1,SZG
0,-1,TAN
0,-1,TAR
0,-1,TAW
0,-1,TBH
0,-1,TBR
0,-1,TBX
0,-1,TCI
0,-1,TCJ
0,-1,TDF
0,-1,TDP
0,-1,TDT
0,-1,TED
0,-1,TET
0,-1,THD
0,-1,THN
0,-1,THP
0,-1,THU
0,-1,TID
0,-1,TIN
0,-1,TKA
0,-1,TKG
0,-1,TLI
0,-1,TN1
0,-1,TNH
0,-1,TNP
0,-1,TOS
0,-1,TOW
0,-1,TQW
0,-1,TR1
0,-1,TRT
0,-1,TS3
0,-1,TSD
0,-1,TTA
0,-1,TTE
0,-1,TTS
0,-1,TV6
0,-1,TVG
0,-1,TVH
0,-1,TVW
0,-1,UCT
0,-1,UDL
0,-1,UMC
0,-1,USD
0,-1,VAB
0,-1,VBB
0,-1,VBG
0,-1,VCE
0,-1,VDB
0,-1,VEA
0,-1,VFS
0,-1,VGI
0,-1,VHE
0,-1,VKP
0,-1,VNX
0,-1,VNY
0,-1,VPA
0,-1,VPW
0,-1,VSE
0,-1,VTD
0,-1,VTK
0,-1,VTM
0,-1,VTP
0,-1,VTQ
0,-1,VTR
0,-1,VTZ
0,-1,VUA
0,-1,VVS
0,-1,VW3
0,-1,VXP
0,-1,VXT
0,-1,WTC
0,-1,X26
0,-1,X77
0,-1,XDH
0,-1,XMC
0,-1,XMD
0,-1,XMP
0,-1,YBC
0,-1,YBM
1,0.0,ABR
1,0.0,BEL
2,0.0,BHK
1,0.0,BHT
1,0.0,BMN
1,0.0,BMV
1,0.0,BT1
1,0.0,C22
1,0.0,CCR
1,0.0,CCV
1,0.0,CEG
1,0.0,CID
2,0.0,CLM
1,0.0,CMF
1,0.0,CMV
1,0.0,CNN
1,0.0,CPI
1,0.0,DAS
1,0.0,DDH
1,0.0,DLR
1,0.0,DLT
1,0.0,DOC
1,0.0,DSG
1,0.0,DTK
1,0.0,DXL
3,0.0,FCC
1,0.0,FCS
1,0.0,FRM
1,0.0,FSO
5,0.0,GCB
2,0.0,HAM
1,0.0,HAN
8,0.0,HEP
3,0.0,HFC
1,0.0,HJC
1,0.0,HPH
1,0.0,HTP
2,0.0,HTR
1,0.0,KGM
1,0.0,KHD
1,0.0,KMT
1,0.0,L12
8,0.0,L62
1,0.0,LAW
1,0.0,LCD
1,0.0,MCI
1,0.0,MQB
1,0.0,MTP
1,0.0,NBT
1,0.0,NDC
1,0.0,NQB
1,0.0,NQT
1,0.0,NTT
1,0.0,POB
1,0.0,PTH
1,0.0,PWS
3,0.0,QLT
1,0.0,S72
2,0.0,SAP
1,0.0,SHG
1,0.0,SPB
1,0.0,SQC
1,0.0,SVH
4,0.0,TA3
1,0.0,TB8
1,0.0,THW
1,0.0,TQN
1,0.0,TSG
1,0.0,TSJ
1,0.0,TTG
1,0.0,TVM
2,0.0,USC
1,0.0,VC5
2,0.0,VIR
1,0.0,VMA
1,0.0,VTI
1,0.0,XLV
16,0.14,SMN
4,0.5,CIP
2,1.25,BKC
8,1.48,SPC
4,1.49,SDN
20,1.53,THB
3,1.55,C92
6,1.63,ACS
6,1.68,VE2
6,1.71,MCC
6,1.72,BTH
7,1.88,CDG
62,1.89,BAB
7,1.93,MEL
6,2.05,AMP
5,2.07,HHV
2,2.17,BBM
21,2.18,NHV
62,2.2,ADS
6,2.25,DOP
34,2.39,MH3
62,2.39,NCT
2,2.42,DID
4,2.64,DNE
50,2.67,NED
5,2.68,STS
62,2.68,VSH
62,2.75,FTM
3,2.83,CTC
12,2.84,EIC
5,2.85,APP
4,2.86,BTV
3,2.88,CDH
59,2.97,KKC
62,2.98,DPR
3,3.0,CTW
61,3.01,SBA
2,3.02,DVW
4,3.04,HLY
7,3.05,BMF
62,3.07,VIP
3,3.09,TH1
16,3.1,MKV
23,3.13,BSQ
62,3.13,VPD
17,3.16,VSF
59,3.27,SMB
58,3.31,KHP
3,3.32,DNC
2,3.33,HMG
62,3.4,DGC
62,3.44,APG
13,3.45,TVA
4,3.46,IST
61,3.48,DSN
2,3.52,GER
5,3.55,TMB
62,3.56,MHC
5,3.56,PPY
55,3.57,NSC
33,3.57,SIV
17,3.58,ONW
12,3.59,SP2
62,3.61,NTL
62,3.61,SJD
62,3.62,NBC
9,3.63,CI5
58,3.63,GMC
3,3.63,PTD
43,3.71,ACE
59,3.71,TCW
51,3.74,AAM
10,3.75,CAD
62,3.77,IBC
62,3.78,BCE
18,3.82,TMC
61,3.83,SBV
62,3.87,CHP
5,3.89,HCT
62,3.95,SHA
51,4.04,PPS
16,4.04,VC6
53,4.07,PGS
62,4.07,TTH
61,4.08,TVN
57,4.1,TC6
3,4.12,SCC
62,4.16,LIG
13,4.17,CMI
34,4.18,SED
25,4.2,SNC
62,4.23,VC3
62,4.3,LIX
59,4.34,SD2
17,4.34,TNW
2,4.35,DP2
62,4.37,PET
62,4.39,DHA
3,4.43,SBM
19,4.44,PVP
59,4.47,KSD
62,4.48,HAP
53,4.48,TLG
5,4.49,AAV
54,4.49,C21
61,4.51,PGC
5,4.51,PIS
62,4.51,STG
59,4.56,SVC
60,4.6,VDP
61,4.62,BCC
62,4.65,CAV
3,4.65,PCT
35,4.67,VNA
34,4.68,GSM
42,4.69,SVI
54,4.7,SAS
42,4.75,DTL
