symbol,percentage,number_of_dates
GMC,24.55,57
ELC,24.56,59
BCG,24.6,59
VHL,24.72,19
SCJ,24.75,23
VHE,24.77,52
LTG,24.78,59
DHP,24.89,29
KVC,25.0,59
SD8,25.0,4
HLS,25.03,9
ACS,25.08,13
SHB,25.18,59
NHA,25.21,57
SDP,25.29,51
VAF,25.31,28
NDC,25.32,12
DC1,25.36,27
SSI,25.37,59
VIG,25.45,59
VEA,25.49,59
VCM,25.51,15
TIG,25.59,59
VIN,25.62,36
API,25.64,39
MGG,25.64,18
PGD,25.7,55
DRI,25.74,59
KKC,25.76,32
ANV,25.81,59
PC1,25.9,59
TCB,26.12,59
GAS,26.15,59
STB,26.16,59
VNG,26.17,59
DMC,26.24,54
HBD,26.26,10
PHS,26.32,11
VCB,26.37,59
CCA,26.42,45
ORS,26.46,55
DIC,26.47,59
BID,26.58,59
CRE,26.61,59
HHG,26.67,55
NHP,26.67,59
NTB,26.67,12
PPI,26.67,59
VNH,26.67,10
DTL,26.7,51
XMC,26.7,37
TEG,26.72,40
FRC,26.74,8
PMG,26.86,59
HTM,26.93,59
RAT,27.0,5
NVT,27.1,51
VNA,27.19,59
PBC,27.24,29
TV2,27.25,58
VHM,27.31,59
NAV,27.37,52
CCL,27.39,59
FMC,27.48,59
AAV,27.51,59
CQT,27.59,6
MBB,27.6,59
DRG,27.65,16
FTM,27.68,59
AGR,27.78,59
BII,27.78,59
LGL,27.83,59
VTX,27.88,9
SAB,27.89,59
TIS,27.94,30
C4G,27.98,59
PVC,27.98,59
CTR,28.04,59
IDI,28.16,59
TTB,28.19,59
PGS,28.29,38
STH,28.35,11
VIC,28.43,59
FIT,28.45,59
LDG,28.47,59
DRC,28.58,59
SKG,28.71,59
OGC,28.77,59
POB,28.8,13
BMI,28.85,59
HCI,28.85,8
VHC,29.02,59
PCG,29.1,15
SBT,29.1,59
BCM,29.12,57
AMV,29.14,59
MML,29.26,58
MST,29.27,59
IJC,29.34,59
TCM,29.44,59
ABR,29.45,35
FLC,29.45,59
PTV,29.47,32
HVG,29.49,59
BSR,29.56,59
PLP,29.57,48
PVT,29.61,59
TTH,29.64,59
HDB,29.69,59
DXG,29.77,59
HCM,29.82,59
CAD,30.0,11
KSH,30.0,12
VTE,30.07,12
VTC,30.15,43
AST,30.25,59
G36,30.39,59
HDG,30.62,59
DNM,30.65,52
HUT,30.83,59
TDH,30.92,59
VRE,31.27,59
IDJ,31.34,59
VEF,31.49,58
JVC,31.54,59
HSG,31.64,59
HVH,31.76,59
PVS,31.83,59
MPT,31.9,59
BVH,31.96,59
BMF,32.1,33
TOP,32.5,59
TGG,32.8,58
HSL,32.89,59
PNJ,32.89,59
NKG,32.92,59
LCG,32.95,59
CEN,32.98,59
V21,32.99,18
ASM,33.26,59
KHL,33.33,11
FRT,33.47,59
SB1,33.73,16
ACM,34.29,59
HBC,34.53,59
MSH,34.56,59
PVD,34.72,59
SPP,34.74,59
MWG,34.76,59
CTN,35.0,4
GVT,36.61,18
CC4,36.74,12
TNG,37.26,59
PTB,37.72,58
VCI,37.79,59
TCH,38.3,59
PVB,38.82,59
ICF,40.0,25
PXS,41.02,57
GAB,44.67,59
MBG,47.45,59
