symbol,percentage,number_of_dates
IDI,19.55,64
SCL,19.57,64
TOP,19.58,13
PND,19.59,23
VIE,19.59,20
DCF,19.62,22
TTB,19.62,64
VCG,19.65,64
BMC,19.76,64
NLG,19.8,64
SKN,19.8,25
BTN,19.81,64
GGG,19.86,13
AAS,19.87,64
DGC,19.87,64
VNX,19.91,15
VQC,19.95,30
SJG,19.97,49
DDM,20.0,13
HTT,20.0,13
S12,20.0,12
TBT,20.0,7
VSG,20.0,12
YBC,20.0,20
HUT,20.03,64
HDA,20.07,64
PWS,20.09,20
VGI,20.11,64
CBS,20.14,63
HQC,20.19,64
MDF,20.23,35
CSC,20.24,64
VIX,20.28,64
BLN,20.3,40
PVD,20.3,64
CMN,20.31,28
VTL,20.36,35
KDH,20.38,64
SDJ,20.39,6
AAT,20.43,64
MH3,20.45,41
MBS,20.49,64
DHD,20.5,21
LMC,20.5,7
HID,20.52,64
MLS,20.53,59
SJC,20.57,13
LGM,20.59,50
QBS,20.63,64
TV6,20.67,50
DRI,20.69,64
QNT,20.71,29
SAC,20.72,38
PXS,20.78,59
KST,20.79,30
SPB,20.79,26
HLA,20.83,13
MIE,20.83,2
LWS,20.86,6
KDM,20.89,10
L14,20.94,64
PGT,20.94,62
BCM,20.95,64
HHV,20.96,64
NAU,21.13,27
DTE,21.16,64
HDC,21.16,64
SDA,21.18,64
DLG,21.26,64
HAX,21.31,64
TNC,21.4,47
BKH,21.43,10
VNS,21.46,64
DSC,21.5,64
TMB,21.54,62
PTL,21.67,64
SGO,21.67,13
X26,21.67,14
TKC,21.7,64
SBR,21.8,23
ICN,21.83,37
IBD,21.91,10
SD3,21.92,62
TVM,21.96,12
HKT,22.05,33
EVS,22.08,64
TNG,22.1,64
ITC,22.13,64
C4G,22.22,64
NWT,22.22,7
PVH,22.22,12
HAG,22.23,64
DNM,22.25,43
BAF,22.3,64
DBM,22.33,15
PVA,22.35,13
DAN,22.38,35
ITA,22.41,64
CTS,22.44,64
HD2,22.54,64
CSI,22.78,64
EME,22.82,14
CX8,22.84,47
SPD,22.89,10
VXB,23.14,11
AVF,23.33,13
SSN,23.41,64
TH1,23.42,10
BMJ,23.5,58
ATG,23.7,13
CEO,23.75,64
LAI,23.76,11
SGD,23.77,30
CTN,23.81,13
CCT,24.07,12
TAW,24.07,9
LHG,24.1,64
HD6,24.13,64
BDB,24.21,16
BII,24.41,64
CT3,24.42,5
SEP,24.45,20
PCH,24.48,45
VBC,24.51,58
PVV,24.55,13
VDN,24.7,23
GIL,24.84,64
NHV,25.26,64
THS,25.37,28
HMH,25.49,54
BAL,25.64,40
VPH,25.7,64
PTE,25.76,8
TST,25.97,15
TGG,26.15,64
SQC,26.46,38
VTX,26.49,25
ILC,26.75,43
BKC,26.82,47
BMF,26.83,16
TBH,26.85,7
PTD,27.13,26
NVB,27.45,64
PBP,27.58,64
BIO,27.62,49
DNT,27.75,14
SPV,27.79,18
TGP,27.87,9
XMD,27.94,63
CMS,28.04,64
EPC,28.09,9
BMN,28.14,27
LMH,28.44,64
TLT,28.62,15
CEN,29.0,64
DZM,29.29,60
MIM,29.39,37
CFV,29.45,36
VTS,29.61,22
DVC,29.71,41
AMD,29.76,64
HAH,29.78,64
BTH,30.13,17
CNN,30.15,36
RGC,30.18,64
TID,30.35,64
FLC,30.38,48
MA1,30.67,16
DXL,30.78,33
LDP,30.98,64
TDC,30.98,64
DVG,31.16,64
HAI,32.48,48
THW,32.6,12
CKG,33.46,64
ART,34.55,64
VHH,35.48,26
AGM,36.16,64
VFC,36.17,29
KLF,37.14,64
CAR,41.07,56
CLM,42.59,51
