issue_share,listing_date,subsector,name,symbol,supersector,market_cap,sector,industry,listed_value
55799445.0,09/03/2012 00:00:00,Marine Transportation,International Gas Product Shipping Joint Stock Company,GSP,Industrial Goods & Services,524514783000.0,Industrial Transportation,Industrials,55799445.0
25109986.0,20/04/2017 00:00:00,Marine Transportation,Phuong Dong Viet Shipping and Logistics Corporation,PDV,Industrial Goods & Services,304877862800.0,Industrial Transportation,Industrials,25109986.0
10000000.0,29/04/2010 00:00:00,Trucking,Indochina Petroleum Transportation Joint Stock Company,PTT,Industrial Goods & Services,82900000000.0,Industrial Transportation,Industrials,10000000.0
94275028.0,20/12/2016 00:00:00,Trucking,Pacific Petroleum Transportation Joint Stock Company,PVP,Industrial Goods & Services,945578530840.0,Industrial Transportation,Industrials,94275028.0
