"symbol","market","name","industry","supersector","sector","subsector","listedDate","issueShare","marketCap","priceChangedFiveDayPercent","priceChangedOneMonthPercent","priceChangedThreeMonthsPercent"
"VNT","HNX","Foreign Trade Forwarding and Transportation Joint Stock Company","Industrials","Industrial Goods & Services","Industrial Transportation","Trucking","2009-08-14","11949005","756433278000","N/A","N/A","N/A"
