issue_share,listing_date,subsector,name,symbol,supersector,market_cap,sector,industry,listed_value
8100000.0,30/11/2016 00:00:00,Food Products,Cholimex Food Joint Stock Company,CMF,Food & Beverage,1377000000000.0,Food Producers,Consumer Goods,8100000.0
30000000.0,25/11/2009 00:00:00,Real Estate Holding & Development,Tan Binh Import - Export Joint Stock Corporation,TIX,Real Estate,960000000000.0,Real Estate Investment & Services,Financials,30000000.0
