issue_share,listing_date,subsector,name,symbol,supersector,market_cap,sector,industry,listed_value
14992367.0,01/03/2005 00:00:00,Farming & Fishing,Southern Seed Joint-stock Company,SSC,Food & Beverage,444604797500.0,Food Producers,Consumer Goods,14992367.0
