issue_share,listing_date,subsector,name,symbol,supersector,market_cap,sector,industry,listed_value
27000000.0,23/11/2011 00:00:00,Gas Distribution,Clean Natural Gas Vietnam Joint Stock Company,CNG,Utilities,719541285450.0,"Gas, Water & Multi-utilities",Utilities,27000000.0
89999025.0,26/11/2009 00:00:00,Gas Distribution,Petro Viet Nam Low Pressure Gas Distribution Joint Stock Company,PGD,Utilities,2483946732000.0,"Gas, Water & Multi-utilities",Utilities,89999025.0
50000000.0,15/11/2007 00:00:00,Gas Distribution,Southern Gas Trading Joint Stock Company,PGS,Utilities,1354967317400.0,"Gas, Water & Multi-utilities",Utilities,50000000.0
21599998.0,24/12/2013 00:00:00,Oil Equipment & Services,PetroVietnam Coating Joint Stock Company,PVB,Oil & Gas,298079972400.0,"Oil Equipment, Services & Distribution",Oil & Gas,21599998.0
36500000.0,07/01/2009 00:00:00,Gas Distribution,Petro Vietnam LPG Joint Stock Company,PVG,Utilities,277400000000.0,"Gas, Water & Multi-utilities",Utilities,36500000.0
