issue_share,listing_date,subsector,name,symbol,supersector,market_cap,sector,industry,listed_value
62935104.0,05/11/2015 00:00:00,Farming & Fishing,Travel Investment and Seafood Development Corporation,DAT,Food & Beverage,645084816000.0,Food Producers,Consumer Goods,62935104.0
227644608.0,30/06/2011 00:00:00,Farming & Fishing,I.D.I International Development & Investment Corporation,IDI,Food & Beverage,2674824144000.0,Food Producers,Consumer Goods,227644608.0
