issue_share,listing_date,subsector,name,symbol,supersector,market_cap,sector,industry,listed_value
4310000.0,18/08/2011 00:00:00,Transportation Services,Da Nang Port Logistics Joint Stock Company,DNL,Industrial Goods & Services,74132000000.0,Industrial Transportation,Industrials,4310000.0
