"symbol","market","name","industry","supersector","sector","subsector","listedDate","issueShare","marketCap","priceChangedFiveDayPercent","priceChangedOneMonthPercent","priceChangedThreeMonthsPercent"
"SCI","HNX","SCI E&amp;C Joint Stock Company","Industrials","Construction & Materials","Construction & Materials","Heavy Construction","2014-06-30","25409847","358278842700","N/A","N/A","N/A"
