issue_share,listing_date,subsector,name,symbol,supersector,market_cap,sector,industry,listed_value
267618324.0,28/03/2016 00:00:00,Investment Services,MB Securities Joint Stock Company,MBS,Financial Services,5099539871800.0,Financial Services,Financials,267618324.0
164450000.0,05/05/2017 00:00:00,Property & Casualty Insurance,Military Insurance Corporation,MIG,Insurance,2425637500000.0,Nonlife Insurance,Financials,164450000.0
