issue_share,listing_date,subsector,name,symbol,supersector,market_cap,sector,industry,listed_value
18471275.0,10/12/2018 00:00:00,Media Agencies,FPT Online Service Joint Stock Company,FOC,Media,2109334596376.0,Media,Consumer Services,18471275.0
328339538.0,13/01/2017 00:00:00,Fixed Line Telecommunications,FPT Telecom,FOX,Telecommunications,19710222466140.0,Fixed Line Telecommunications,Telecommunications,328339538.0
118472535.0,26/04/2018 00:00:00,Specialty Retailers,FPT Digital Retail Joint Stock Company,FRT,Retail,9181621462500.0,General Retailers,Consumer Services,118472535.0
195059951.0,13/01/2017 00:00:00,Investment Services,FPT Securities Joint Stock Company,FTS,Financial Services,4759462804400.0,Financial Services,Financials,195059951.0
