issue_share,listing_date,subsector,name,symbol,supersector,market_cap,sector,industry,listed_value
15053369.0,05/10/2011 00:00:00,Paper,Sai Gon Vien Dong Technology Joint Stock Company,SVT,Basic Resources,175371748850.0,Forestry & Paper,Basic Materials,15053369.0
