issue_share,listing_date,subsector,name,symbol,supersector,market_cap,sector,industry,listed_value
23500000.0,27/12/2017 00:00:00,Clothing & Accessories,Nha Trang Textile &amp; Garment Joint Stock Company,NTT,Personal & Household Goods,277300000000.0,Personal Goods,Consumer Goods,23500000.0
