"id","name","stateAbbreviation","partyShort","committeeId","committeeName","committeePosition","committeeSide","committeeRank"
"O000172","Alexandria Ocasio-Cortez","NY","D","O000172","Committee on Financial Services","member","majority","26"
"G000586","Jesús García","IL","D","G000586","Committee on Financial Services","member","majority","27"
"G000587","Sylvia Garcia","TX","D","G000587","Committee on Financial Services","member","majority","28"
"W000788","Nikema Williams","GA","D","W000788","Committee on Financial Services","member","majority","29"
"A000148","Jake Auchincloss","MA","D","A000148","Committee on Financial Services","member","majority","30"
"M001137","Gregory W. Meeks","NY","D","M001137","Committee on Foreign Affairs","Chairman","majority","1"
"M001157","Michael McCaul","TX","R","M001157","Committee on Foreign Affairs","Ranking Member","minority","1"
"S000344","Brad Sherman","CA","D","S000344","Committee on Foreign Affairs","member","majority","2"
"S000522","Christopher H. Smith","NJ","R","S000522","Committee on Foreign Affairs","member","minority","2"
"S001165","Albio Sires","NJ","D","S001165","Committee on Foreign Affairs","member","majority","3"
"C000266","Steven J. Chabot","OH","R","C000266","Committee on Foreign Affairs","member","minority","3"
"C001078","Gerald E. Connolly","VA","D","C001078","Committee on Foreign Affairs","member","majority","4"
"W000795","Joe Wilson","SC","R","W000795","Committee on Foreign Affairs","member","minority","4"
"P000605","Scott Perry","PA","R","P000605","Committee on Foreign Affairs","member","minority","5"
"B001270","Karen Bass","CA","D","B001270","Committee on Foreign Affairs","member","majority","6"
"I000056","Darrell Issa","CA","R","I000056","Committee on Foreign Affairs","member","minority","6"
"K000375","Bill Keating","MA","D","K000375","Committee on Foreign Affairs","member","majority","7"
"K000378","Adam Kinzinger","IL","R","K000378","Committee on Foreign Affairs","member","minority","7"
"C001084","David Cicilline","RI","D","C001084","Committee on Foreign Affairs","member","majority","8"
"Z000017","Lee Zeldin","NY","R","Z000017","Committee on Foreign Affairs","member","minority","8"
"B001287","Ami Bera","CA","D","B001287","Committee on Foreign Affairs","member","majority","9"
"W000812","Ann Wagner","MO","R","W000812","Committee on Foreign Affairs","member","minority","9"
"C001091","Joaquín Castro","TX","D","C001091","Committee on Foreign Affairs","member","majority","10"
"M001199","Brian Mast","FL","R","M001199","Committee on Foreign Affairs","member","minority","10"
"T000468","Dina Titus","NV","D","T000468","Committee on Foreign Affairs","member","majority","11"
"F000466","Brian Fitzpatrick","PA","R","F000466","Committee on Foreign Affairs","member","minority","11"
"L000582","Ted Lieu","CA","D","L000582","Committee on Foreign Affairs","member","majority","12"
"B001297","Ken Buck","CO","R","B001297","Committee on Foreign Affairs","member","minority","12"
"W000826","Susan Wild","PA","D","W000826","Committee on Foreign Affairs","member","majority","13"
"B001309","Tim Burchett","TN","R","B001309","Committee on Foreign Affairs","member","minority","13"
"P000616","Dean Phillips","MN","D","P000616","Committee on Foreign Affairs","member","majority","14"
"G000590","Mark Green","TN","R","G000590","Committee on Foreign Affairs","member","minority","14"
"O000173","Ilhan Omar","MN","D","O000173","Committee on Foreign Affairs","member","majority","15"
"B001282","Andy Barr","KY","R","B001282","Committee on Foreign Affairs","member","minority","15"
"A000376","Colin Allred","TX","D","A000376","Committee on Foreign Affairs","member","majority","16"
"S001214","Greg Steube","FL","R","S001214","Committee on Foreign Affairs","member","minority","16"
"L000592","Andy Levin","MI","D","L000592","Committee on Foreign Affairs","member","majority","17"
"M001204","Daniel Meuser","PA","R","M001204","Committee on Foreign Affairs","member","minority","17"
"S001209","Abigail Spanberger","VA","D","S001209","Committee on Foreign Affairs","member","majority","18"
"T000478","Claudia Tenney","NY","R","T000478","Committee on Foreign Affairs","member","minority","18"
"H001085","Chrissy Houlahan","PA","D","H001085","Committee on Foreign Affairs","member","majority","19"
"P000048","August Pfluger","TX","R","P000048","Committee on Foreign Affairs","member","minority","19"
"M001203","Tom Malinowski","NJ","D","M001203","Committee on Foreign Affairs","member","majority","20"
"M000317","Nicole Malliotakis","NY","R","M000317","Committee on Foreign Affairs","member","minority","20"
"K000394","Andy Kim","NJ","D","K000394","Committee on Foreign Affairs","member","majority","21"
"M001186","Peter Meijer","MI","R","M001186","Committee on Foreign Affairs","member","minority","21"
"J000305","Sara Jacobs","CA","D","J000305","Committee on Foreign Affairs","member","majority","22"
"J000304","Ronny Jackson","TX","R","J000304","Committee on Foreign Affairs","member","minority","22"
"M001135","Kathy Manning","NC","D","M001135","Committee on Foreign Affairs","member","majority","23"
"K000397","Young Kim","CA","R","K000397","Committee on Foreign Affairs","member","minority","23"
"C001059","Jim Costa","CA","D","C001059","Committee on Foreign Affairs","member","majority","24"
"S000168","Maria Elvira Salazar","FL","R","S000168","Committee on Foreign Affairs","member","minority","24"
"V000130","Juan Vargas","CA","D","V000130","Committee on Foreign Affairs","member","majority","25"
"G000581","Vicente Gonzalez","TX","D","G000581","Committee on Foreign Affairs","member","majority","26"
"S001190","Brad Schneider","IL","D","S001190","Committee on Foreign Affairs","member","majority","27"
"T000193","Bennie Thompson","MS","D","T000193","Committee on Homeland Security","Chairman","majority","1"
"K000386","John Katko","NY","R","K000386","Committee on Homeland Security","Ranking Member","minority","1"
"J000032","Sheila Jackson Lee","TX","D","J000032","Committee on Homeland Security","member","majority","2"
"M001157","Michael McCaul","TX","R","M001157","Committee on Homeland Security","member","minority","2"
"L000559","Jim Langevin","RI","D","L000559","Committee on Homeland Security","member","majority","3"
"H001077","Clay Higgins","LA","R","H001077","Committee on Homeland Security","member","minority","3"
"P000604","Donald M. Payne Jr.","NJ","D","P000604","Committee on Homeland Security","member","majority","4"
"G000591","Michael Guest","MS","R","G000591","Committee on Homeland Security","member","minority","4"
"C001110","J. Luis Correa","CA","D","C001110","Committee on Homeland Security","member","majority","5"
"B001311","Dan Bishop","NC","R","B001311","Committee on Homeland Security","member","minority","5"
"S001208","Elissa Slotkin","MI","D","S001208","Committee on Homeland Security","member","majority","6"
"V000133","Jefferson Van Drew","NJ","R","V000133","Committee on Homeland Security","member","minority","6"
"C001061","Emanuel Cleaver II","MO","D","C001061","Committee on Homeland Security","member","majority","7"
"N000190","Ralph Norman","SC","R","N000190","Committee on Homeland Security","member","minority","7"
"G000553","Al Green","TX","D","G000553","Committee on Homeland Security","member","majority","8"
"M001215","Mariannette Miller-Meeks","IA","R","M001215","Committee on Homeland Security","member","minority","8"
"C001067","Yvette D. Clarke","NY","D","C001067","Committee on Homeland Security","member","majority","9"
"H001086","Diana Harshbarger","TN","R","H001086","Committee on Homeland Security","member","minority","9"
"S001193","Eric Swalwell","CA","D","S001193","Committee on Homeland Security","member","majority","10"
"C001116","Andrew Clyde","GA","R","C001116","Committee on Homeland Security","member","minority","10"
"T000468","Dina Titus","NV","D","T000468","Committee on Homeland Security","member","majority","11"
"G000593","Carlos Giménez","FL","R","G000593","Committee on Homeland Security","member","minority","11"
"W000822","Bonnie Watson Coleman","NJ","D","W000822","Committee on Homeland Security","member","majority","12"
"L000266","Jake LaTurner","KS","R","L000266","Committee on Homeland Security","member","minority","12"
"R000602","Kathleen Rice","NY","D","R000602","Committee on Homeland Security","member","majority","13"
"M001186","Peter Meijer","MI","R","M001186","Committee on Homeland Security","member","minority","13"
"D000627","Val Demings","FL","D","D000627","Committee on Homeland Security","member","majority","14"
"C001039","Kat Cammack","FL","R","C001039","Committee on Homeland Security","member","minority","14"
"B001300","Nanette Barragán","CA","D","B001300","Committee on Homeland Security","member","majority","15"
"P000048","August Pfluger","TX","R","P000048","Committee on Homeland Security","member","minority","15"
"G000583","Josh Gottheimer","NJ","D","G000583","Committee on Homeland Security","member","majority","16"
"G000597","Andrew Garbarino","NY","R","G000597","Committee on Homeland Security","member","minority","16"
"L000591","Elaine Luria","VA","D","L000591","Committee on Homeland Security","member","majority","17"
"M001203","Tom Malinowski","NJ","D","M001203","Committee on Homeland Security","member","majority","18"
"T000486","Ritchie Torres","NY","D","T000486","Committee on Homeland Security","member","majority","19"
"G000551","Raúl M. Grijalva","AZ","D","G000551","Committee on Natural Resources","Chairman","majority","1"
"W000821","Bruce Westerman","AR","R","W000821","Committee on Natural Resources","Ranking Member","minority","1"
"N000179","Grace F. Napolitano","CA","D","N000179","Committee on Natural Resources","member","majority","2"
"C001059","Jim Costa","CA","D","C001059","Committee on Natural Resources","member","majority","3"
"G000552","Louie Gohmert","TX","R","G000552","Committee on Natural Resources","member","minority","3"
"S001177","Gregorio Kilili Camacho Sablan","MP","D","S001177","Committee on Natural Resources","member","majority","4"
"L000564","Doug Lamborn","CO","R","L000564","Committee on Natural Resources","member","minority","4"
"H001068","Jared Huffman","CA","D","H001068","Committee on Natural Resources","member","majority","5"
"W000804","Robert J. Wittman","VA","R","W000804","Committee on Natural Resources","member","minority","5"
"L000579","Alan Lowenthal","CA","D","L000579","Committee on Natural Resources","member","majority","6"
"M001177","Tom McClintock","CA","R","M001177","Committee on Natural Resources","member","minority","6"
"G000574","Ruben Gallego","AZ","D","G000574","Committee on Natural Resources","member","majority","7"
"G000565","Paul Gosar","AZ","R","G000565","Committee on Natural Resources","member","minority","7"
"N000191","Joe Neguse","CO","D","N000191","Committee on Natural Resources","member","majority","8"
"G000577","Garret Graves","LA","R","G000577","Committee on Natural Resources","member","minority","8"
"L000593","Mike Levin","CA","D","L000593","Committee on Natural Resources","member","majority","9"
"H001071","Jody Hice","GA","R","H001071","Committee on Natural Resources","member","minority","9"
"P000618","Katie Porter","CA","D","P000618","Committee on Natural Resources","member","majority","10"
"R000600","Amata Coleman Radewagen","AS","R","R000600","Committee on Natural Resources","member","minority","10"
"L000273","Teresa Leger Fernandez","NM","D","L000273","Committee on Natural Resources","member","majority","11"
"W000806","Daniel Webster","FL","R","W000806","Committee on Natural Resources","member","minority","11"
"V000081","Nydia M. Velázquez","NY","D","V000081","Committee on Natural Resources","member","majority","12"
"G000582","Jenniffer González-Colón","PR","R","G000582","Committee on Natural Resources","member","minority","12"
"D000197","Diana DeGette","CO","D","D000197","Committee on Natural Resources","member","majority","13"
"F000469","Russ Fulcher","ID","R","F000469","Committee on Natural Resources","member","minority","13"
"B001285","Julia Brownley","CA","D","B001285","Committee on Natural Resources","member","majority","14"
"S001212","Pete Stauber","MN","R","S001212","Committee on Natural Resources","member","minority","14"
"D000624","Debbie Dingell","MI","D","D000624","Committee on Natural Resources","member","majority","15"
"T000165","Tom Tiffany","WI","R","T000165","Committee on Natural Resources","member","minority","15"
"M001200","A. Donald McEachin","VA","D","M001200","Committee on Natural Resources","member","majority","16"
"C001054","Jerry Carl","AL","R","C001054","Committee on Natural Resources","member","minority","16"
"S001200","Darren Soto","FL","D","S001200","Committee on Natural Resources","member","majority","17"
"R000103","Matt Rosendale","MT","R","R000103","Committee on Natural Resources","member","minority","17"
"S001204","Michael San Nicolas","GU","D","S001204","Committee on Natural Resources","member","majority","18"
"M001213","Blake Moore","UT","R","M001213","Committee on Natural Resources","member","minority","18"
"G000586","Jesús García","IL","D","G000586","Committee on Natural Resources","member","majority","19"
"H001084","Yvette Herrell","NM","R","H001084","Committee on Natural Resources","member","minority","19"
"C001055","Ed Case","HI","D","C001055","Committee on Natural Resources","member","majority","20"
"B000825","Lauren Boebert","CO","R","B000825","Committee on Natural Resources","member","minority","20"
"M001143","Betty McCollum","MN","D","M001143","Committee on Natural Resources","member","majority","21"
"O000019","Jay Obernolte","CA","R","O000019","Committee on Natural Resources","member","minority","21"
"C001068","Steve Cohen","TN","D","C001068","Committee on Natural Resources","member","majority","22"
"B000668","Cliff Bentz","OR","R","B000668","Committee on Natural Resources","member","minority","22"
"T000469","Paul Tonko","NY","D","T000469","Committee on Natural Resources","member","majority","23"
"T000481","Rashida Tlaib","MI","D","T000481","Committee on Natural Resources","member","majority","24"
"M001163","Doris Matsui","CA","D","M001163","Committee on Natural Resources","member","majority","25"
"T000482","Lori Trahan","MA","D","T000482","Committee on Natural Resources","member","majority","26"
"M000087","Carolyn B. Maloney","NY","D","M000087","Committee on Oversight and Reform","Chairman","majority","1"
"C001108","James Comer","KY","R","C001108","Committee on Oversight and Reform","Ranking Member","minority","1"
"N000147","Eleanor Holmes Norton","DC","D","N000147","Committee on Oversight and Reform","member","majority","2"
"J000289","Jim Jordan","OH","R","J000289","Committee on Oversight and Reform","member","minority","2"
"L000562","Stephen F. Lynch","MA","D","L000562","Committee on Oversight and Reform","member","majority","3"
"G000565","Paul Gosar","AZ","R","G000565","Committee on Oversight and Reform","member","minority","3"
"C000754","Jim Cooper","TN","D","C000754","Committee on Oversight and Reform","member","majority","4"
"F000450","Virginia Foxx","NC","R","F000450","Committee on Oversight and Reform","member","minority","4"
"C001078","Gerald E. Connolly","VA","D","C001078","Committee on Oversight and Reform","member","majority","5"
"H001071","Jody Hice","GA","R","H001071","Committee on Oversight and Reform","member","minority","5"
"K000391","Raja Krishnamoorthi","IL","D","K000391","Committee on Oversight and Reform","member","majority","6"
"G000576","Glenn Grothman","WI","R","G000576","Committee on Oversight and Reform","member","minority","6"
"R000606","Jamie Raskin","MD","D","R000606","Committee on Oversight and Reform","member","majority","7"
"C001115","Michael Cloud","TX","R","C001115","Committee on Oversight and Reform","member","minority","7"
"K000389","Ro Khanna","CA","D","K000389","Committee on Oversight and Reform","member","majority","8"
"G000563","Bob Gibbs","OH","R","G000563","Committee on Oversight and Reform","member","minority","8"
"M000687","Kweisi Mfume","MD","D","M000687","Committee on Oversight and Reform","member","majority","9"
"H001077","Clay Higgins","LA","R","H001077","Committee on Oversight and Reform","member","minority","9"
"O000172","Alexandria Ocasio-Cortez","NY","D","O000172","Committee on Oversight and Reform","member","majority","10"
"N000190","Ralph Norman","SC","R","N000190","Committee on Oversight and Reform","member","minority","10"
"T000481","Rashida Tlaib","MI","D","T000481","Committee on Oversight and Reform","member","majority","11"
"S000250","Pete Sessions","TX","R","S000250","Committee on Oversight and Reform","member","minority","11"
"P000618","Katie Porter","CA","D","P000618","Committee on Oversight and Reform","member","majority","12"
"K000395","Fred Keller","PA","R","K000395","Committee on Oversight and Reform","member","minority","12"
"B001224","Cori Bush","MO","D","B001224","Committee on Oversight and Reform","member","majority","13"
"B001302","Andy Biggs","AZ","R","B001302","Committee on Oversight and Reform","member","minority","13"
"D000096","Danny K. Davis","IL","D","D000096","Committee on Oversight and Reform","member","majority","14"
"C001116","Andrew Clyde","GA","R","C001116","Committee on Oversight and Reform","member","minority","14"
"W000797","Debbie Wasserman Schultz","FL","D","W000797","Committee on Oversight and Reform","member","majority","15"
"M000194","Nancy Mace","SC","R","M000194","Committee on Oversight and Reform","member","minority","15"
"W000800","Peter Welch","VT","D","W000800","Committee on Oversight and Reform","member","majority","16"
"F000472","Scott Franklin","FL","R","F000472","Committee on Oversight and Reform","member","minority","16"
"J000288","Hank Johnson","GA","D","J000288","Committee on Oversight and Reform","member","majority","17"
"L000266","Jake LaTurner","KS","R","L000266","Committee on Oversight and Reform","member","minority","17"
"S001168","John Sarbanes","MD","D","S001168","Committee on Oversight and Reform","member","majority","18"
"F000246","Pat Fallon","TX","R","F000246","Committee on Oversight and Reform","member","minority","18"
"S001175","Jackie Speier","CA","D","S001175","Committee on Oversight and Reform","member","majority","19"
"H001084","Yvette Herrell","NM","R","H001084","Committee on Oversight and Reform","member","minority","19"
"K000385","Robin Kelly","IL","D","K000385","Committee on Oversight and Reform","member","majority","20"
"D000032","Byron Donalds","FL","R","D000032","Committee on Oversight and Reform","member","minority","20"
"L000581","Brenda Lawrence","MI","D","L000581","Committee on Oversight and Reform","member","majority","21"
"D000623","Mark DeSaulnier","CA","D","D000623","Committee on Oversight and Reform","member","majority","22"
"G000585","Jimmy Gomez","CA","D","G000585","Committee on Oversight and Reform","member","majority","23"
"P000617","Ayanna Pressley","MA","D","P000617","Committee on Oversight and Reform","member","majority","24"
"M000312","Jim McGovern","MA","D","M000312","Committee on Rules","Chairman","majority","1"
"C001053","Tom Cole","OK","R","C001053","Committee on Rules","Ranking Member","minority","1"
"B001248","Michael C. Burgess","TX","R","B001248","Committee on Rules","member","minority","2"
"L000589","Debbie Lesko","AZ","R","L000589","Committee on Rules","member","minority","3"
"T000474","Norma Torres","CA","D","T000474","Committee on Rules","member","majority","3"
"R000610","Guy Reschenthaler","PA","R","R000610","Committee on Rules","member","minority","3"
"P000593","Ed Perlmutter","CO","D","P000593","Committee on Rules","member","majority","4"
"F000470","Michelle Fischbach","MN","R","F000470","Committee on Rules","member","minority","4"
"R000606","Jamie Raskin","MD","D","R000606","Committee on Rules","member","majority","5"
"S001205","Mary Gay Scanlon","PA","D","S001205","Committee on Rules","member","majority","6"
"M001206","Joe Morelle","NY","D","M001206","Committee on Rules","member","majority","7"
"D000623","Mark DeSaulnier","CA","D","D000623","Committee on Rules","member","majority","8"
"R000305","Deborah Ross","NC","D","R000305","Committee on Rules","member","majority","9"
"J000126","Eddie Bernice Johnson","TX","D","J000126","Committee on Science, Space, and Technology","Chairman","majority","1"
"L000491","Frank D. Lucas","OK","R","L000491","Committee on Science, Space, and Technology","Ranking Member","minority","1"
"L000397","Zoe Lofgren","CA","D","L000397","Committee on Science, Space, and Technology","member","majority","2"
"B001274","Mo Brooks","AL","R","B001274","Committee on Science, Space, and Technology","member","minority","2"
"B001278","Suzanne Bonamici","OR","D","B001278","Committee on Science, Space, and Technology","member","majority","3"
"P000599","Bill Posey","FL","R","P000599","Committee on Science, Space, and Technology","member","minority","3"
"B001287","Ami Bera","CA","D","B001287","Committee on Science, Space, and Technology","member","majority","4"
"W000814","Randy Weber","TX","R","W000814","Committee on Science, Space, and Technology","member","minority","4"
"S001215","Haley Stevens","MI","D","S001215","Committee on Science, Space, and Technology","member","majority","5"
"B001291","Brian Babin","TX","R","B001291","Committee on Science, Space, and Technology","member","minority","5"
"S001207","Mikie Sherrill","NJ","D","S001207","Committee on Science, Space, and Technology","member","majority","6"
"G000588","Anthony Gonzalez","OH","R","G000588","Committee on Science, Space, and Technology","member","minority","6"
"B001223","Jamaal Bowman","NY","D","B001223","Committee on Science, Space, and Technology","member","majority","7"
"W000823","Michael Waltz","FL","R","W000823","Committee on Science, Space, and Technology","member","minority","7"
"S000344","Brad Sherman","CA","D","S000344","Committee on Science, Space, and Technology","member","majority","8"
"B001307","James Baird","IN","R","B001307","Committee on Science, Space, and Technology","member","minority","8"
"P000593","Ed Perlmutter","CO","D","P000593","Committee on Science, Space, and Technology","member","majority","9"
"S000250","Pete Sessions","TX","R","S000250","Committee on Science, Space, and Technology","member","minority","9"
"M001166","Jerry McNerney","CA","D","M001166","Committee on Science, Space, and Technology","member","majority","10"
"W000806","Daniel Webster","FL","R","W000806","Committee on Science, Space, and Technology","member","minority","10"
"T000469","Paul Tonko","NY","D","T000469","Committee on Science, Space, and Technology","member","majority","11"
"G000061","Mike Garcia","CA","R","G000061","Committee on Science, Space, and Technology","member","minority","11"
"F000454","Bill Foster","IL","D","F000454","Committee on Science, Space, and Technology","member","majority","12"
"B000740","Stephanie Bice","OK","R","B000740","Committee on Science, Space, and Technology","member","minority","12"
"N000188","Donald W. Norcross","NJ","D","N000188","Committee on Science, Space, and Technology","member","majority","13"
"K000397","Young Kim","CA","R","K000397","Committee on Science, Space, and Technology","member","minority","13"
"B001292","Donald Beyer","VA","D","B001292","Committee on Science, Space, and Technology","member","majority","14"
"F000446","Randy Feenstra","IA","R","F000446","Committee on Science, Space, and Technology","member","minority","14"
"L000266","Jake LaTurner","KS","R","L000266","Committee on Science, Space, and Technology","member","minority","15"
"C001117","Sean Casten","IL","D","C001117","Committee on Science, Space, and Technology","member","majority","16"
"G000593","Carlos Giménez","FL","R","G000593","Committee on Science, Space, and Technology","member","minority","16"
"L000588","Conor Lamb","PA","D","L000588","Committee on Science, Space, and Technology","member","majority","17"
"O000019","Jay Obernolte","CA","R","O000019","Committee on Science, Space, and Technology","member","minority","17"
"R000305","Deborah Ross","NC","D","R000305","Committee on Science, Space, and Technology","member","majority","18"
"M001186","Peter Meijer","MI","R","M001186","Committee on Science, Space, and Technology","member","minority","18"
"M001160","Gwen Moore","WI","D","M001160","Committee on Science, Space, and Technology","member","majority","19"
"K000380","Dan Kildee","MI","D","K000380","Committee on Science, Space, and Technology","member","majority","20"
"W000826","Susan Wild","PA","D","W000826","Committee on Science, Space, and Technology","member","majority","21"
"F000468","Lizzie Fletcher","TX","D","F000468","Committee on Science, Space, and Technology","member","majority","22"
"L000569","Blaine Luetkemeyer","MO","R","L000569","Committee on Small Business","Ranking Member","minority","1"
"V000081","Nydia M. Velázquez","NY","D","V000081","Committee on Small Business","Chairman","majority","1"
"G000592","Jared Golden","ME","D","G000592","Committee on Small Business","member","majority","2"
"S001212","Pete Stauber","MN","R","S001212","Committee on Small Business","member","minority","3"
"C001121","Jason Crow","CO","D","C001121","Committee on Small Business","member","majority","3"
"W000816","Roger Williams","TX","R","W000816","Committee on Small Business","member","minority","4"
"D000629","Sharice Davids","KS","D","D000629","Committee on Small Business","member","majority","4"
"M001204","Daniel Meuser","PA","R","M001204","Committee on Small Business","member","minority","5"
"M000687","Kweisi Mfume","MD","D","M000687","Committee on Small Business","member","majority","5"
"T000478","Claudia Tenney","NY","R","T000478","Committee on Small Business","member","minority","6"
"P000616","Dean Phillips","MN","D","P000616","Committee on Small Business","member","majority","6"
"G000597","Andrew Garbarino","NY","R","G000597","Committee on Small Business","member","minority","7"
"N000192","Marie Newman","IL","D","N000192","Committee on Small Business","member","majority","7"
"K000397","Young Kim","CA","R","K000397","Committee on Small Business","member","minority","8"
"B001312","Carolyn Bourdeaux","GA","D","B001312","Committee on Small Business","member","majority","8"
"V000134","Beth Van Duyne","TX","R","V000134","Committee on Small Business","member","minority","9"
"C001080","Judy Chu","CA","D","C001080","Committee on Small Business","member","majority","9"
"D000032","Byron Donalds","FL","R","D000032","Committee on Small Business","member","minority","10"
"P000608","Scott Peters","CA","D","P000608","Committee on Small Business","member","majority","10"
"S000168","Maria Elvira Salazar","FL","R","S000168","Committee on Small Business","member","minority","11"
"E000296","Dwight Evans","PA","D","E000296","Committee on Small Business","member","majority","11"
"F000471","Scott Fitzgerald","WI","R","F000471","Committee on Small Business","member","minority","12"
"H001085","Chrissy Houlahan","PA","D","H001085","Committee on Small Business","member","majority","13"
"K000394","Andy Kim","NJ","D","K000394","Committee on Small Business","member","majority","14"
"C001119","Angie Craig","MN","D","C001119","Committee on Small Business","member","majority","15"
"Y000062","John Yarmuth","KY","D","Y000062","Committee on the Budget","Chairman","majority","1"
"S001195","Jason Smith","MO","R","S001195","Committee on the Budget","Ranking Member","minority","1"
"J000294","Hakeem Jeffries","NY","D","J000294","Committee on the Budget","member","majority","2"
"K000388","Trent Kelly","MS","R","K000388","Committee on the Budget","member","minority","2"
"H001038","Brian Higgins","NY","D","H001038","Committee on the Budget","member","majority","3"
"M001177","Tom McClintock","CA","R","M001177","Committee on the Budget","member","minority","3"
"B001296","Brendan Boyle","PA","D","B001296","Committee on the Budget","member","majority","4"
"G000576","Glenn Grothman","WI","R","G000576","Committee on the Budget","member","minority","4"
"D000399","Lloyd Doggett","TX","D","D000399","Committee on the Budget","member","majority","5"
"S001199","Lloyd Smucker","PA","R","S001199","Committee on the Budget","member","minority","5"
"P000523","David E. Price","NC","D","P000523","Committee on the Budget","member","majority","6"
"J000020","Chris Jacobs","NY","R","J000020","Committee on the Budget","member","minority","6"
"S001145","Jan Schakowsky","IL","D","S001145","Committee on the Budget","member","majority","7"
"B001248","Michael C. Burgess","TX","R","B001248","Committee on the Budget","member","minority","7"
"K000380","Dan Kildee","MI","D","K000380","Committee on the Budget","member","majority","8"
"C001103","Buddy Carter","GA","R","C001103","Committee on the Budget","member","minority","8"
"M001206","Joe Morelle","NY","D","M001206","Committee on the Budget","member","majority","9"
"C001118","Ben Cline","VA","R","C001118","Committee on the Budget","member","minority","9"
"H001066","Steven Horsford","NV","D","H001066","Committee on the Budget","member","majority","10"
"H001091","Ashley Hinson","IA","R","H001091","Committee on the Budget","member","minority","10"
"L000551","Barbara Lee","CA","D","L000551","Committee on the Budget","member","majority","11"
"G000595","Robert Good","VA","R","G000595","Committee on the Budget","member","minority","11"
"C001080","Judy Chu","CA","D","C001080","Committee on the Budget","member","majority","12"
"D000032","Byron Donalds","FL","R","D000032","Committee on the Budget","member","minority","12"
"P000610","Stacey Plaskett","VI","D","P000610","Committee on the Budget","member","majority","13"
"O000019","Jay Obernolte","CA","R","O000019","Committee on the Budget","member","minority","13"
"W000825","Jennifer Wexton","VA","D","W000825","Committee on the Budget","member","majority","14"
"F000446","Randy Feenstra","IA","R","F000446","Committee on the Budget","member","minority","14"
"S000185","Robert C. Scott","VA","D","S000185","Committee on the Budget","member","majority","15"
"B000825","Lauren Boebert","CO","R","B000825","Committee on the Budget","member","minority","15"
"J000032","Sheila Jackson Lee","TX","D","J000032","Committee on the Budget","member","majority","16"
"C000754","Jim Cooper","TN","D","C000754","Committee on the Budget","member","majority","17"
"S001165","Albio Sires","NJ","D","S001165","Committee on the Budget","member","majority","18"
"P000608","Scott Peters","CA","D","P000608","Committee on the Budget","member","majority","19"
"M001196","Seth Moulton","MA","D","M001196","Committee on the Budget","member","majority","20"
"J000298","Pramila Jayapal","WA","D","J000298","Committee on the Budget","member","majority","21"
"N000002","Jerrold Nadler","NY","D","N000002","Committee on the Judiciary","Chairman","majority","1"
"J000289","Jim Jordan","OH","R","J000289","Committee on the Judiciary","Ranking Member","minority","1"
"L000397","Zoe Lofgren","CA","D","L000397","Committee on the Judiciary","member","majority","2"
"C000266","Steven J. Chabot","OH","R","C000266","Committee on the Judiciary","member","minority","2"
"J000032","Sheila Jackson Lee","TX","D","J000032","Committee on the Judiciary","member","majority","3"
"G000552","Louie Gohmert","TX","R","G000552","Committee on the Judiciary","member","minority","3"
"C001068","Steve Cohen","TN","D","C001068","Committee on the Judiciary","member","majority","4"
"I000056","Darrell Issa","CA","R","I000056","Committee on the Judiciary","member","minority","4"
"J000288","Hank Johnson","GA","D","J000288","Committee on the Judiciary","member","majority","5"
"B001297","Ken Buck","CO","R","B001297","Committee on the Judiciary","member","minority","5"
"G000578","Matt Gaetz","FL","R","G000578","Committee on the Judiciary","member","minority","6"
"J000299","Mike Johnson","LA","R","J000299","Committee on the Judiciary","member","minority","7"
"B001270","Karen Bass","CA","D","B001270","Committee on the Judiciary","member","majority","7"
"B001302","Andy Biggs","AZ","R","B001302","Committee on the Judiciary","member","minority","8"
"J000294","Hakeem Jeffries","NY","D","J000294","Committee on the Judiciary","member","majority","8"
"M001177","Tom McClintock","CA","R","M001177","Committee on the Judiciary","member","minority","9"
"C001084","David Cicilline","RI","D","C001084","Committee on the Judiciary","member","majority","9"
"S001214","Greg Steube","FL","R","S001214","Committee on the Judiciary","member","minority","10"
"S001193","Eric Swalwell","CA","D","S001193","Committee on the Judiciary","member","majority","10"
"T000165","Tom Tiffany","WI","R","T000165","Committee on the Judiciary","member","minority","11"
"L000582","Ted Lieu","CA","D","L000582","Committee on the Judiciary","member","majority","11"
"M001184","Thomas Massie","KY","R","M001184","Committee on the Judiciary","member","minority","12"
"R000606","Jamie Raskin","MD","D","R000606","Committee on the Judiciary","member","majority","12"
"R000614","Chip Roy","TX","R","R000614","Committee on the Judiciary","member","minority","13"
"J000298","Pramila Jayapal","WA","D","J000298","Committee on the Judiciary","member","majority","13"
"B001311","Dan Bishop","NC","R","B001311","Committee on the Judiciary","member","minority","14"
"D000627","Val Demings","FL","D","D000627","Committee on the Judiciary","member","majority","14"
"F000470","Michelle Fischbach","MN","R","F000470","Committee on the Judiciary","member","minority","15"
"C001110","J. Luis Correa","CA","D","C001110","Committee on the Judiciary","member","majority","15"
"S000929","Victoria Spartz","IN","R","S000929","Committee on the Judiciary","member","minority","16"
"S001205","Mary Gay Scanlon","PA","D","S001205","Committee on the Judiciary","member","majority","16"
"F000471","Scott Fitzgerald","WI","R","F000471","Committee on the Judiciary","member","minority","17"
"G000587","Sylvia Garcia","TX","D","G000587","Committee on the Judiciary","member","majority","17"
