open,close,date,volume,symbol,timestamp,low,high
19.07,16.73,2007-12-25,48640,L10,1198540800,14.72,19.07
16.9,17.07,2007-12-26,36490,L10,1198627200,16.73,17.07
17.9,17.9,2007-12-27,30550,L10,1198713600,17.57,17.9
18.74,18.74,2007-12-28,17400,L10,1198800000,18.74,18.74
19.58,19.58,2008-01-02,80150,L10,1199232000,19.41,19.58
18.74,18.74,2008-01-03,56420,L10,1199318400,18.74,19.58
17.9,17.9,2008-01-04,31940,L10,1199404800,17.9,18.24
17.9,17.07,2008-01-07,20920,L10,1199664000,17.07,17.9
17.4,17.57,2008-01-08,21910,L10,1199750400,17.4,17.9
17.57,16.9,2008-01-09,24200,L10,1199836800,16.9,17.57
16.43,16.4,2008-01-10,26370,L10,1199923200,16.06,16.46
17.07,17.07,2008-01-11,41090,L10,1200009600,16.9,17.07
16.4,16.26,2008-01-14,18060,L10,1200268800,16.26,17.74
15.8,15.46,2008-01-15,23120,L10,1200355200,15.46,15.9
16.23,16.23,2008-01-16,22590,L10,1200441600,16.23,16.23
16.9,16.23,2008-01-17,41980,L10,1200528000,16.06,16.9
15.76,16.73,2008-01-18,21720,L10,1200614400,15.76,16.73
16.73,16.23,2008-01-21,13750,L10,1200873600,16.23,16.73
15.73,15.9,2008-01-22,18720,L10,1200960000,15.73,16.06
15.39,15.13,2008-01-23,30630,L10,1201046400,15.13,15.43
14.39,14.22,2008-01-25,12870,L10,1201219200,14.05,14.39
13.89,13.52,2008-01-28,19180,L10,1201478400,13.52,13.96
12.98,13.72,2008-01-29,39900,L10,1201564800,12.98,13.72
14.39,14.39,2008-01-30,25070,L10,1201651200,14.39,14.39
14.69,14.66,2008-01-31,18680,L10,1201737600,14.05,14.69
15.06,15.33,2008-02-01,22000,L10,1201824000,14.79,15.36
14.59,14.62,2008-02-12,9910,L10,1202774400,14.59,14.72
14.62,13.99,2008-02-13,11960,L10,1202860800,13.96,14.62
14.22,14.22,2008-02-14,15850,L10,1202947200,14.22,14.66
13.72,13.89,2008-02-15,15800,L10,1203033600,13.72,14.05
13.39,13.39,2008-02-18,16350,L10,1203292800,13.22,13.55
13.05,13.39,2008-02-19,11150,L10,1203379200,13.05,13.39
13.72,12.72,2008-02-20,14780,L10,1203465600,12.72,13.72
12.08,12.08,2008-02-21,6510,L10,1203552000,12.08,12.08
11.48,11.48,2008-02-22,12680,L10,1203638400,11.48,11.48
11.41,12.05,2008-02-25,19770,L10,1203897600,11.41,12.05
12.38,11.45,2008-02-26,8640,L10,1203984000,11.45,12.38
10.88,10.88,2008-02-27,18830,L10,1204070400,10.88,11.45
10.44,10.71,2008-02-28,3990,L10,1204156800,10.37,10.71
10.17,10.17,2008-02-29,17180,L10,1204243200,10.17,10.21
10.17,9.67,2008-03-03,11560,L10,1204502400,9.67,10.54
9.2,9.2,2008-03-04,24590,L10,1204588800,9.2,9.2
8.77,8.77,2008-03-05,19350,L10,1204675200,8.77,8.77
9.2,9.2,2008-03-06,2100,L10,1204761600,9.2,9.2
10.11,10.11,2008-03-10,23470,L10,1205107200,10.11,10.11
10.04,9.64,2008-03-11,23240,L10,1205193600,9.61,10.04
9.27,9.87,2008-03-12,12630,L10,1205280000,9.27,10.04
10.34,10.34,2008-03-13,12090,L10,1205366400,10.24,10.34
10.34,9.77,2008-03-14,6710,L10,1205452800,9.67,10.34
9.3,9.3,2008-03-17,9170,L10,1205712000,9.3,9.37
8.87,8.87,2008-03-18,7960,L10,1205798400,8.87,8.87
8.47,8.47,2008-03-19,28020,L10,1205884800,8.47,9.3
8.47,8.37,2008-03-20,26000,L10,1205971200,8.37,8.84
8.03,7.96,2008-03-21,24180,L10,1206057600,7.96,8.37
7.7,7.6,2008-03-24,19000,L10,1206316800,7.6,7.7
7.23,7.23,2008-03-25,15350,L10,1206403200,7.23,7.23
7.23,7.33,2008-03-26,19140,L10,1206489600,7.2,7.36
7.4,7.4,2008-03-27,450,L10,1206576000,7.4,7.4
7.53,7.53,2008-03-31,310,L10,1206921600,7.53,7.53
7.53,7.6,2008-04-01,310,L10,1207008000,7.53,7.6
8.06,8.06,2008-04-08,24880,L10,1207612800,7.8,8.06
8.06,8.06,2008-04-09,7770,L10,1207699200,8.03,8.06
7.66,7.66,2008-04-16,3610,L10,1208304000,7.66,7.66
7.53,7.8,2008-04-17,14070,L10,1208390400,7.53,7.8
7.9,7.86,2008-04-18,4800,L10,1208476800,7.66,7.9
7.73,7.73,2008-04-21,6500,L10,1208736000,7.73,7.73
7.73,7.73,2008-04-22,4630,L10,1208822400,7.6,7.73
7.46,7.46,2008-04-24,4050,L10,1208995200,7.46,7.46
7.33,7.33,2008-04-25,5500,L10,1209081600,7.33,7.33
7.2,7.2,2008-04-28,370,L10,1209340800,7.2,7.2
7.06,7.06,2008-04-29,7580,L10,1209427200,7.06,7.06
6.22,6.22,2008-05-15,70,L10,1210809600,6.22,6.22
6.12,6.12,2008-05-16,5110,L10,1210896000,6.12,6.12
6.02,6.02,2008-05-19,310,L10,1211155200,6.02,6.02
5.52,5.42,2008-05-30,10,L10,1212105600,5.42,5.42
4.92,4.92,2008-06-06,10,L10,1212710400,4.92,4.92
4.85,4.85,2008-06-09,1000,L10,1212969600,4.85,4.85
4.72,4.72,2008-06-11,2450,L10,1213142400,4.72,4.72
4.65,4.65,2008-06-12,4700,L10,1213228800,4.65,4.65
4.58,4.58,2008-06-13,32900,L10,1213315200,4.58,4.65
4.62,4.58,2008-06-16,19070,L10,1213574400,4.58,4.65
4.62,4.65,2008-06-17,5010,L10,1213660800,4.62,4.65
4.72,4.58,2008-06-18,8430,L10,1213747200,4.58,4.72
4.45,4.45,2008-06-19,6980,L10,1213833600,4.45,4.45
4.35,4.35,2008-06-20,3630,L10,1213920000,4.35,4.35
4.25,4.25,2008-06-23,13460,L10,1214179200,4.25,4.35
4.15,4.15,2008-06-24,10220,L10,1214265600,4.15,4.15
4.08,4.25,2008-06-25,15760,L10,1214352000,4.08,4.25
4.35,4.18,2008-06-26,14880,L10,1214438400,4.15,4.35
4.12,4.18,2008-06-27,2530,L10,1214524800,4.12,4.12
4.18,4.18,2008-06-30,6120,L10,1214784000,4.12,4.18
4.12,4.28,2008-07-01,13090,L10,1214870400,4.12,4.28
4.38,4.38,2008-07-02,13770,L10,1214956800,4.32,4.38
4.48,4.48,2008-07-03,1400,L10,1215043200,4.48,4.48
4.62,4.62,2008-07-04,12000,L10,1215129600,4.62,4.62
4.75,4.48,2008-07-07,21530,L10,1215388800,4.48,4.75
4.35,4.38,2008-07-08,4390,L10,1215475200,4.35,4.35
4.42,4.28,2008-07-09,29960,L10,1215561600,4.28,4.42
4.35,4.38,2008-07-10,6620,L10,1215648000,4.22,4.38
4.48,4.48,2008-07-11,15670,L10,1215734400,4.42,4.48
4.62,4.62,2008-07-14,16730,L10,1215993600,4.55,4.62
4.75,4.75,2008-07-15,9510,L10,1216080000,4.75,4.75
4.89,4.89,2008-07-16,30990,L10,1216166400,4.75,4.89
5.02,5.02,2008-07-17,14390,L10,1216252800,5.02,5.02
5.02,4.89,2008-07-18,8510,L10,1216339200,4.89,5.02
4.35,4.35,2008-07-24,9050,L10,1216857600,4.35,4.35
4.25,4.25,2008-07-25,7160,L10,1216944000,4.25,4.25
4.15,4.35,2008-07-28,11590,L10,1217203200,4.15,4.35
4.35,4.45,2008-07-29,2680,L10,1217289600,4.35,4.45
4.55,4.52,2008-07-30,2590,L10,1217376000,4.52,4.55
4.38,4.38,2008-07-31,810,L10,1217462400,4.38,4.38
4.38,4.28,2008-08-01,9700,L10,1217548800,4.28,4.38
4.18,4.18,2008-08-04,3140,L10,1217808000,4.18,4.18
