open,close,date,volume,symbol,timestamp,low,high
7.45,7.45,2016-03-09,100,HU4,1457481600,7.45,7.45
6.33,6.33,2016-03-10,200,HU4,1457568000,6.33,6.33
5.4,5.4,2016-03-21,100,HU4,1458518400,5.4,5.4
4.61,4.61,2016-04-11,100,HU4,1460332800,4.61,4.61
3.96,3.96,2016-04-15,100,HU4,1460678400,3.96,3.96
3.4,3.4,2016-04-25,100,HU4,1461542400,3.4,3.4
2.93,2.93,2016-04-26,100,HU4,1461628800,2.93,2.93
2.79,2.51,2016-04-27,12100,HU4,1461715200,2.51,2.79
2.47,2.47,2016-04-28,1000,HU4,1461801600,2.47,2.47
2.19,2.19,2016-05-04,100,HU4,1462320000,2.19,2.19
1.86,1.86,2016-05-05,100,HU4,1462406400,1.86,1.86
1.58,1.58,2016-05-10,600,HU4,1462838400,1.58,1.58
1.81,1.81,2016-05-26,100,HU4,1464220800,1.81,1.81
2.05,2.05,2016-05-27,100,HU4,1464307200,2.05,2.05
2.33,2.33,2016-05-30,200,HU4,1464566400,2.33,2.33
2.33,2.33,2016-05-31,300,HU4,1464652800,2.33,2.33
2.33,2.33,2016-06-07,100,HU4,1465257600,2.33,2.33
2.67,2.67,2016-06-10,100,HU4,1465516800,2.67,2.67
2.67,2.67,2016-06-16,100,HU4,1466035200,2.67,2.67
2.28,2.28,2016-06-30,1400,HU4,1467244800,2.28,2.28
1.98,1.98,2016-07-04,2900,HU4,1467590400,1.98,1.98
1.68,1.68,2016-07-05,200,HU4,1467676800,1.68,1.68
1.58,1.53,2016-07-06,1500,HU4,1467763200,1.53,1.58
1.39,1.39,2016-07-07,10000,HU4,1467849600,1.39,1.39
1.58,1.58,2016-07-08,2800,HU4,1467936000,1.53,1.58
1.58,1.58,2016-07-11,1000,HU4,1468195200,1.58,1.58
1.78,1.78,2016-07-12,200,HU4,1468281600,1.78,1.78
1.53,1.63,2016-07-13,16300,HU4,1468368000,1.53,1.63
1.58,1.34,2016-07-14,5200,HU4,1468454400,1.34,1.63
1.53,1.53,2016-07-15,100,HU4,1468540800,1.53,1.53
1.68,1.58,2016-07-18,6600,HU4,1468800000,1.53,1.68
1.68,1.58,2016-07-19,1200,HU4,1468886400,1.53,1.68
1.39,1.58,2016-07-20,14500,HU4,1468972800,1.34,1.58
1.58,1.58,2016-07-21,200,HU4,1469059200,1.58,1.58
1.73,1.68,2016-07-22,200,HU4,1469145600,1.68,1.73
1.73,1.73,2016-07-25,100,HU4,1469404800,1.73,1.73
1.68,1.63,2016-07-26,5420,HU4,1469491200,1.63,1.68
1.93,1.83,2016-07-27,2500,HU4,1469577600,1.83,1.93
1.68,1.68,2016-07-28,800,HU4,1469664000,1.68,1.68
1.88,1.88,2016-07-29,100,HU4,1469750400,1.88,1.88
2.13,2.13,2016-08-01,100,HU4,1470009600,2.13,2.13
2.43,2.38,2016-08-03,700,HU4,1470182400,1.83,2.43
1.98,1.98,2016-08-04,100,HU4,1470268800,1.98,1.98
1.68,2.13,2016-08-05,200,HU4,1470355200,1.68,2.13
1.68,1.73,2016-08-08,500,HU4,1470614400,1.68,1.73
1.93,1.93,2016-08-10,100,HU4,1470787200,1.93,1.93
2.18,2.18,2016-08-11,100,HU4,1470873600,2.18,2.18
2.43,2.18,2016-08-12,200,HU4,1470960000,1.88,2.43
1.88,1.88,2016-08-15,100,HU4,1471219200,1.88,1.88
1.83,1.63,2016-08-16,1500,HU4,1471305600,1.63,1.83
1.63,1.63,2016-08-17,1000,HU4,1471392000,1.63,1.63
1.49,1.49,2016-08-23,1100,HU4,1471910400,1.49,1.49
1.49,1.49,2016-08-26,100,HU4,1472169600,1.49,1.49
1.53,1.53,2016-08-29,200,HU4,1472428800,1.53,1.53
1.53,1.53,2016-09-01,200,HU4,1472688000,1.53,1.53
1.53,1.53,2016-09-06,200,HU4,1473120000,1.53,1.53
1.53,1.53,2016-09-08,500,HU4,1473292800,1.53,1.53
1.53,1.53,2016-09-12,1500,HU4,1473638400,1.53,1.53
1.58,1.58,2016-09-14,100,HU4,1473811200,1.58,1.58
1.58,1.58,2016-09-15,1400,HU4,1473897600,1.58,1.58
1.44,1.44,2016-09-16,1000,HU4,1473984000,1.44,1.44
1.44,1.44,2016-09-23,3500,HU4,1474588800,1.44,1.44
1.44,1.44,2016-09-26,5000,HU4,1474848000,1.44,1.44
1.49,1.49,2016-09-28,2000,HU4,1475020800,1.49,1.49
1.49,1.49,2016-09-29,3100,HU4,1475107200,1.49,1.49
1.68,1.68,2016-10-14,900,HU4,1476403200,1.34,1.68
1.78,1.78,2016-10-17,400,HU4,1476662400,1.78,1.78
1.93,1.93,2016-10-18,200,HU4,1476748800,1.93,1.93
2.13,2.13,2016-10-19,100,HU4,1476835200,2.13,2.13
2.33,2.33,2016-10-20,100,HU4,1476921600,2.33,2.33
2.62,2.48,2016-10-21,5400,HU4,1477008000,2.48,2.62
2.28,2.62,2016-10-25,1100,HU4,1477353600,2.28,2.62
1.98,1.98,2016-10-26,2200,HU4,1477440000,1.98,2.03
2.28,1.78,2016-10-27,300,HU4,1477526400,1.78,2.28
