timestamp,symbol,close,low,open,high,volume,date
1528848000,S72,6.5,6.5,6.5,6.5,100,2018-06-13
1530576000,S72,6,6,6,6,100,2018-07-03
1532563200,S72,4.6,4.6,4.6,4.6,100,2018-07-26
1533600000,S72,4.2,4.2,4.2,4.2,100,2018-08-07
1533772800,S72,4.5,4.5,4.5,4.5,500,2018-08-09
1534118400,S72,4.6,4.6,4.6,4.6,300,2018-08-13
1534204800,S72,4.6,4,4,4.6,200,2018-08-14
1535673600,S72,4,4,4,4,100,2018-08-31
1537401600,S72,3.8,3.8,3.8,3.8,500,2018-09-20
1537488000,S72,3.6,3.6,3.8,3.8,2100,2018-09-21
1537833600,S72,3.7,3.7,3.7,3.7,1000,2018-09-25
1538092800,S72,3.7,3.7,3.7,3.7,2000,2018-09-28
1538438400,S72,3.7,3.7,3.7,3.7,4000,2018-10-02
1562112000,S72,2.3,2.3,2.3,2.3,15700,2019-07-03
1562198400,S72,2.3,2.3,2.3,2.3,80,2019-07-04
1590019200,S72,3.2,3.2,3.2,3.2,100,2020-05-21
1602806400,S72,3.5,3.5,3.5,3.5,1000,2020-10-16
1617667200,S72,3.5,3.5,3.5,3.5,2900,2021-04-06
1618358400,S72,3.5,3.5,3.5,3.5,100,2021-04-14
1618876800,S72,3,3,3,3,2900,2021-04-20
1619395200,S72,3.4,3.4,3.4,3.4,100,2021-04-26
1619481600,S72,3.6,3.6,3.6,3.6,100,2021-04-27
1619568000,S72,4.1,4.1,4.1,4.1,100,2021-04-28
1619654400,S72,4.7,4.7,4.7,4.7,200,2021-04-29
1620086400,S72,4.7,4.7,4.7,4.7,100,2021-05-04
1620172800,S72,5.4,5.4,5.4,5.4,3200,2021-05-05
1620691200,S72,4.6,4.6,4.6,4.6,100,2021-05-11
1620950400,S72,4,4,4,4,300,2021-05-14
1621209600,S72,3.4,3.4,4,4,2600,2021-05-17
1621382400,S72,3,3,3,3,100,2021-05-19
1621468800,S72,3.4,3.4,3.4,3.4,300,2021-05-20
1621555200,S72,3.9,3.9,3.9,3.9,300,2021-05-21
1621814400,S72,4.4,4.4,4.4,4.4,400,2021-05-24
1621900800,S72,5,5,5,5,500,2021-05-25
1621987200,S72,5.7,5.7,5.7,5.7,4900,2021-05-26
1622073600,S72,6.5,6.5,6.5,6.5,4600,2021-05-27
1622160000,S72,7.4,7.4,7.4,7.4,1600,2021-05-28
1622419200,S72,8.5,8.5,8.5,8.5,3500,2021-05-31
1622505600,S72,9.7,9.7,9.7,9.7,15800,2021-06-01
1622592000,S72,9.7,9.7,10.7,10.7,1100,2021-06-02
1622678400,S72,9.8,9.8,9.8,9.8,100,2021-06-03
1623196800,S72,8.4,8.4,8.4,8.4,400,2021-06-09
1623369600,S72,7.2,7.2,7.2,7.2,2200,2021-06-11
1623628800,S72,6.2,6.2,6.2,6.2,300,2021-06-14
1623715200,S72,5.3,5.3,5.3,5.3,3700,2021-06-15
1623801600,S72,5.3,4.6,4.6,5.3,4300,2021-06-16
