timestamp,symbol,close,low,open,high,volume,date
1262649600,V12,7.23,5.76,6.84,7.82,72500,2010-01-05
1262736000,V12,6.76,6.76,7.25,7.25,11100,2010-01-06
1262822400,V12,6.39,6.39,6.41,6.43,17100,2010-01-07
1262908800,V12,5.98,5.98,5.98,6.25,32700,2010-01-08
1263168000,V12,5.86,5.61,5.67,5.86,54800,2010-01-11
1263254400,V12,5.69,5.67,5.67,6.02,18900,2010-01-12
1263340800,V12,5.84,5.43,5.82,5.86,21200,2010-01-13
1263427200,V12,5.96,5.67,6,6,5800,2010-01-14
1263513600,V12,5.57,5.57,5.86,5.86,7800,2010-01-15
1263772800,V12,5.28,5.28,5.67,5.67,10900,2010-01-18
1263859200,V12,5.41,4.98,5.63,5.63,3600,2010-01-19
1263945600,V12,5.45,5.45,5.45,5.45,100,2010-01-20
1264032000,V12,5.08,5.08,5.08,5.2,9300,2010-01-21
1264118400,V12,4.85,4.75,4.9,4.9,16400,2010-01-22
1264377600,V12,4.59,4.51,4.59,4.69,6100,2010-01-25
1264464000,V12,4.92,4.92,4.92,4.92,6100,2010-01-26
1264550400,V12,4.63,4.59,5.08,5.08,8900,2010-01-27
1264636800,V12,4.49,4.49,4.51,4.51,4400,2010-01-28
1264723200,V12,4.71,4.71,4.71,4.71,100,2010-01-29
1264982400,V12,4.4,4.4,4.42,4.42,11200,2010-02-01
1265068800,V12,4.4,4.3,4.67,4.67,2400,2010-02-02
1265155200,V12,4.67,4.3,4.71,4.71,5200,2010-02-03
1265241600,V12,4.32,4.3,4.42,4.42,6600,2010-02-04
1265328000,V12,4.22,4.1,4.1,4.55,1400,2010-02-05
1265587200,V12,4.38,4.38,4.4,4.4,800,2010-02-08
1265673600,V12,4.1,4.1,4.63,4.63,4100,2010-02-09
1265760000,V12,4.4,4.4,4.4,4.4,100,2010-02-10
1265846400,V12,4.4,4.4,4.4,4.4,600,2010-02-11
1265932800,V12,4.2,4.2,4.69,4.69,1900,2010-02-12
1266796800,V12,4.47,4.47,4.53,4.53,4700,2010-02-22
1266883200,V12,4.22,4.22,4.4,4.4,3000,2010-02-23
1266969600,V12,4.26,4.1,4.1,4.26,2200,2010-02-24
1267056000,V12,4.22,4.12,4.22,4.22,3400,2010-02-25
1267142400,V12,4.3,4.2,4.2,4.3,2800,2010-02-26
1267401600,V12,4.4,4.3,4.3,4.4,4600,2010-03-01
1267488000,V12,4.49,4.32,4.32,4.53,3900,2010-03-02
1267574400,V12,4.79,4.59,4.59,4.79,6500,2010-03-03
1267660800,V12,4.88,4.88,4.9,5.04,8700,2010-03-04
1267747200,V12,5.28,5.08,5.18,5.28,20600,2010-03-05
1268006400,V12,5.57,5.47,5.47,5.57,9800,2010-03-08
1268092800,V12,5.47,5.29,5.76,5.76,10400,2010-03-09
1268179200,V12,5.16,5.16,5.18,5.51,5700,2010-03-10
1268265600,V12,5,5,5.28,5.28,9200,2010-03-11
1268352000,V12,5.24,5.1,5.2,5.24,13400,2010-03-12
1268611200,V12,5.39,5.37,5.37,5.51,13000,2010-03-15
1268697600,V12,5.37,5.18,5.47,5.63,8300,2010-03-16
1268784000,V12,5.18,5.18,5.18,5.18,3600,2010-03-17
1268870400,V12,5.41,5.18,5.18,5.41,6600,2010-03-18
1268956800,V12,5.29,5.29,5.37,5.37,4500,2010-03-19
1269216000,V12,5.69,5.37,5.51,5.69,55900,2010-03-22
1269302400,V12,5.86,5.67,6.02,6.02,18900,2010-03-23
1269388800,V12,5.86,5.59,5.9,6.06,17300,2010-03-24
1269475200,V12,5.53,5.53,5.53,5.53,2900,2010-03-25
1269561600,V12,5.9,5.53,5.53,5.9,71000,2010-03-26
1269820800,V12,5.82,5.57,6,6,3500,2010-03-29
1269907200,V12,5.47,5.47,5.78,5.86,15200,2010-03-30
1269993600,V12,5.32,5.28,5.45,5.45,9400,2010-03-31
1270080000,V12,5.32,5.28,5.32,5.47,17000,2010-04-01
1270166400,V12,5.32,5.2,5.33,5.33,3000,2010-04-02
1270425600,V12,5.63,5.47,5.55,5.63,14800,2010-04-05
1270512000,V12,5.47,5.47,5.92,5.92,11000,2010-04-06
1270598400,V12,5.43,5.37,5.51,5.53,16100,2010-04-07
1270684800,V12,5.67,5.49,5.51,5.82,20200,2010-04-08
1270771200,V12,5.55,5.49,5.71,5.71,16800,2010-04-09
1271030400,V12,5.45,5.39,5.41,5.57,25300,2010-04-12
1271116800,V12,5.43,5.41,5.47,5.76,17900,2010-04-13
1271203200,V12,5.49,5.41,5.49,5.53,10100,2010-04-14
1271289600,V12,5.75,5.65,5.75,5.75,10900,2010-04-15
1271376000,V12,6.08,5.71,5.72,6.08,89600,2010-04-16
1271635200,V12,6.06,5.96,6.35,6.41,7700,2010-04-19
1271721600,V12,6.23,6.1,6.25,6.25,26000,2010-04-20
1271808000,V12,6.6,6.35,6.45,6.6,22100,2010-04-21
1271894400,V12,6.37,6.37,6.68,6.92,41600,2010-04-22
1272240000,V12,6.31,6.31,6.31,6.31,8000,2010-04-26
1272326400,V12,6.13,6.06,6.12,6.21,35200,2010-04-27
1272412800,V12,6.21,5.9,5.9,6.45,55900,2010-04-28
1272499200,V12,6.62,6.37,6.62,6.62,60400,2010-04-29
1272931200,V12,7.07,7.07,7.07,7.07,21200,2010-05-04
1273017600,V12,7.56,7.07,7.56,7.56,98300,2010-05-05
1273104000,V12,8.03,7.56,7.56,8.03,55600,2010-05-06
1273190400,V12,7.52,7.46,8.4,8.56,67000,2010-05-07
1273449600,V12,7.15,7.15,7.17,7.17,44900,2010-05-10
1273536000,V12,6.66,6.66,7.07,7.07,40700,2010-05-11
1273622400,V12,6.33,6.33,6.41,6.49,55300,2010-05-12
1273708800,V12,6.16,5.92,6.06,6.16,75000,2010-05-13
1273795200,V12,6.39,6.37,6.39,6.39,14600,2010-05-14
1274054400,V12,6.19,6.06,6.74,6.8,25800,2010-05-17
1274140800,V12,6.27,6.25,6.82,6.82,14600,2010-05-18
1274227200,V12,6.06,5.98,6.45,6.78,45000,2010-05-19
1274313600,V12,6.35,5.8,5.84,6.41,85700,2010-05-20
1274400000,V12,5.69,5.69,5.69,5.69,21200,2010-05-21
1274659200,V12,6.08,5.67,6.04,6.08,24300,2010-05-24
1274745600,V12,5.63,5.63,5.92,6.1,23800,2010-05-25
1274832000,V12,6.37,6,6.39,6.39,43900,2010-05-26
1274918400,V12,6.35,5.96,6.33,6.35,13200,2010-05-27
1275004800,V12,6.66,6.27,6.58,6.66,47800,2010-05-28
1275264000,V12,6.25,6.25,7.03,7.03,6900,2010-05-31
1275350400,V12,6.16,5.86,5.96,6.16,29700,2010-06-01
1275436800,V12,6.25,5.94,5.96,6.25,26000,2010-06-02
1275523200,V12,6.19,6.19,6.41,6.41,17800,2010-06-03
1275609600,V12,6.1,6.06,6.35,6.35,19300,2010-06-04
1275868800,V12,5.75,5.72,5.76,5.76,35900,2010-06-07
1275955200,V12,6.06,5.47,5.47,6.06,59800,2010-06-08
1276041600,V12,6.04,5.84,6.06,6.17,10100,2010-06-09
1276128000,V12,5.86,5.69,5.96,6.06,14200,2010-06-10
1276214400,V12,6.06,5.96,6.25,6.25,9600,2010-06-11
1276473600,V12,6.41,6.04,6.04,6.41,81000,2010-06-14
1276560000,V12,6.45,6.23,6.23,6.6,26700,2010-06-15
1276646400,V12,6.51,6.35,6.64,6.7,10100,2010-06-16
1276732800,V12,6.57,6.49,6.49,6.84,62500,2010-06-17
1276819200,V12,6.53,6.45,6.7,6.7,34600,2010-06-18
1277078400,V12,6.45,6.45,6.74,6.74,41200,2010-06-21
1277164800,V12,6.43,6.39,6.55,6.55,32500,2010-06-22
1277251200,V12,6.55,6.35,6.53,6.55,34100,2010-06-23
1277337600,V12,6.71,6.65,6.65,6.92,51800,2010-06-24
1277424000,V12,6.37,6.3,6.55,6.57,37600,2010-06-25
1277683200,V12,6.28,6.2,6.59,6.59,5100,2010-06-28
1277769600,V12,6.53,6.34,6.34,6.63,19100,2010-06-29
1277856000,V12,6.3,6.06,6.45,6.55,16800,2010-06-30
1277942400,V12,6.38,5.98,5.98,6.51,10800,2010-07-01
1278028800,V12,6.38,6.3,6.34,6.38,8700,2010-07-02
1278288000,V12,6.28,6.28,6.43,6.43,8100,2010-07-05
1278374400,V12,6.2,6.18,6.24,6.34,23700,2010-07-06
1278460800,V12,6.34,6.3,6.45,6.51,25100,2010-07-07
1278547200,V12,6.16,6.16,6.38,6.43,5800,2010-07-08
1278633600,V12,6.43,6.32,6.32,6.43,13900,2010-07-09
1278892800,V12,6.53,6.43,6.53,6.55,25100,2010-07-12
1278979200,V12,6.98,6.65,6.65,6.98,101100,2010-07-13
1279065600,V12,6.75,6.65,7,7,48300,2010-07-14
