name,dateOfBirth,gender,province,percentage,district,cityOfBirth,degree,active
Lê Thị Thế,1949-01-01,Nữ,Nghệ An,0,,,,TRUE
Đặng Thí,1921-01-01,nam,Thanh Hoá,0,,,,TRUE
Trần Thị Thí,1925-01-01,Nữ,Hải Hưng,0,,,,TRUE
Lê Văn Thiêm,1928-01-01,nam,Vĩnh Phú,0,,,,TRUE
Đỗ Quang Thiệp,1924-01-01,nam,Thái Bình,0,,,,TRUE
Ngô Thìn,1928-01-01,nam,Lạng Sơn,0,,,,TRUE
Nguyễn Văn Thìn,1937-01-01,nam,TP Hà Nội,0,,,,TRUE
Đỗ Kim Thịnh,1945-01-01,nam,Hà Tây,0,,,,TRUE
Hoàng Quốc Thịnh (Hoàng Hà Châu),1913-01-01,nam,Nghĩa Lộ,0,,,,TRUE
Lê Đức Thịnh,1940-01-01,nam,Thanh Hoá,0,,,,TRUE
Nguyễn Xuân Thịnh,1944-01-01,nam,Hoà Bình,0,,,,TRUE
Nguyễn Thị Thọ,1939-01-01,Nữ,Thái Bình,0,,,,TRUE
Vũ Tiến Thọ,1910-06-09,nam,TP Hải Phòng,0,,,,TRUE
Hà Đình Thoại,1937-01-01,nam,Nghệ An,0,,,,TRUE
Vũ Thị Thoạn,1944-01-01,Nữ,Lạng Sơn,0,,,,TRUE
Nguyễn Văn Thơm,1924-01-01,nam,Hải Dương,0,,,,TRUE
Hồ Ngọc Thu,1921-06-13,nam,Vĩnh Phú,0,,,,TRUE
Nguyễn Thị Thu,1924-01-01,Nữ,Hà Bắc,0,,,,TRUE
Nguyễn Thị Minh Thu,1942-01-01,Nữ,Hà Bắc,0,,,,TRUE
Hoàng Đình Thư,1923-01-01,nam,Tuyên Quang,0,,,,TRUE
Trần Xuân Thư,1938-01-01,nam,TP Hải Phòng,0,,,,TRUE
Nguyễn Hữu Thụ,1926-01-01,nam,Hà Tây,0,,,,TRUE
Nguyễn Hữu Thứ,1939-01-02,nam,Nghệ An,0,,,,TRUE
Mục sư Bùi Hoành Thử (Bùi Hoành Thử),1913-09-01,nam,Thái Bình,0,,,,TRUE
Lê Thị Thử,1935-01-01,Nữ,Vĩnh Phú,0,,,,TRUE
Hoàng Văn Thừa,1931-01-01,nam,Bắc Thái,0,,,,TRUE
Trần Văn Thuần,1930-01-01,nam,Nam Hà,0,,,,TRUE
Nguyễn Đức Thuận,1934-01-01,nam,Hà Bắc,0,,,,TRUE
Nguyễn Đức Thuận,1916-01-01,nam,TP Hải Phòng,0,,,,TRUE
Hoàng Thị Thục,1920-01-01,Nữ,Hải Hưng,0,,,,TRUE
Nguyễn Quý Thưởng,1926-01-01,nam,Hà Tây,0,,,,TRUE
Xuân Thủy (Nguyễn Trọng Nhâm),1912-09-02,nam,Hà Đông,0,,,,TRUE
Mai Văn Tiệm (Hoàng Kim),1921-01-01,nam,Ninh Bình,0,,,,TRUE
Trương Văn Tiên,1920-01-01,nam,Yên Bái,0,,,,TRUE
Đinh Văn Tiến,1934-01-01,nam,Thái Nguyên,0,,,,TRUE
Nguyễn Thị Kim Tiến,1931-01-01,Nữ,Hà Tĩnh,0,,,,TRUE
Huỳnh Văn Tiểng,1920-10-10,nam,Vĩnh Phú,0,,,,TRUE
Đặng Tính,1920-01-01,nam,Hải Hưng,0,,,,TRUE
Nguyễn Thị Tình,1949-02-10,Nữ,Hà Tây,0,,,,TRUE
Nguyễn Thị Toa,1939-01-01,Nữ,Hải Hưng,0,,,,TRUE
Quan Thị Toán,1947-01-01,Nữ,Tuyên Quang,0,,,,TRUE
Nguyễn Tòng,1934-01-01,nam,Nam Hà,0,,,,TRUE
Trần Tống,1916-04-04,nam,Hải Hưng,0,,,,TRUE
Lê Trạm (Lê Trạm),1924-05-16,nam,Quảng Bình,0,,,,TRUE
Nguyễn Văn Trân,1917-01-01,nam,TP Hà Nội,0,,,,TRUE
Nguyễn Xuân Tràng,1935-01-01,nam,Nam Hà,0,,,,TRUE
Trần Đình Tri,1915-04-10,nam,Thanh Hoá,0,,,,TRUE
Nguyễn Duy Trinh,1910-07-15,nam,Nghệ An,0,,,,TRUE
Nguyễn Ngọc Trìu,1927-08-01,nam,Thái Bình,0,,,,TRUE
Nguyễn Tấn Gi Trọng,1913-01-01,nam,Nam Hà,0,,,,TRUE
Lê Văn Trưa,1930-01-01,nam,Tuyên Quang,0,,,,TRUE
Nguyễn Khánh Trực,1931-01-01,nam,Cao Bằng,0,,,,TRUE
Đàm Quang Trung,1921-01-01,nam,Nghệ Tĩnh,0,,,,TRUE
Đoàn Trọng Truyến,1922-01-15,nam,Thái Bình,0,,,,TRUE
Phan Đình Tựa,1935-11-25,nam,Vĩnh Phú,0,,,,TRUE
Phan Trọng Tuệ,1917-07-07,nam,Hà Tây,0,,,,TRUE
Đào Đông Tùng,1945-01-01,nam,Nam Hà,0,,,,TRUE
Hoàng Tùng,1920-01-01,nam,Nam Hà,0,,,,TRUE
Nguyễn Hữu Tùng (Nguyễn Hữu Dược),1935-01-01,nam,Nghệ An,0,,,,TRUE
Tôn Thất Tùng,1912-02-15,nam,Thái Bình,0,,,,TRUE
La Văn Tước,1941-01-01,nam,Lạng Sơn,0,,,,TRUE
Trần Hữu Tước,1913-10-13,nam,Thanh Hoá,0,,,,TRUE
Bùi Thị Tương,1940-01-01,Nữ,Hoà Bình,0,,,,TRUE
Nguyễn Thị Tường,1943-01-10,Nữ,Vĩnh Phú,0,,,,TRUE
Trần Công Tường,1915-08-10,nam,TP Hải Phòng,0,,,,TRUE
Trần Danh Tuyên (Nguyễn Văn Luận),1911-08-20,nam,TP Hải Phòng,0,,,,TRUE
Bùi Thị Tý,1936-01-01,Nữ,Hà Tây,0,,,,TRUE
Nguyễn Thị Tý,1947-01-01,Nữ,Thái Bình,0,,,,TRUE
Phạm Thị Út,1940-01-01,Nữ,Ninh Bình,0,,,,TRUE
Vũ Hồng Út,1942-01-01,Nữ,Thanh Hoá,0,,,,TRUE
Phạm Thị Vách,1940-06-09,Nữ,Hải Hưng,0,,,,TRUE
Bùi Thị Kim Vân,1942-04-01,Nữ,Thanh Hoá,0,,,,TRUE
Nguyễn Thị Vân,1941-01-01,Nữ,TP Hải Phòng,0,,,,TRUE
Võ Thị Tường Vân,1926-01-01,Nữ,TP Hải Phòng,0,,,,TRUE
Đinh Công Vận,1915-01-09,nam,Vĩnh Phú,0,,,,TRUE
Đoàn Văn Vang,1918-01-01,nam,Thái Bình,0,,,,TRUE
Nguyễn Huy Vang,1936-03-10,nam,Hà Tĩnh,0,,,,TRUE
Chế Lan Viên,1920-01-01,nam,Thanh Hoá,0,,,,TRUE
Hoàng Minh Viễn,1912-01-01,nam,TP Hà Nội,0,,,,TRUE
Đinh Văn Việt (Thái Mai),1924-10-06,nam,Vĩnh Phú,0,,,,TRUE
Hoàng Quốc Việt,1905-05-28,nam,TP Hà Nội,0,,,,TRUE
Nguyễn Thị An Vinh,1933-01-01,Nữ,TP Hà Nội,0,,,,TRUE
Nguyễn Thị Thúy Vinh,1938-01-01,Nữ,TP Hà Nội,0,,,,TRUE
Phạm Văn Vinh,1938-01-01,nam,Yên Bái,0,,,,TRUE
Linh mục Nguyễn Thế Vịnh (Nguyễn Thế Vịnh),1904-06-06,nam,Ninh Bình,0,,,,TRUE
Nguyễn Văn Vỡi,1931-01-01,nam,Quảng Ninh,0,,,,TRUE
Pờ A Vù,1943-01-01,nam,Lai Châu,0,,,,TRUE
Nguyễn Văn Xã,1914-01-01,nam,Lai Châu,0,,,,TRUE
Nguyễn Xiển,1907-07-27,nam,TP Hà Nội,0,,,,TRUE
Lê Thị Xuyến,1909-12-09,Nữ,TP Hải Phòng,0,,,,TRUE
Nguyễn Văn Xuyến,1942-01-01,nam,Thanh Hoá,0,,,,TRUE
Chu Thị Xuyến,1942-01-01,nam,Hà Bắc,0,,,,TRUE
Nguyễn Xuân Yêm,1913-03-19,nam,TP Hà Nội,0,,,,TRUE
Lương Thị Yến,1949-01-01,Nữ,Nghệ An,0,,,,TRUE
Cầm Văn Yêu (Cầm Liên),1923-02-12,nam,Sơn La,0,,,,TRUE
