name,dateOfBirth,gender,province,percentage,district,cityOfBirth,degree,active
Trần Tấn Thọ,1902-01-01,nam,TP Hà Nội,0,,,,TRUE
Đặng Phúc Thông,1906-06-13,nam,Thanh Hoá,0,,,,TRUE
Mong Thoong,1920-02-15,nam,Bình Định,0,,,,TRUE
Điêu Chính Thu,1922-02-12,nam,Lai Châu,0,,,,TRUE
Nguyễn Văn Thu,1923-12-04,nam,Thái Nguyên,0,,,,TRUE
Tạ Xuân Thu (Tạ Quốc Tiêu),1916-01-01,nam,Tuyên Quang,0,,,,TRUE
Lâm Trọng Thư,1923-10-23,nam,Lạng Sơn,0,,,,TRUE
Lâm Quang Thự,1905-09-14,nam,Quảng Nam,0,,,,TRUE
Lê Trọng Thuần,1917-06-14,nam,Thanh Hoá,0,,,,TRUE
Nguyễn Đình Thực,1913-01-06,nam,Thanh Hoá,0,,,,TRUE
Hoàng Đạo Thúy,1900-01-01,nam,TP Hà Nội,0,,,,TRUE
Xuân Thủy (Nguyễn Trọng Nhâm),1912-09-02,nam,Hà Đông,0,,,,TRUE
Nguyễn Vĩnh Thụy (Bảo Đại),1900-11-21,nam,Thanh Hoá,0,,,,TRUE
Khuất Duy Tiến,1910-02-12,nam,Sơn Tây,0,,,,TRUE
Nguyễn Đức Tiến,1913-01-01,nam,Thái Bình,0,,,,TRUE
Huỳnh Văn Tiểng,1920-10-10,nam,Sài Gòn-Chợ Lớn,0,,,,TRUE
Nguyễn Văn Tiết,1913-06-12,nam,Thủ Dầu Một,0,,,,TRUE
Phạm Thúc Tiêu,1901-01-01,nam,Thanh Hoá,0,,,,TRUE
Đoàn Xuân Tín (Lê Trọng Nghĩa),1923-12-19,nam,Nam Định,0,,,,TRUE
Linh mục Nguyễn Đức Tín (Nguyễn Đức Tín),1900-11-11,nam,Bình Định,0,,,,TRUE
Phạm Hoàng Tín,1904-07-04,nam,Hà Giang,0,,,,TRUE
Trần Tín,1917-07-23,nam,Bình Định,0,,,,TRUE
Hà Văn Tính,1911-01-01,nam,Quảng Ngãi,0,,,,TRUE
Nguyễn Văn Tĩnh (Tinh Hoa),1911-09-23,nam,Thanh Hoá,0,,,,TRUE
Trịnh Tam Tỉnh,1907-12-15,nam,Quảng Yên,0,,,,TRUE
Nguyễn Văn Tố,1889-06-05,nam,Nam Định,0,,,,TRUE
Nghiêm Kế Tổ,1903-12-22,nam,Nghệ An,0,,,,TRUE
Lê Toại,1887-01-01,nam,Hà Đông,0,,,,TRUE
Trần Tống,1916-04-04,nam,Quảng Nam,0,,,,TRUE
Trịnh Trác,1887-12-08,nam,Điện Biên,0,,,,TRUE
Vũ Ngọc Trác,1904-01-01,nam,Nam Định,0,,,,TRUE
Phan Trâm,1923-12-02,nam,Vĩnh Yên,0,,,,TRUE
Nguyễn Văn Trân,1917-01-01,nam,Nam Định,0,,,,TRUE
Nguyễn Văn Trấn,1914-03-21,nam,Sài Gòn-Chợ Lớn,0,,,,TRUE
Lê Huyền Trang,1913-07-29,nam,Lạng Sơn,0,,,,TRUE
Trương Đình Tri,1923-05-12,nam,Hoà Bình,0,,,,TRUE
Vũ Đình Tri,1916-05-14,nam,Thái Nguyên,0,,,,TRUE
Trần Đình Tri,1915-04-10,nam,Quảng Nam,0,,,,TRUE
Nguyễn Trí,1909-05-15,nam,Quảng Ngãi,0,,,,TRUE
Huỳnh Triếp,1904-01-01,nam,Bình Định,0,,,,TRUE
Đinh Gia Trinh,1915-02-15,nam,Hà Nam,0,,,,TRUE
Nguyễn Duy Trinh,1910-07-15,nam,Nghệ An,0,,,,TRUE
Nguyễn Tấn Gi Trọng,1913-01-01,nam,Nam Định,0,,,,TRUE
Trần Đình Trọng,1913-01-01,nam,Thái Bình,0,,,,TRUE
Phạm Bá Trực,1896-11-21,nam,Hà Nam,0,,,,TRUE
Đoàn Trọng Truyến,1922-01-15,nam,Thừa Thiên,0,,,,TRUE
Hoàng Tích Trý,1903-08-05,nam,Hà Đông,0,,,,TRUE
Đoàn Phú Tứ,1911-09-10,nam,Nam Định,0,,,,TRUE
Trần Quế Tử,1921-05-12,nam,Bến Tre,0,,,,TRUE
Phan Tất Tuân (Phạm Tất Tuân),1878-02-26,nam,Hải Dương,0,,,,TRUE
Đỗ Chu Tuấn (Chu Anh),1919-04-16,nam,Hải Dương,0,,,,TRUE
Phạm Bích Tuế,1904-02-01,nam,Phú Thọ,0,,,,TRUE
Đặng Châu Tuệ,1907-05-01,nam,Nam Định,0,,,,TRUE
Nguyễn Xuân Tùng,1921-12-21,nam,Phú Thọ,0,,,,TRUE
Bùi Quý Tước,1911-06-05,nam,Hà Tây,0,,,,TRUE
Trương Hữu Tước,1912-11-05,nam,Sa Đéc,0,,,,TRUE
Đặng Văn Tương,1908-01-01,nam,Thanh Hoá,0,,,,TRUE
Nguyễn Tương,1910-05-01,nam,Bình Thuận,0,,,,TRUE
Trần Công Tường,1915-08-10,nam,Gò Công,0,,,,TRUE
Nguyễn Huy Tưởng,1913-05-06,nam,Bắc Ninh,0,,,,TRUE
Đinh Tựu,1923-05-14,nam,Quảng Nam,0,,,,TRUE
Trần Danh Tuyên (Nguyễn Văn Luận),1911-08-20,nam,Hồng Quảng,0,,,,TRUE
Cung Thức Vân,1925-01-02,nam,Thái Bình,0,,,,TRUE
Lê Huy Vân,1913-01-15,nam,Phúc Yên,0,,,,TRUE
Nguyễn Bạch Vân,1898-01-01,nam,Bình Định,0,,,,TRUE
Đỗ Văn,1906-02-16,nam,Hà Nam,0,,,,TRUE
Hoàng Đôn Văn,1926-12-15,nam,Sài Gòn-Chợ Lớn,0,,,,TRUE
Nguyễn Thị Thục Viên,1903-01-20,nam,TP Hà Nội,0,,,,TRUE
Nguyễn Văn Viên,1925-12-21,nam,Phú Thọ,0,,,,TRUE
Tống Đức Viễn,1904-04-18,nam,Tân An,0,,,,TRUE
Trần Viện,1915-05-25,nam,Quảng Nam,0,,,,TRUE
Nghiêm Xuân Việt,1914-01-01,nam,Hà Tây,0,,,,TRUE
Phạm Sinh Vinh,1919-03-21,nam,Nam Định,0,,,,TRUE
Phan Văn Vợi,1912-07-22,nam,Ninh Bình,0,,,,TRUE
Ngô Quang Vũ,1907-06-17,nam,Hải Dương,0,,,,TRUE
Nguyễn Minh Vỹ (Tôn Thất Vỹ),1914-07-17,nam,Khánh Hoà,0,,,,TRUE
Nguyễn Xiển,1907-07-27,nam,Kiến An,0,,,,TRUE
Nguyễn Ngọc Xuân,1902-01-01,nam,Hưng Yên,0,,,,TRUE
Lê Thị Xuyến,1909-12-09,Nữ,Quảng Nam,0,,,,TRUE
Trần Kim Xuyến,1923-03-12,nam,Bắc Giang,0,,,,TRUE
Đỗ Văn Y,1923-05-12,nam,Cần Thơ,0,,,,TRUE
Lương Như Ý,1900-10-15,nam,Lạng Sơn,0,,,,TRUE
Nguyễn Trọng Yên,1922-12-01,nam,Hải Dương,0,,,,TRUE
