name,dateOfBirth,gender,province,percentage,district,cityOfBirth,degree,active
Lê Thị Nga,,,Thái Nguyên,0,,,,TRUE
Nguyễn Thanh Tùng,,,Thái Nguyên,0,,,,TRUE
Phan Văn Tường,,,Thái Nguyên,0,,,,TRUE
Khúc Thị Duyền,,,Thái Bình,0,,,,TRUE
Hoàng Trung Hải,,,Thái Bình,0,,,,TRUE
Nguyễn Thúy Hoàn,,,Thái Bình,0,,,,TRUE
Cao Sĩ Kiêm,,,Thái Bình,0,,,,TRUE
Vũ Tiến Lộc,,,Thái Bình,0,,,,TRUE
Nguyễn Hạnh Phúc,,,Thái Bình,0,,,,TRUE
Phạm Xuân Thường,,,Thái Bình,0,,,,TRUE
Đỗ Văn Vẻ,,,Thái Bình,0,,,,TRUE
Bùi Văn Xuyền,,,Thái Bình,0,,,,TRUE
Hoàng Tuấn Anh,,,Tây Ninh,0,,,,TRUE
Nguyễn Hoài Phương,,,Tây Ninh,0,,,,TRUE
Trịnh Ngọc Phương,,,Tây Ninh,0,,,,TRUE
Nguyễn Thành Tâm,,,Tây Ninh,0,,,,TRUE
Nguyễn Mạnh Tiến,,,Tây Ninh,0,,,,TRUE
Lê Minh Trọng,,,Tây Ninh,0,,,,TRUE
Phùng Khắc Đăng,,,Sơn La,0,,,,TRUE
Hoàng Ngọc Dũng,,,Sơn La,0,,,,TRUE
Nguyễn Văn Hiện,,,Sơn La,0,,,,TRUE
Quàng Thị Nguyên,,,Sơn La,0,,,,TRUE
Thào Xuân Sùng,,,Sơn La,0,,,,TRUE
Bùi Nguyên Súy,,,Sơn La,0,,,,TRUE
Đinh Công Sỹ,,,Sơn La,0,,,,TRUE
Võ Minh Chiến,,,Sóc Trăng,0,,,,TRUE
Hồ Thị Cẩm Đào,,,Sóc Trăng,0,,,,TRUE
Nguyễn Đức Kiên,,,Sóc Trăng,0,,,,TRUE
Nguyễn Tuyết Liên,,,Sóc Trăng,0,,,,TRUE
Trần Khắc Tâm,,,Sóc Trăng,0,,,,TRUE
Hòa thượng Thạch Huôn,,,Sóc Trăng,0,,,,TRUE
Hoàng Thanh Tùng,,,Sóc Trăng,0,,,,TRUE
Phạm Đức Châu,,,Quảng Trị,0,,,,TRUE
Hà Sỹ Đồng,,,Quảng Trị,0,,,,TRUE
Phạm Vũ Luận,,,Quảng Trị,0,,,,TRUE
Hoàng Đức Thắm,,,Quảng Trị,0,,,,TRUE
Lê Như Tiến,,,Quảng Trị,0,,,,TRUE
Ly Kiều Vân,,,Quảng Trị,0,,,,TRUE
Trần Xuân Hòa,,,Quảng Ninh,0,,,,TRUE
Đỗ Thị Hoàng,,,Quảng Ninh,0,,,,TRUE
Ngô Thị Minh,,,Quảng Ninh,0,,,,TRUE
Phạm Bình Minh,,,Quảng Ninh,0,,,,TRUE
Trần Văn Minh,,,Quảng Ninh,0,,,,TRUE
Thượng tọa Thích Thanh Quyết,,,Quảng Ninh,0,,,,TRUE
Vũ Chí Thực,,,Quảng Ninh,0,,,,TRUE
Nguyễn Phú Trọng,,,Hà Nội,0,Ba Ðình. Hoàn Kiếm. Tây Hồ,,,TRUE
Nguyễn Minh Quang,,,Hà Nội,0,Ba Ðình. Hoàn Kiếm. Tây Hồ,,,TRUE
Lê Hiền Vân,,,Hà Nội,0,Ba Ðình. Hoàn Kiếm. Tây Hồ,,,TRUE
Phạm Quang Nghị,,,Hà Nội,0,Ðống Ða. Hai Bà Trưng,,,TRUE
Đỗ Kim Tuyến,,,Hà Nội,0,Ðống Ða. Hai Bà Trưng,,,TRUE
Bùi Thị An,,,Hà Nội,0,Ðống Ða. Hai Bà Trưng,,,TRUE
Đào Trọng Thi,,,Hà Nội,0,Hà Ðông. Thanh Xuân. Cầu Giấy,,,TRUE
Châu Thị Thu Nga,,,Hà Nội,0,Hà Ðông. Thanh Xuân. Cầu Giấy,,,TRUE
Nguyễn Phi Thường,,,Hà Nội,0,Hà Ðông. Thanh Xuân. Cầu Giấy,,,TRUE
Nguyễn Thị Hồng Hà,,,Hà Nội,0,Thanh Trì. Gia Lâm. Hoàng Mai,,,TRUE
Nguyễn Hồng Sơn,,,Hà Nội,0,Thanh Trì. Gia Lâm. Hoàng Mai,,,TRUE
Trịnh Ngọc Thạch,,,Hà Nội,0,Thanh Trì. Gia Lâm. Hoàng Mai,,,TRUE
Nguyễn Ðức Chung,,,Hà Nội,0,Đan Phượng. Hoài Đức. Từ Liêm,,,TRUE
Nguyễn Phạm Ý Nhi,,,Hà Nội,0,Đan Phượng. Hoài Đức. Từ Liêm,,,TRUE
Đinh Xuân Thảo,,,Hà Nội,0,Đan Phượng. Hoài Đức. Từ Liêm,,,TRUE
Nguyễn Thị Nguyệt Hường,,,Hà Nội,0,Ứng Hòa. Mỹ Đức. Phú Xuyên. Thường Tín,,,TRUE
Nguyễn Văn Thanh,,,Hà Nội,0,Ứng Hòa. Mỹ Đức. Phú Xuyên. Thường Tín,,,TRUE
Trịnh Thế Khiết,,,Hà Nội,0,Ứng Hòa. Mỹ Đức. Phú Xuyên. Thường Tín,,,TRUE
Nguyễn Quốc Bình,,,Hà Nội,0,Quốc Oai. Chương Mỹ. Thanh Oai,,,TRUE
Nguyễn Ðình Quyền,,,Hà Nội,0,Quốc Oai. Chương Mỹ. Thanh Oai,,,TRUE
Phạm Thị Hồng Nga,,,Hà Nội,0,Quốc Oai. Chương Mỹ. Thanh Oai,,,TRUE
Ðào Văn Bình,,,Hà Nội,0,Ba Vì. Phúc Thọ. Thạch Thất. Sơn Tây,,,TRUE
Chu Sơn Hà,,,Hà Nội,0,Ba Vì. Phúc Thọ. Thạch Thất. Sơn Tây,,,TRUE
Nguyễn Bắc Son,,,Hà Nội,0,Ba Vì. Phúc Thọ. Thạch Thất. Sơn Tây,,,TRUE
Nguyễn Ngọc Bảo,,,Hà Nội,0,Ðông Anh. Long Biên,,,TRUE
Nguyễn Thị Ngọc Thanh,,,Hà Nội,0,Ðông Anh. Long Biên,,,TRUE
Nguyễn Sơn,,,Hà Nội,0,Ðông Anh. Long Biên,,,TRUE
Ðặng Minh Châu (Thích Bảo Nghiêm),,,Hà Nội,0,Sóc Sơn. Mê Linh,,,TRUE
Phạm Huy Hùng,,,Hà Nội,0,Sóc Sơn. Mê Linh,,,TRUE
Trần Thị Quốc Khánh,,,Hà Nội,0,Sóc Sơn. Mê Linh,,,TRUE
Trương Tấn Sang,,,Hồ Chí Minh,0,Quận 1. Quận 3. Quận 4,,,TRUE
Trần Du Lịch,,,Hồ Chí Minh,0,Quận 1. Quận 3. Quận 4,,,TRUE
Hoàng Hữu Phước,,,Hồ Chí Minh,0,Quận 1. Quận 3. Quận 4,,,TRUE
Ngô Ngọc Bình,,,Hồ Chí Minh,0,Nhà Bè. Cần Giờ. Quận 7,,,TRUE
Trương Trọng Nghĩa,,,Hồ Chí Minh,0,Nhà Bè. Cần Giờ. Quận 7,,,TRUE
Trương Thị Ánh,,,Hồ Chí Minh,0,Nhà Bè. Cần Giờ. Quận 7,,,TRUE
Huỳnh Thành Lập,,,Hồ Chí Minh,0,Quận 6. Bình Tân,,,TRUE
Trần Thanh Hải,,,Hồ Chí Minh,0,Quận 6. Bình Tân,,,TRUE
Phạm Văn Gòn,,,Hồ Chí Minh,0,Quận 6. Bình Tân,,,TRUE
Lê Thanh Hải,,,Hồ Chí Minh,0,Quận 5. Quận 10. Quận 11,,,TRUE
Huỳnh Thành Ðạt,,,Hồ Chí Minh,0,Quận 5. Quận 10. Quận 11,,,TRUE
Nguyễn Phước Lộc,,,Hồ Chí Minh,0,Quận 5. Quận 10. Quận 11,,,TRUE
Võ Thị Dung,,,Hồ Chí Minh,0,Tân Bình. Tân Phú,,,TRUE
Huỳnh Minh Thiện,,,Hồ Chí Minh,0,Tân Bình. Tân Phú,,,TRUE
Ðỗ Văn Ðương,,,Hồ Chí Minh,0,Tân Bình. Tân Phú,,,TRUE
Nguyễn Ngọc Hòa,,,Hồ Chí Minh,0,Bình Thạnh. Phú Nhuận,,,TRUE
Đặng Thành Tâm,,,Hồ Chí Minh,0,Bình Thạnh. Phú Nhuận,,,TRUE
Ðinh Thị Bạch Mai,,,Hồ Chí Minh,0,Bình Thạnh. Phú Nhuận,,,TRUE
Nguyễn Thị Quyết Tâm,,,Hồ Chí Minh,0,Quận 2. Quận 9. Thủ Đức,,,TRUE
Huỳnh Ngọc Ánh,,,Hồ Chí Minh,0,Quận 2. Quận 9. Thủ Đức,,,TRUE
Ðoàn Nguyễn Thùy Trang,,,Hồ Chí Minh,0,Quận 2. Quận 9. Thủ Đức,,,TRUE
Phạm Khánh Phong Lan,,,Hồ Chí Minh,0,Quận 12. Gò Vấp,,,TRUE
Lê Ðông Phong,,,Hồ Chí Minh,0,Quận 12. Gò Vấp,,,TRUE
Trần Thị Diệu Thúy,,,Hồ Chí Minh,0,Quận 12. Gò Vấp,,,TRUE
Nguyễn Văn Hưng,,,Hồ Chí Minh,0,Củ Chi. Hóc Môn,,,TRUE
Nguyễn Văn Minh,,,Hồ Chí Minh,0,Củ Chi. Hóc Môn,,,TRUE
Nguyễn Văn Phụng,,,Hồ Chí Minh,0,Củ Chi. Hóc Môn,,,TRUE
Nguyễn Thị Kim Tiến,,,Hồ Chí Minh,0,Bình Chánh. Quận 8,,,TRUE
Trần Hoàng Ngân,,,Hồ Chí Minh,0,Bình Chánh. Quận 8,,,TRUE
Lê Trọng Sang,,,Hồ Chí Minh,0,Bình Chánh. Quận 8,,,TRUE
Nguyễn Viết Nhiên,,,Hải Phòng,0,Thủy Nguyên. Cát Hải. Bạch Long Vĩ. Hồng Bàng. Lê Chân,,,TRUE
Lương Văn Thành,,,Hải Phòng,0,Thủy Nguyên. Cát Hải. Bạch Long Vĩ. Hồng Bàng. Lê Chân,,,TRUE
Trần Ngọc Vinh,,,Hải Phòng,0,Thủy Nguyên. Cát Hải. Bạch Long Vĩ. Hồng Bàng. Lê Chân,,,TRUE
Nguyễn Thị Nghĩa,,,Hải Phòng,0,An Dương. Kiến Thụy. Ngô Quyền. Hải An. Đồ Sơn,,,TRUE
Nguyễn Văn Bình,,,Hải Phòng,0,An Dương. Kiến Thụy. Ngô Quyền. Hải An. Đồ Sơn,,,TRUE
Lê Thanh Vân,,,Hải Phòng,0,An Dương. Kiến Thụy. Ngô Quyền. Hải An. Đồ Sơn,,,TRUE
Nguyễn Tấn Dũng,,,Hải Phòng,0,An Lão. Tiên Lãng. Vĩnh Bảo. Kiến An. Dương Kinh,,,TRUE
Nguyễn Quang Cường,,,Hải Phòng,0,An Lão. Tiên Lãng. Vĩnh Bảo. Kiến An. Dương Kinh,,,TRUE
Nguyễn Xuân Trường,,,Hải Phòng,0,An Lão. Tiên Lãng. Vĩnh Bảo. Kiến An. Dương Kinh,,,TRUE
Nguyễn Bá Thanh,,,Đà Nẵng,0,Huyện Hòa Vang. Huyện Hoàng Sa. quận Hải Châu và quận Sơn Trà,,,TRUE
Lê Văn Hoàng,,,Đà Nẵng,0,Huyện Hòa Vang. Huyện Hoàng Sa. quận Hải Châu và quận Sơn Trà,,,TRUE
Nguyễn Thị Kim Thúy,,,Đà Nẵng,0,Huyện Hòa Vang. Huyện Hoàng Sa. quận Hải Châu và quận Sơn Trà,,,TRUE
Huỳnh Ngọc Sơn,,,Đà Nẵng,0,Quận Thanh Khê. quận Liên Chiểu. quận Ngũ Hành Sơn và quận Cẩm Lệ,,,TRUE
Thân Đức Nam,,,Đà Nẵng,0,Quận Thanh Khê. quận Liên Chiểu. quận Ngũ Hành Sơn và quận Cẩm Lệ,,,TRUE
Huỳnh Nghĩa,,,Đà Nẵng,0,Quận Thanh Khê. quận Liên Chiểu. quận Ngũ Hành Sơn và quận Cẩm Lệ,,,TRUE
Trần Thanh Mẫn,,,Cần Thơ,0,Quận Ninh Kiều. Bình Thủy. Cái Răng và huyện Phong Ðiền,,,TRUE
Nguyễn Thanh Phương,,,Cần Thơ,0,Quận Ninh Kiều. Bình Thủy. Cái Răng và huyện Phong Ðiền,,,TRUE
Nguyễn Minh Kha,,,Cần Thơ,0,Quận Ninh Kiều. Bình Thủy. Cái Răng và huyện Phong Ðiền,,,TRUE
Huỳnh Văn Tiếp,,,Cần Thơ,0,Quận Ô Môn và huyện Cờ Ðỏ. Huyện Thới Lai,,,TRUE
Nguyễn Minh Phương,,,Cần Thơ,0,Quận Ô Môn và huyện Cờ Ðỏ. Huyện Thới Lai,,,TRUE
Lê Hồng Anh,,,Cần Thơ,0,Quận Thốt Nốt và huyện Vĩnh Thạnh,,,TRUE
Trần Hồng Thắm,,,Cần Thơ,0,Quận Thốt Nốt và huyện Vĩnh Thạnh,,,TRUE
Phạm Biên Cương,,,An Giang,0,Huyện Thoại Sơn và thành phố Long Xuyên,,,TRUE
Trần Văn Độ,,,An Giang,0,Huyện Thoại Sơn và thành phố Long Xuyên,,,TRUE
Lê Bộ Lĩnh,,,An Giang,0,Huyện Châu Phú và huyện Châu Thành,,,TRUE
Mai Thị Ánh Tuyết,,,An Giang,0,Huyện Châu Phú và huyện Châu Thành,,,TRUE
Nguyễn Văn Giàu,,,An Giang,0,Huyện Chợ Mới và huyện Phú Tân,,,TRUE
Nguyễn Tấn Đạt,,,An Giang,0,Huyện Chợ Mới và huyện Phú Tân,,,TRUE
Bùi Trí Dũng tỷ lệ 61,,,An Giang,0,Huyện Chợ Mới và huyện Phú Tân,,,TRUE
Lê Việt Trường,,,An Giang,0,Huyện An Phú. Huyện Tịnh Biên. Huyện Tri Tôn. thị xã Châu Ðốc và thị xã Tân Châu,,,TRUE
Lê Dân Khiết,,,An Giang,0,Huyện An Phú. Huyện Tịnh Biên. Huyện Tri Tôn. thị xã Châu Ðốc và thị xã Tân Châu,,,TRUE
Phan Vân Ðiền Phương,,,An Giang,0,Huyện An Phú. Huyện Tịnh Biên. Huyện Tri Tôn. thị xã Châu Ðốc và thị xã Tân Châu,,,TRUE
Nguyễn Văn Hiến,,,Bà Rịa - Vũng Tàu,0,Huyện Tân Thành. thị xã Bà Rịa và thành phố Vũng Tàu,,,TRUE
Nguyễn Hữu Thuận (Thuận Hữu),,,Bà Rịa - Vũng Tàu,0,Huyện Tân Thành. thị xã Bà Rịa và thành phố Vũng Tàu,,,TRUE
Nguyễn Thị Bạch Ngân,,,Bà Rịa - Vũng Tàu,0,Huyện Tân Thành. thị xã Bà Rịa và thành phố Vũng Tàu,,,TRUE
Phạm Quang Khải,,,Bà Rịa - Vũng Tàu,0,Huyện Châu Ðức. Huyện Long Ðiền. Huyện Ðất Ðỏ. Huyện Xuyên Mộc và huyện Côn Ðảo,,,TRUE
Nguyễn Văn Tuyết,,,Bà Rịa - Vũng Tàu,0,Huyện Châu Ðức. Huyện Long Ðiền. Huyện Ðất Ðỏ. Huyện Xuyên Mộc và huyện Côn Ðảo,,,TRUE
Lê Thị Công,,,Bà Rịa - Vũng Tàu,0,Huyện Châu Ðức. Huyện Long Ðiền. Huyện Ðất Ðỏ. Huyện Xuyên Mộc và huyện Côn Ðảo,,,TRUE
Thân Văn Khoa,,,Bắc Giang,0,Huyện Yên Thế. Huyện Lạng Giang. Huyện Yên Dũng và thành phố Bắc Giang,,,TRUE
Nguyễn Anh Dũng,,,Bắc Giang,0,Huyện Yên Thế. Huyện Lạng Giang. Huyện Yên Dũng và thành phố Bắc Giang,,,TRUE
Nguyễn Ðăng Tiến,,,Bắc Giang,0,Huyện Yên Thế. Huyện Lạng Giang. Huyện Yên Dũng và thành phố Bắc Giang,,,TRUE
Nguyễn Thiện Nhân,,,Bắc Giang,0,Huyện Tân Yên. Huyện Hiệp Hòa và huyện Việt Yên,,,TRUE
Hoàng Thị Hoa,,,Bắc Giang,0,Huyện Tân Yên. Huyện Hiệp Hòa và huyện Việt Yên,,,TRUE
Ngô Minh Tiến,,,Bắc Giang,0,Huyện Tân Yên. Huyện Hiệp Hòa và huyện Việt Yên,,,TRUE
Nguyễn Quốc Cường,,,Bắc Giang,0,Huyện Sơn Ðộng. Huyện Lục Ngạn và huyện Lục Nam,,,TRUE
Hà Thị Lan,,,Bắc Giang,0,Huyện Sơn Ðộng. Huyện Lục Ngạn và huyện Lục Nam,,,TRUE
Nguyễn Văn Minh,,,Bắc Kạn,0,Huyện Ba Bể. Huyện Ngân Sơn. Huyện Na Rì và huyện Pác Nặm,,,TRUE
Dương Quang Sơn,,,Bắc Kạn,0,Huyện Ba Bể. Huyện Ngân Sơn. Huyện Na Rì và huyện Pác Nặm,,,TRUE
Phương Thị Thanh,,,Bắc Kạn,0,Huyện Ba Bể. Huyện Ngân Sơn. Huyện Na Rì và huyện Pác Nặm,,,TRUE
Hà Văn Khoát,,,Bắc Kạn,0,Huyện Bạch Thông. Huyện Chợ Ðồn. Huyện Chợ Mới và thị xã Bắc Kạn,,,TRUE
Bế Xuân Trường,,,Bắc Kạn,0,Huyện Bạch Thông. Huyện Chợ Ðồn. Huyện Chợ Mới và thị xã Bắc Kạn,,,TRUE
Triệu Thị Thu Phương,,,Bắc Kạn,0,Huyện Bạch Thông. Huyện Chợ Ðồn. Huyện Chợ Mới và thị xã Bắc Kạn,,,TRUE
Trương Minh Chiến,,,Bạc Liêu,0,Huyện Vĩnh Lợi. Huyện Hòa Bình và thành phố Bạc Liêu,,,TRUE
Huỳnh Minh Hoàng,,,Bạc Liêu,0,Huyện Vĩnh Lợi. Huyện Hòa Bình và thành phố Bạc Liêu,,,TRUE
Lê Quang Huy,,,Bạc Liêu,0,Huyện Vĩnh Lợi. Huyện Hòa Bình và thành phố Bạc Liêu,,,TRUE
Võ Thị Hồng Thoại,,,Bạc Liêu,0,Huyện Phước Long. Huyện Hồng Dân. Huyện Giá Rai và huyện Ðông Hải,,,TRUE
Trần Bình Minh,,,Bạc Liêu,0,Huyện Phước Long. Huyện Hồng Dân. Huyện Giá Rai và huyện Ðông Hải,,,TRUE
Nguyễn Tấn Vạn,,,Bạc Liêu,0,Huyện Phước Long. Huyện Hồng Dân. Huyện Giá Rai và huyện Ðông Hải,,,TRUE
Nguyễn Thị Thanh Hòa,,,Bắc Ninh,0,Huyện Yên Phong. Huyện Tiên Du. thị xã Từ Sơn và thành phố Bắc Ninh,,,TRUE
Nguyễn Văn Chiến,,,Bắc Ninh,0,Huyện Yên Phong. Huyện Tiên Du. thị xã Từ Sơn và thành phố Bắc Ninh,,,TRUE
Nguyễn Trọng Trường,,,Bắc Ninh,0,Huyện Yên Phong. Huyện Tiên Du. thị xã Từ Sơn và thành phố Bắc Ninh,,,TRUE
Tô Huy Rứa,,,Bắc Ninh,0,Huyện Quế Võ. Huyện Thuận Thành. Huyện Gia Bình và huyện Lương Tài,,,TRUE
Trần Văn Túy,,,Bắc Ninh,0,Huyện Quế Võ. Huyện Thuận Thành. Huyện Gia Bình và huyện Lương Tài,,,TRUE
Ðỗ Thị Huyền Tâm,,,Bắc Ninh,0,Huyện Quế Võ. Huyện Thuận Thành. Huyện Gia Bình và huyện Lương Tài,,,TRUE
Đặng Thuần Phong,,,Bến Tre,0,Huyện Châu Thành. Huyện Bình Ðại và thành phố Bến Tre,,,TRUE
Nguyễn Văn Hiếu,,,Bến Tre,0,Huyện Châu Thành. Huyện Bình Ðại và thành phố Bến Tre,,,TRUE
Nguyễn Thị Kim Ngân,,,Bến Tre,0,Huyện Giồng Trôm. Huyện Ba Tri,,,TRUE
Trần Dương Tuấn,,,Bến Tre,0,Huyện Giồng Trôm. Huyện Ba Tri,,,TRUE
Nguyễn Thị Phương Ðào,,,Bến Tre,0,Huyện Thạnh Phú. Huyện Chợ Lách. Huyện Mỏ Cày Nam và huyện Mỏ Cày Bắc,,,TRUE
Nguyễn Xuân Tỷ,,,Bến Tre,0,Huyện Thạnh Phú. Huyện Chợ Lách. Huyện Mỏ Cày Nam và huyện Mỏ Cày Bắc,,,TRUE
Trịnh Thị Thanh Bình,,,Bến Tre,0,Huyện Thạnh Phú. Huyện Chợ Lách. Huyện Mỏ Cày Nam và huyện Mỏ Cày Bắc,,,TRUE
Mai Thế Trung,,,Bình Dương,0,Huyện Bến Cát. Huyện Dầu Tiếng và thị xã Thủ Dầu Một,,,TRUE
Phương Hữu Việt,,,Bình Dương,0,Huyện Bến Cát. Huyện Dầu Tiếng và thị xã Thủ Dầu Một,,,TRUE
Lê Thành Nhơn,,,Bình Dương,0,Huyện Bến Cát. Huyện Dầu Tiếng và thị xã Thủ Dầu Một,,,TRUE
Nguyễn Thanh Hồng,,,Bình Dương,0,Huyện Tân Uyên. Huyện Phú Giáo và thị xã Dĩ An,,,TRUE
Huỳnh Ngọc Ðáng,,,Bình Dương,0,Huyện Tân Uyên. Huyện Phú Giáo và thị xã Dĩ An,,,TRUE
Lê Hữu Phước,,,Bình Dương,0,Huyện Tân Uyên. Huyện Phú Giáo và thị xã Dĩ An,,,TRUE
Mai Hữu Tín,,,Bình Dương,0,Thị xã Thuận An,,,TRUE
Phạm Trọng Nhân,,,Bình Dương,0,Thị xã Thuận An,,,TRUE
Nguyễn Thanh Tùng,,,Bình Ðịnh,0,Huyện Tuy Phước. Huyện Vân Canh. Huyện Tây Sơn. Huyện Vĩnh Thạnh và thành phố Quy Nhơn,,,TRUE
Ðặng Công Lý,,,Bình Ðịnh,0,Huyện Tuy Phước. Huyện Vân Canh. Huyện Tây Sơn. Huyện Vĩnh Thạnh và thành phố Quy Nhơn,,,TRUE
Vương Đình Huệ,,,Bình Ðịnh,0,Huyện Tuy Phước. Huyện Vân Canh. Huyện Tây Sơn. Huyện Vĩnh Thạnh và thành phố Quy Nhơn,,,TRUE
Phạm Thị Thu Hồng,,,Bình Ðịnh,0,Huyện An Nhơn. Huyện Phù Cát và huyện Phù Mỹ,,,TRUE
Nguyễn Hữu Ðức,,,Bình Ðịnh,0,Huyện An Nhơn. Huyện Phù Cát và huyện Phù Mỹ,,,TRUE
Nguyễn Văn Cảnh,,,Bình Ðịnh,0,Huyện An Nhơn. Huyện Phù Cát và huyện Phù Mỹ,,,TRUE
Nguyễn Thanh Thụy,,,Bình Ðịnh,0,Huyện Hoài Nhơn. Huyện Hoài Ân và huyện An Lão,,,TRUE
Trần Văn Bản,,,Bình Ðịnh,0,Huyện Hoài Nhơn. Huyện Hoài Ân và huyện An Lão,,,TRUE
Nguyễn Văn Lợi,,,Bình Phước,0,Huyện Ðồng Phú. Huyện Chơn Thành. Huyện Hớn Quản. Huyện Lộc Ninh và thị xã Bình Long,,,TRUE
Trần Ngọc Thuận,,,Bình Phước,0,Huyện Ðồng Phú. Huyện Chơn Thành. Huyện Hớn Quản. Huyện Lộc Ninh và thị xã Bình Long,,,TRUE
Ðiểu Huỳnh Sang,,,Bình Phước,0,Huyện Ðồng Phú. Huyện Chơn Thành. Huyện Hớn Quản. Huyện Lộc Ninh và thị xã Bình Long,,,TRUE
Ngô Xuân Lịch,,,Bình Phước,0,Thị xã Ðồng Xoài. thị xã Phước Long. Huyện Bù Gia Mập. Huyện Bù Ðốp và huyện Bù Ðăng,,,TRUE
Bùi Mạnh Hùng,,,Bình Phước,0,Thị xã Ðồng Xoài. thị xã Phước Long. Huyện Bù Gia Mập. Huyện Bù Ðốp và huyện Bù Ðăng,,,TRUE
Phạm Thị Mỹ Lệ,,,Bình Phước,0,Thị xã Ðồng Xoài. thị xã Phước Long. Huyện Bù Gia Mập. Huyện Bù Ðốp và huyện Bù Ðăng,,,TRUE
