"id","name","stateAbbreviation","partyShort","committeeId","committeeName","committeePosition","committeeSide","committeeRank"
"M001176","Jeff Merkley","OR","D","M001176","Committee on the Budget","member","minority",""
"M001111","Patty Murray","WA","D","M001111","Committee on the Budget","member","minority",""
"P000612","David Perdue","GA","R","P000612","Committee on the Budget","member","majority",""
"P000449","Rob Portman","OH","R","P000449","Committee on the Budget","member","majority",""
"E000285","Michael B. Enzi","WY","R","E000285","Committee on the Budget","member","majority","1"
"S000033","Bernard Sanders","VT","ID","S000033","Committee on the Budget","member","minority","1"
"C001088","Christopher A. Coons","DE","D","C001088","Committee on the Judiciary","member","minority",""
"S000148","Charles E. Schumer","NY","D","S000148","Committee on the Judiciary","member","minority",""
"C001056","John Cornyn","TX","R","C001056","Committee on the Judiciary","member","majority",""
"S001141","Jeff Sessions","AL","R","S001141","Committee on the Judiciary","member","majority",""
"C001098","Ted Cruz","TX","R","C001098","Committee on the Judiciary","member","majority",""
"D000563","Richard J. Durbin","IL","D","D000563","Committee on the Judiciary","member","minority",""
"T000476","Thom Tillis","NC","R","T000476","Committee on the Judiciary","member","majority",""
"F000062","Dianne Feinstein","CA","D","F000062","Committee on the Judiciary","member","minority",""
"F000444","Jeff Flake","AZ","R","F000444","Committee on the Judiciary","member","majority",""
"V000127","David Vitter","LA","R","V000127","Committee on the Judiciary","member","majority",""
"F000457","Al Franken","MN","D","F000457","Committee on the Judiciary","member","minority",""
"G000359","Lindsey Graham","SC","R","G000359","Committee on the Judiciary","member","majority",""
"W000802","Sheldon Whitehouse","RI","D","W000802","Committee on the Judiciary","member","minority",""
"H000338","Orrin G. Hatch","UT","R","H000338","Committee on the Judiciary","member","majority",""
"K000367","Amy Klobuchar","MN","D","K000367","Committee on the Judiciary","member","minority",""
"L000577","Mike Lee","UT","R","L000577","Committee on the Judiciary","member","majority",""
"B001277","Richard Blumenthal","CT","D","B001277","Committee on the Judiciary","member","minority",""
"P000612","David Perdue","GA","R","P000612","Committee on the Judiciary","member","majority",""
"G000386","Charles E. Grassley","IA","R","G000386","Committee on the Judiciary","member","majority","1"
"L000174","Patrick J. Leahy","VT","D","L000174","Committee on the Judiciary","member","minority","1"
"S001198","Dan Sullivan","AK","R","S001198","Committee on Veterans&#39; Affairs","member","majority",""
"T000464","Jon Tester","MT","D","T000464","Committee on Veterans&#39; Affairs","member","minority",""
"T000476","Thom Tillis","NC","R","T000476","Committee on Veterans&#39; Affairs","member","majority",""
"H001041","Dean Heller","NV","R","H001041","Committee on Veterans&#39; Affairs","member","majority",""
"H001042","Mazie K. Hirono","HI","D","H001042","Committee on Veterans&#39; Affairs","member","minority",""
"M001183","Joe Manchin III","WV","D","M001183","Committee on Veterans&#39; Affairs","member","minority",""
"M000934","Jerry Moran","KS","R","M000934","Committee on Veterans&#39; Affairs","member","majority",""
"M001111","Patty Murray","WA","D","M001111","Committee on Veterans&#39; Affairs","member","minority",""
"B001236","John Boozman","AR","R","B001236","Committee on Veterans&#39; Affairs","member","majority",""
"B000944","Sherrod Brown","OH","D","B000944","Committee on Veterans&#39; Affairs","member","minority",""
"R000605","Mike Rounds","SD","R","R000605","Committee on Veterans&#39; Affairs","member","majority",""
"C001075","Bill Cassidy","LA","R","C001075","Committee on Veterans&#39; Affairs","member","majority",""
"S000033","Bernard Sanders","VT","ID","S000033","Committee on Veterans&#39; Affairs","member","minority",""
"I000055","Johnny Isakson","GA","R","I000055","Committee on Veterans&#39; Affairs","member","majority","1"
"B001277","Richard Blumenthal","CT","D","B001277","Committee on Veterans&#39; Affairs","member","minority","1"
"S001194","Brian Schatz","HI","D","S001194","Select Committee on Ethics","member","minority",""
"C001088","Christopher A. Coons","DE","D","C001088","Select Committee on Ethics","member","minority",""
"B000711","Barbara Boxer","CA","D","B000711","Select Committee on Ethics","member","minority",""
"R000584","Jim Risch","ID","R","R000584","Select Committee on Ethics","member","majority",""
"R000307","Pat Roberts","KS","R","R000307","Select Committee on Ethics","member","majority",""
"I000055","Johnny Isakson","GA","R","I000055","Select Committee on Ethics","member","majority","1"
"C001035","Susan Collins","ME","R","C001035","Select Committee on Intelligence","member","majority",""
"C001095","Tom Cotton","AR","R","C001095","Select Committee on Intelligence","member","majority",""
"F000062","Dianne Feinstein","CA","D","F000062","Select Committee on Intelligence","member","minority",""
"W000805","Mark Warner","VA","D","W000805","Select Committee on Intelligence","member","minority",""
"H001046","Martin Heinrich","NM","D","H001046","Select Committee on Intelligence","member","minority",""
"W000779","Ron Wyden","OR","D","W000779","Select Committee on Intelligence","member","minority",""
"H001042","Mazie K. Hirono","HI","D","H001042","Select Committee on Intelligence","member","minority",""
"K000383","Angus King","ME","ID","K000383","Select Committee on Intelligence","member","minority",""
"L000575","James Lankford","OK","R","L000575","Select Committee on Intelligence","member","majority",""
"M000303","John McCain","AZ","R","M000303","Select Committee on Intelligence","member","majority",""
"M000355","Mitch McConnell","KY","R","M000355","Select Committee on Intelligence","member","majority",""
"M000702","Barbara A. Mikulski","MD","D","M000702","Select Committee on Intelligence","member","minority",""
"B000575","Roy Blunt","MO","R","B000575","Select Committee on Intelligence","member","majority",""
"R000122","Jack Reed","RI","D","R000122","Select Committee on Intelligence","member","minority",""
"R000146","Harry Reid","NV","D","R000146","Select Committee on Intelligence","member","minority",""
"R000584","Jim Risch","ID","R","R000584","Select Committee on Intelligence","member","majority",""
"R000595","Marco Rubio","FL","R","R000595","Select Committee on Intelligence","member","majority",""
"C000542","Daniel Coats","IN","R","C000542","Select Committee on Intelligence","member","majority",""
"B001135","Richard M. Burr","NC","R","B001135","Select Committee on Intelligence","member","majority","1"
"S001197","Ben Sasse","NE","R","S001197","Special Committee on Aging","member","majority",""
"C001071","Bob Corker","TN","R","C001071","Special Committee on Aging","member","majority",""
"S001184","Tim Scott","SC","R","S001184","Special Committee on Aging","member","majority",""
"C001095","Tom Cotton","AR","R","C001095","Special Committee on Aging","member","majority",""
"D000607","Joe Donnelly","IN","D","D000607","Special Committee on Aging","member","minority",""
"T000476","Thom Tillis","NC","R","T000476","Special Committee on Aging","member","majority",""
"F000444","Jeff Flake","AZ","R","F000444","Special Committee on Aging","member","majority",""
"G000555","Kirsten E. Gillibrand","NY","D","G000555","Special Committee on Aging","member","minority",""
"W000817","Elizabeth Warren","MA","D","W000817","Special Committee on Aging","member","minority",""
"W000802","Sheldon Whitehouse","RI","D","W000802","Special Committee on Aging","member","minority",""
"H000338","Orrin G. Hatch","UT","R","H000338","Special Committee on Aging","member","majority",""
"H001041","Dean Heller","NV","R","H001041","Special Committee on Aging","member","majority",""
"K000384","Tim Kaine","VA","D","K000384","Special Committee on Aging","member","minority",""
"K000360","Mark Steven Kirk","IL","R","K000360","Special Committee on Aging","member","majority",""
"B001277","Richard Blumenthal","CT","D","B001277","Special Committee on Aging","member","minority",""
"N000032","Bill Nelson","FL","D","N000032","Special Committee on Aging","member","minority",""
"P000612","David Perdue","GA","R","P000612","Special Committee on Aging","member","majority",""
"C001070","Bob Casey","PA","D","C001070","Special Committee on Aging","member","minority",""
"C001035","Susan Collins","ME","R","C001035","Special Committee on Aging","member","majority","1"
"M001170","Claire McCaskill","MO","D","M001170","Special Committee on Aging","member","minority","1"
