"id","name","partyShort","stateAbbreviation","committeeId","committeeName","committeePosition","committeeSide","committeeRank"
"J000293","Ron Johnson","R","WI","J000293","Committee on the Budget","member","majority",6
"W000805","Mark Warner","D","VA","W000805","Committee on the Budget","member","minority",6
"P000612","David Perdue","R","GA","P000612","Committee on the Budget","member","majority",7
"M001176","Jeff Merkley","D","OR","M001176","Committee on the Budget","member","minority",7
"B001310","Mike Braun","R","IN","B001310","Committee on the Budget","member","majority",8
"K000384","Tim Kaine","D","VA","K000384","Committee on the Budget","member","minority",8
"S001217","Rick Scott","R","FL","S001217","Committee on the Budget","member","majority",9
"V000128","Chris Van Hollen","D","MD","V000128","Committee on the Budget","member","minority",9
"K000393","John Kennedy","R","LA","K000393","Committee on the Budget","member","majority",10
"H001075","Kamala Harris","D","CA","H001075","Committee on the Budget","member","minority",10
"C001096","Kevin Cramer","R","ND","C001096","Committee on the Budget","member","majority",11
"G000359","Lindsey Graham","R","SC","G000359","Committee on the Judiciary","Chairman","majority",1
"F000062","Dianne Feinstein","D","CA","F000062","Committee on the Judiciary","Ranking Member","minority",1
"G000386","Charles E. Grassley","R","IA","G000386","Committee on the Judiciary","member","majority",2
"L000174","Patrick J. Leahy","D","VT","L000174","Committee on the Judiciary","member","minority",2
"C001056","John Cornyn","R","TX","C001056","Committee on the Judiciary","member","majority",3
"D000563","Richard J. Durbin","D","IL","D000563","Committee on the Judiciary","member","minority",3
"L000577","Mike Lee","R","UT","L000577","Committee on the Judiciary","member","majority",4
"W000802","Sheldon Whitehouse","D","RI","W000802","Committee on the Judiciary","member","minority",4
"C001098","Ted Cruz","R","TX","C001098","Committee on the Judiciary","member","majority",5
"K000367","Amy Klobuchar","D","MN","K000367","Committee on the Judiciary","member","minority",5
"S001197","Ben Sasse","R","NE","S001197","Committee on the Judiciary","member","majority",6
"C001088","Christopher A. Coons","D","DE","C001088","Committee on the Judiciary","member","minority",6
"H001089","Joshua Hawley","R","MO","H001089","Committee on the Judiciary","member","majority",7
"B001277","Richard Blumenthal","D","CT","B001277","Committee on the Judiciary","member","minority",7
"T000476","Thom Tillis","R","NC","T000476","Committee on the Judiciary","member","majority",8
"H001042","Mazie K. Hirono","D","HI","H001042","Committee on the Judiciary","member","minority",8
"E000295","Joni Ernst","R","IA","E000295","Committee on the Judiciary","member","majority",9
"B001288","Cory Booker","D","NJ","B001288","Committee on the Judiciary","member","minority",9
"C000880","Michael D. Crapo","R","ID","C000880","Committee on the Judiciary","member","majority",10
"H001075","Kamala Harris","D","CA","H001075","Committee on the Judiciary","member","minority",10
"K000393","John Kennedy","R","LA","K000393","Committee on the Judiciary","member","majority",11
"B001243","Marsha Blackburn","R","TN","B001243","Committee on the Judiciary","member","majority",12
"T000464","Jon Tester","D","MT","T000464","Committee on Veterans&#39; Affairs","Ranking Member","minority",1
"M000934","Jerry Moran","R","KS","M000934","Committee on Veterans&#39; Affairs","member","majority",2
"M001111","Patty Murray","D","WA","M001111","Committee on Veterans&#39; Affairs","member","minority",2
"B001236","John Boozman","R","AR","B001236","Committee on Veterans&#39; Affairs","member","majority",3
"S000033","Bernard Sanders","ID","VT","S000033","Committee on Veterans&#39; Affairs","member","minority",3
"C001075","Bill Cassidy","R","LA","C001075","Committee on Veterans&#39; Affairs","member","majority",4
"B000944","Sherrod Brown","D","OH","B000944","Committee on Veterans&#39; Affairs","member","minority",4
"R000605","Mike Rounds","R","SD","R000605","Committee on Veterans&#39; Affairs","member","majority",5
"B001277","Richard Blumenthal","D","CT","B001277","Committee on Veterans&#39; Affairs","member","minority",5
"T000476","Thom Tillis","R","NC","T000476","Committee on Veterans&#39; Affairs","member","majority",6
"H001042","Mazie K. Hirono","D","HI","H001042","Committee on Veterans&#39; Affairs","member","minority",6
"S001198","Dan Sullivan","R","AK","S001198","Committee on Veterans&#39; Affairs","member","majority",7
"M001183","Joe Manchin III","D","WV","M001183","Committee on Veterans&#39; Affairs","member","minority",7
"B001243","Marsha Blackburn","R","TN","B001243","Committee on Veterans&#39; Affairs","member","majority",8
"S001191","Kyrsten Sinema","D","AZ","S001191","Committee on Veterans&#39; Affairs","member","minority",8
"C001096","Kevin Cramer","R","ND","C001096","Committee on Veterans&#39; Affairs","member","majority",9
"C001088","Christopher A. Coons","D","DE","C001088","Select Committee on Ethics","Vice Chairman","minority",1
"R000307","Pat Roberts","R","KS","R000307","Select Committee on Ethics","member","majority",2
"S001194","Brian Schatz","D","HI","S001194","Select Committee on Ethics","member","minority",2
"R000584","Jim Risch","R","ID","R000584","Select Committee on Ethics","member","majority",3
"S001181","Jeanne Shaheen","D","NH","S001181","Select Committee on Ethics","member","minority",3
"B001135","Richard M. Burr","R","NC","B001135","Select Committee on Intelligence","Chairman","majority",1
"W000805","Mark Warner","D","VA","W000805","Select Committee on Intelligence","Vice Chairman","minority",1
"R000584","Jim Risch","R","ID","R000584","Select Committee on Intelligence","member","majority",2
"F000062","Dianne Feinstein","D","CA","F000062","Select Committee on Intelligence","member","minority",2
"R000595","Marco Rubio","R","FL","R000595","Select Committee on Intelligence","member","majority",3
"W000779","Ron Wyden","D","OR","W000779","Select Committee on Intelligence","member","minority",3
"C001035","Susan Collins","R","ME","C001035","Select Committee on Intelligence","member","majority",4
"H001046","Martin Heinrich","D","NM","H001046","Select Committee on Intelligence","member","minority",4
"B000575","Roy Blunt","R","MO","B000575","Select Committee on Intelligence","member","majority",5
"K000383","Angus King","ID","ME","K000383","Select Committee on Intelligence","member","minority",5
"C001095","Tom Cotton","R","AR","C001095","Select Committee on Intelligence","member","majority",6
"H001075","Kamala Harris","D","CA","H001075","Select Committee on Intelligence","member","minority",6
"C001056","John Cornyn","R","TX","C001056","Select Committee on Intelligence","member","majority",7
"B001267","Michael Bennet","D","CO","B001267","Select Committee on Intelligence","member","minority",7
"S001197","Ben Sasse","R","NE","S001197","Select Committee on Intelligence","member","majority",8
"S000148","Charles E. Schumer","D","NY","S000148","Select Committee on Intelligence","Ex Officio","minority",8
"M000355","Mitch McConnell","R","KY","M000355","Select Committee on Intelligence","Ex Officio","majority",9
"R000122","Jack Reed","D","RI","R000122","Select Committee on Intelligence","Ex Officio","minority",9
"I000024","James M. Inhofe","R","OK","I000024","Select Committee on Intelligence","Ex Officio","majority",10
"C001035","Susan Collins","R","ME","C001035","Special Committee on Aging","Chairman","majority",1
"C001070","Bob Casey","D","PA","C001070","Special Committee on Aging","Ranking Member","minority",1
"S001184","Tim Scott","R","SC","S001184","Special Committee on Aging","member","majority",2
"G000555","Kirsten E. Gillibrand","D","NY","G000555","Special Committee on Aging","member","minority",2
"B001135","Richard M. Burr","R","NC","B001135","Special Committee on Aging","member","majority",3
"B001277","Richard Blumenthal","D","CT","B001277","Special Committee on Aging","member","minority",3
"W000817","Elizabeth Warren","D","MA","W000817","Special Committee on Aging","member","minority",4
"R000595","Marco Rubio","R","FL","R000595","Special Committee on Aging","member","majority",5
"J000300","Doug Jones","D","AL","J000300","Special Committee on Aging","member","minority",5
"H001089","Joshua Hawley","R","MO","H001089","Special Committee on Aging","member","majority",6
"S001191","Kyrsten Sinema","D","AZ","S001191","Special Committee on Aging","member","minority",6
"B001310","Mike Braun","R","IN","B001310","Special Committee on Aging","member","majority",7
"R000608","Jacky Rosen","D","NV","R000608","Special Committee on Aging","member","minority",7
"S001217","Rick Scott","R","FL","S001217","Special Committee on Aging","member","majority",8
"C001056","John Cornyn","R","TX","C001056","United States Caucus on International Narcotics Control","Chairman","majority",1
"F000062","Dianne Feinstein","D","CA","F000062","United States Caucus on International Narcotics Control","Vice Chairman","minority",1
"G000386","Charles E. Grassley","R","IA","G000386","United States Caucus on International Narcotics Control","member","majority",2
"W000802","Sheldon Whitehouse","D","RI","W000802","United States Caucus on International Narcotics Control","member","minority",2
"R000584","Jim Risch","R","ID","R000584","United States Caucus on International Narcotics Control","member","majority",3
"R000608","Jacky Rosen","D","NV","R000608","United States Caucus on International Narcotics Control","member","minority",3
"P000612","David Perdue","R","GA","P000612","United States Caucus on International Narcotics Control","member","majority",4
