"id","name","stateAbbreviation","partyShort","committeeId","committeeName","committeePosition","committeeSide","committeeRank"
"B001288","Cory Booker","NJ","D","B001288","Committee on Small Business and Entrepreneurship","member","minority","6"
"Y000064","Todd Young","IN","R","Y000064","Committee on Small Business and Entrepreneurship","member","majority","7"
"C001088","Christopher A. Coons","DE","D","C001088","Committee on Small Business and Entrepreneurship","member","minority","7"
"H001042","Mazie K. Hirono","HI","D","H001042","Committee on Small Business and Entrepreneurship","member","minority","8"
"E000285","Michael B. Enzi","WY","R","E000285","Committee on Small Business and Entrepreneurship","member","majority","8"
"R000605","Mike Rounds","SD","R","R000605","Committee on Small Business and Entrepreneurship","member","majority","9"
"D000622","Tammy Duckworth","IL","D","D000622","Committee on Small Business and Entrepreneurship","member","minority","9"
"K000393","John Kennedy","LA","R","K000393","Committee on Small Business and Entrepreneurship","member","majority","10"
"C001095","Tom Cotton","AR","R","C001095","Committee on the Budget","member","majority",""
"S000033","Bernard Sanders","VT","ID","S000033","Committee on the Budget","member","minority","1"
"E000285","Michael B. Enzi","WY","R","E000285","Committee on the Budget","member","majority","1"
"G000386","Charles E. Grassley","IA","R","G000386","Committee on the Budget","member","majority","2"
"M001111","Patty Murray","WA","D","M001111","Committee on the Budget","member","minority","2"
"W000779","Ron Wyden","OR","D","W000779","Committee on the Budget","member","minority","3"
"C000880","Michael D. Crapo","ID","R","C000880","Committee on the Budget","member","majority","3"
"G000359","Lindsey Graham","SC","R","G000359","Committee on the Budget","member","majority","4"
"S000770","Debbie Stabenow","MI","D","S000770","Committee on the Budget","member","minority","4"
"W000802","Sheldon Whitehouse","RI","D","W000802","Committee on the Budget","member","minority","5"
"T000461","Patrick J. Toomey","PA","R","T000461","Committee on the Budget","member","majority","5"
"W000805","Mark Warner","VA","D","W000805","Committee on the Budget","member","minority","6"
"J000293","Ron Johnson","WI","R","J000293","Committee on the Budget","member","majority","6"
"M001176","Jeff Merkley","OR","D","M001176","Committee on the Budget","member","minority","7"
"C001071","Bob Corker","TN","R","C001071","Committee on the Budget","member","majority","7"
"K000384","Tim Kaine","VA","D","K000384","Committee on the Budget","member","minority","8"
"P000612","David Perdue","GA","R","P000612","Committee on the Budget","member","majority","8"
"K000383","Angus King","ME","ID","K000383","Committee on the Budget","member","minority","9"
"G000562","Cory Gardner","CO","R","G000562","Committee on the Budget","member","majority","9"
"V000128","Chris Van Hollen","MD","D","V000128","Committee on the Budget","member","minority","10"
"K000393","John Kennedy","LA","R","K000393","Committee on the Budget","member","majority","10"
"H001075","Kamala Harris","CA","D","H001075","Committee on the Budget","member","minority","11"
"B001236","John Boozman","AR","R","B001236","Committee on the Budget","member","majority","11"
"B001288","Cory Booker","NJ","D","B001288","Committee on the Judiciary","member","minority",""
"H001075","Kamala Harris","CA","D","H001075","Committee on the Judiciary","member","minority",""
"G000386","Charles E. Grassley","IA","R","G000386","Committee on the Judiciary","member","majority","1"
"F000062","Dianne Feinstein","CA","D","F000062","Committee on the Judiciary","member","minority","1"
"H000338","Orrin G. Hatch","UT","R","H000338","Committee on the Judiciary","member","majority","2"
"L000174","Patrick J. Leahy","VT","D","L000174","Committee on the Judiciary","member","minority","2"
"G000359","Lindsey Graham","SC","R","G000359","Committee on the Judiciary","member","majority","3"
"D000563","Richard J. Durbin","IL","D","D000563","Committee on the Judiciary","member","minority","3"
"W000802","Sheldon Whitehouse","RI","D","W000802","Committee on the Judiciary","member","minority","4"
"C001056","John Cornyn","TX","R","C001056","Committee on the Judiciary","member","majority","4"
"K000367","Amy Klobuchar","MN","D","K000367","Committee on the Judiciary","member","minority","5"
"L000577","Mike Lee","UT","R","L000577","Committee on the Judiciary","member","majority","5"
"C001098","Ted Cruz","TX","R","C001098","Committee on the Judiciary","member","majority","6"
"C001088","Christopher A. Coons","DE","D","C001088","Committee on the Judiciary","member","minority","7"
"S001197","Ben Sasse","NE","R","S001197","Committee on the Judiciary","member","majority","7"
"B001277","Richard Blumenthal","CT","D","B001277","Committee on the Judiciary","member","minority","8"
"F000444","Jeff Flake","AZ","R","F000444","Committee on the Judiciary","member","majority","8"
"H001042","Mazie K. Hirono","HI","D","H001042","Committee on the Judiciary","member","minority","9"
"C000880","Michael D. Crapo","ID","R","C000880","Committee on the Judiciary","member","majority","9"
"T000476","Thom Tillis","NC","R","T000476","Committee on the Judiciary","member","majority","10"
"K000393","John Kennedy","LA","R","K000393","Committee on the Judiciary","member","majority","11"
"I000055","Johnny Isakson","GA","R","I000055","Committee on Veterans&#39; Affairs","member","majority","1"
"T000464","Jon Tester","MT","D","T000464","Committee on Veterans&#39; Affairs","member","minority","1"
"M000934","Jerry Moran","KS","R","M000934","Committee on Veterans&#39; Affairs","member","majority","2"
"M001111","Patty Murray","WA","D","M001111","Committee on Veterans&#39; Affairs","member","minority","2"
"B001236","John Boozman","AR","R","B001236","Committee on Veterans&#39; Affairs","member","majority","3"
"S000033","Bernard Sanders","VT","ID","S000033","Committee on Veterans&#39; Affairs","member","minority","3"
"H001041","Dean Heller","NV","R","H001041","Committee on Veterans&#39; Affairs","member","majority","4"
"B000944","Sherrod Brown","OH","D","B000944","Committee on Veterans&#39; Affairs","member","minority","4"
"B001277","Richard Blumenthal","CT","D","B001277","Committee on Veterans&#39; Affairs","member","minority","5"
"C001075","Bill Cassidy","LA","R","C001075","Committee on Veterans&#39; Affairs","member","majority","5"
"H001042","Mazie K. Hirono","HI","D","H001042","Committee on Veterans&#39; Affairs","member","minority","6"
"R000605","Mike Rounds","SD","R","R000605","Committee on Veterans&#39; Affairs","member","majority","6"
"M001183","Joe Manchin III","WV","D","M001183","Committee on Veterans&#39; Affairs","member","minority","7"
"T000476","Thom Tillis","NC","R","T000476","Committee on Veterans&#39; Affairs","member","majority","7"
"S001198","Dan Sullivan","AK","R","S001198","Committee on Veterans&#39; Affairs","member","majority","8"
"I000055","Johnny Isakson","GA","R","I000055","Select Committee on Ethics","member","majority","1"
"C001088","Christopher A. Coons","DE","D","C001088","Select Committee on Ethics","member","minority","1"
"R000307","Pat Roberts","KS","R","R000307","Select Committee on Ethics","member","majority","2"
"S001194","Brian Schatz","HI","D","S001194","Select Committee on Ethics","member","minority","2"
"R000584","Jim Risch","ID","R","R000584","Select Committee on Ethics","member","majority","3"
"S001181","Jeanne Shaheen","NH","D","S001181","Select Committee on Ethics","member","minority","3"
"M000355","Mitch McConnell","KY","R","M000355","Select Committee on Intelligence","member","majority",""
"R000122","Jack Reed","RI","D","R000122","Select Committee on Intelligence","member","minority",""
"S000148","Charles E. Schumer","NY","D","S000148","Select Committee on Intelligence","member","minority",""
"W000805","Mark Warner","VA","D","W000805","Select Committee on Intelligence","member","minority","1"
"B001135","Richard M. Burr","NC","R","B001135","Select Committee on Intelligence","member","majority","1"
"R000584","Jim Risch","ID","R","R000584","Select Committee on Intelligence","member","majority","2"
"F000062","Dianne Feinstein","CA","D","F000062","Select Committee on Intelligence","member","minority","2"
"W000779","Ron Wyden","OR","D","W000779","Select Committee on Intelligence","member","minority","3"
"R000595","Marco Rubio","FL","R","R000595","Select Committee on Intelligence","member","majority","3"
"H001046","Martin Heinrich","NM","D","H001046","Select Committee on Intelligence","member","minority","4"
"C001035","Susan Collins","ME","R","C001035","Select Committee on Intelligence","member","majority","4"
"K000383","Angus King","ME","ID","K000383","Select Committee on Intelligence","member","minority","5"
"B000575","Roy Blunt","MO","R","B000575","Select Committee on Intelligence","member","majority","5"
"L000575","James Lankford","OK","R","L000575","Select Committee on Intelligence","member","majority","6"
"M001183","Joe Manchin III","WV","D","M001183","Select Committee on Intelligence","member","minority","6"
"H001075","Kamala Harris","CA","D","H001075","Select Committee on Intelligence","member","minority","7"
"C001095","Tom Cotton","AR","R","C001095","Select Committee on Intelligence","member","majority","7"
"C001056","John Cornyn","TX","R","C001056","Select Committee on Intelligence","member","majority","8"
"J000300","Doug Jones","AL","D","J000300","Special Committee on Aging","member","minority",""
"C001070","Bob Casey","PA","D","C001070","Special Committee on Aging","member","minority","1"
"C001035","Susan Collins","ME","R","C001035","Special Committee on Aging","member","majority","1"
"H000338","Orrin G. Hatch","UT","R","H000338","Special Committee on Aging","member","majority","2"
"N000032","Bill Nelson","FL","D","N000032","Special Committee on Aging","member","minority","2"
"W000802","Sheldon Whitehouse","RI","D","W000802","Special Committee on Aging","member","minority","3"
"F000444","Jeff Flake","AZ","R","F000444","Special Committee on Aging","member","majority","3"
"G000555","Kirsten E. Gillibrand","NY","D","G000555","Special Committee on Aging","member","minority","4"
"S001184","Tim Scott","SC","R","S001184","Special Committee on Aging","member","majority","4"
"B001277","Richard Blumenthal","CT","D","B001277","Special Committee on Aging","member","minority","5"
"T000476","Thom Tillis","NC","R","T000476","Special Committee on Aging","member","majority","5"
"C001071","Bob Corker","TN","R","C001071","Special Committee on Aging","member","majority","6"
"D000607","Joe Donnelly","IN","D","D000607","Special Committee on Aging","member","minority","6"
"W000817","Elizabeth Warren","MA","D","W000817","Special Committee on Aging","member","minority","7"
"B001135","Richard M. Burr","NC","R","B001135","Special Committee on Aging","member","majority","7"
"R000595","Marco Rubio","FL","R","R000595","Special Committee on Aging","member","majority","8"
"C001113","Catherine Cortez Masto","NV","D","C001113","Special Committee on Aging","member","minority","8"
"F000463","Deb Fischer","NE","R","F000463","Special Committee on Aging","member","majority","9"
"G000386","Charles E. Grassley","IA","R","G000386","United States Caucus on International Narcotics Control","member","majority","1"
"F000062","Dianne Feinstein","CA","D","F000062","United States Caucus on International Narcotics Control","member","minority","1"
"W000802","Sheldon Whitehouse","RI","D","W000802","United States Caucus on International Narcotics Control","member","minority","2"
"C001056","John Cornyn","TX","R","C001056","United States Caucus on International Narcotics Control","member","majority","2"
"H001069","Heidi Heitkamp","ND","D","H001069","United States Caucus on International Narcotics Control","member","minority","3"
"R000584","Jim Risch","ID","R","R000584","United States Caucus on International Narcotics Control","member","majority","3"
