api_uri,chair,chair_id,chair_party,chair_state,chair_uri,chamber,id,name,ranking_member_id,subcommittees,url
https://api.propublica.org/congress/v1/117/senate/committees/SSGA.json,,,,,,Senate,SSGA,Committee on Homeland Security and Governmental Affairs,,"[{'id': 'SSGA01', 'name': 'Investigations Subcommittee', 'api_uri': 'https://api.propublica.org/congress/v1/117/senate/committees/SSGA/subcommittees/SSGA01.json'}, {'id': 'SSGA15', 'name': 'Financial and Contracting Oversight', 'api_uri': 'https://api.propublica.org/congress/v1/117/senate/committees/SSGA/subcommittees/SSGA15.json'}, {'id': 'SSGA17', 'name': 'Emergency Management, Intergovernmental Relations, and the District of Columbia', 'api_uri': 'https://api.propublica.org/congress/v1/117/senate/committees/SSGA/subcommittees/SSGA17.json'}, {'id': 'SSGA16', 'name': 'the Efficiency and Effectiveness of Federal Programs and the Federal Workforce', 'api_uri': 'https://api.propublica.org/congress/v1/117/senate/committees/SSGA/subcommittees/SSGA16.json'}, {'id': 'SSGA19', 'name': 'Regulatory Affairs and Federal Management', 'api_uri': 'https://api.propublica.org/congress/v1/117/senate/committees/SSGA/subcommittees/SSGA19.json'}, {'id': 'SSGA18', 'name': 'Federal Spending Oversight and Emergency Management', 'api_uri': 'https://api.propublica.org/congress/v1/117/senate/committees/SSGA/subcommittees/SSGA18.json'}, {'id': 'SSGA20', 'name': 'Emerging Threats and Spending Oversight Subcommittee', 'api_uri': 'https://api.propublica.org/congress/v1/117/senate/committees/SSGA/subcommittees/SSGA20.json'}, {'id': 'SSGA22', 'name': 'Government Operations and Border Management Subcommittee', 'api_uri': 'https://api.propublica.org/congress/v1/117/senate/committees/SSGA/subcommittees/SSGA22.json'}]",http://www.hsgac.senate.gov/
https://api.propublica.org/congress/v1/117/senate/committees/SLIA.json,,,,,,Senate,SLIA,Committee on Indian Affairs,,[],http://www.indian.senate.gov/
https://api.propublica.org/congress/v1/117/senate/committees/SSRA.json,,,,,,Senate,SSRA,Committee on Rules and Administration,,[],http://www.rules.senate.gov/
https://api.propublica.org/congress/v1/117/senate/committees/SSSB.json,,,,,,Senate,SSSB,Committee on Small Business and Entrepreneurship,,[],http://www.sbc.senate.gov/
https://api.propublica.org/congress/v1/117/senate/committees/SSBU.json,,,,,,Senate,SSBU,Committee on the Budget,,[],http://www.budget.senate.gov/
https://api.propublica.org/congress/v1/117/senate/committees/SSJU.json,,,,,,Senate,SSJU,Committee on the Judiciary,,"[{'id': 'SSJU01', 'name': 'Competition Policy, Antitrust, and Consumer Rights', 'api_uri': 'https://api.propublica.org/congress/v1/117/senate/committees/SSJU/subcommittees/SSJU01.json'}, {'id': 'SSJU04', 'name': 'Immigration, Citizenship, and Border Safety Subcommittee', 'api_uri': 'https://api.propublica.org/congress/v1/117/senate/committees/SSJU/subcommittees/SSJU04.json'}, {'id': 'SSJU22', 'name': 'Criminal Justice and Counterterrorism Subcommittee', 'api_uri': 'https://api.propublica.org/congress/v1/117/senate/committees/SSJU/subcommittees/SSJU22.json'}, {'id': 'SSJU21', 'name': 'Constitution Subcommittee', 'api_uri': 'https://api.propublica.org/congress/v1/117/senate/committees/SSJU/subcommittees/SSJU21.json'}, {'id': 'SSJU25', 'name': 'Federal Courts, Oversight, Agency Action, and Federal Rights', 'api_uri': 'https://api.propublica.org/congress/v1/117/senate/committees/SSJU/subcommittees/SSJU25.json'}, {'id': 'SSJU26', 'name': 'Intellectual Property Subcommittee', 'api_uri': 'https://api.propublica.org/congress/v1/117/senate/committees/SSJU/subcommittees/SSJU26.json'}, {'id': 'SSJU28', 'name': 'Privacy, Technology, and the Law Subcommittee', 'api_uri': 'https://api.propublica.org/congress/v1/117/senate/committees/SSJU/subcommittees/SSJU28.json'}, {'id': 'SSJU27', 'name': 'Human Rights and the Law', 'api_uri': 'https://api.propublica.org/congress/v1/117/senate/committees/SSJU/subcommittees/SSJU27.json'}]",http://www.judiciary.senate.gov/
https://api.propublica.org/congress/v1/117/senate/committees/SSVA.json,,,,,,Senate,SSVA,Committee on Veterans' Affairs,,[],http://www.veterans.senate.gov/
https://api.propublica.org/congress/v1/117/senate/committees/SLET.json,,,,,,Senate,SLET,Select Committee on Ethics,,[],http://www.ethics.senate.gov/
https://api.propublica.org/congress/v1/117/senate/committees/SLIN.json,,,,,,Senate,SLIN,Select Committee on Intelligence,,[],http://www.intelligence.senate.gov/
https://api.propublica.org/congress/v1/117/senate/committees/SPAG.json,,,,,,Senate,SPAG,Special Committee on Aging,,[],http://www.aging.senate.gov/
https://api.propublica.org/congress/v1/117/senate/committees/SCNC.json,,,,,,Senate,SCNC,United States Caucus on International Narcotics Control,,[],http://www.drugcaucus.senate.gov/
